Policy_ID,Issue_Date,Effective_Date,End_Of_Effective_Date,Reference_Date,Sales_Location,Line_Of_Business,Sales_Channel,Premium_Amount
721151,2021-08-29,2021-08-29,2022-08-29,2021-12-31,Switzerland,Auto,Digital,25562.53
600731,2021-09-15,2021-09-15,2022-09-15,2021-12-31,Portugal,Residence,Digital,98261.77
159212,2021-08-05,2021-08-05,2022-08-05,2021-12-31,Switzerland,Auto,Digital,38670.88
975268,2021-06-18,2021-06-18,2022-06-18,2021-12-31,Switzerland,Auto,Non-Digital,32503.25
736209,2021-09-01,2021-09-01,2022-09-01,2021-12-31,Denmark,Transportation,Digital,139488.74
863841,2021-05-15,2021-05-15,2022-05-15,2021-12-31,France,Auto,Digital,42752.59
288700,2021-03-24,2021-03-24,2022-03-24,2021-12-31,Denmark,Transportation,Non-Digital,68684.91
913634,2021-08-14,2021-08-14,2022-08-14,2021-12-31,Netherlands,Liability,Non-Digital,84228.56
540060,2021-09-11,2021-09-11,2022-09-11,2021-12-31,Denmark,Auto,Digital,12384.41
338859,2021-07-05,2021-07-05,2022-07-05,2021-12-31,Denmark,Residence,Digital,92693.48
209161,2021-06-03,2021-06-03,2022-06-03,2021-12-31,Netherlands,Transportation,Digital,190595.64
283882,2021-01-27,2021-01-27,2022-01-27,2021-12-31,Norway,Engineering,Non-Digital,422707.06
638743,2021-02-08,2021-02-08,2022-02-08,2021-12-31,Denmark,Residence,Non-Digital,62527.09
969612,2021-05-09,2021-05-09,2022-05-09,2021-12-31,Portugal,Auto,Non-Digital,37028.11
917722,2021-10-29,2021-10-29,2022-10-29,2021-12-31,France,Auto,Digital,41108.43
794781,2021-07-23,2021-07-23,2022-07-23,2021-12-31,Germany,Transportation,Non-Digital,230027.53
246503,2021-10-24,2021-10-24,2022-10-24,2021-12-31,Sweden,Residence,Digital,9614.06
108298,2021-03-17,2021-03-17,2022-03-17,2021-12-31,Denmark,Engineering,Digital,356196.07
458580,2021-08-03,2021-08-03,2022-08-03,2021-12-31,Sweden,Auto,Non-Digital,12030.05
511563,2021-02-08,2021-02-08,2022-02-08,2021-12-31,Portugal,Auto,Non-Digital,18597.86
978252,2021-04-19,2021-04-19,2022-04-19,2021-12-31,Italy,Residence,Non-Digital,4290.96
413792,2021-05-02,2021-05-02,2022-05-02,2021-12-31,Sweden,Auto,Non-Digital,19455.64
437950,2021-12-10,2021-12-10,2022-12-10,2021-12-31,Norway,Transportation,Non-Digital,111008.07
399544,2021-10-23,2021-10-23,2022-10-23,2021-12-31,France,Transportation,Non-Digital,108715.85
377728,2021-12-23,2021-12-23,2022-12-23,2021-12-31,Germany,Engineering,Digital,207891.46
923248,2021-06-16,2021-06-16,2022-06-16,2021-12-31,Portugal,Auto,Non-Digital,32691.21
362345,2021-10-07,2021-10-07,2022-10-07,2021-12-31,Italy,Auto,Non-Digital,47400.17
178876,2021-08-17,2021-08-17,2022-08-17,2021-12-31,Germany,Auto,Non-Digital,42812.14
353076,2021-11-08,2021-11-08,2022-11-08,2021-12-31,France,Transportation,Non-Digital,208535.53
433673,2021-09-15,2021-09-15,2022-09-15,2021-12-31,Italy,Auto,Non-Digital,20713.69
285771,2021-12-27,2021-12-27,2022-12-27,2021-12-31,Netherlands,Residence,Non-Digital,43265.08
559702,2021-02-06,2021-02-06,2022-02-06,2021-12-31,Portugal,Auto,Non-Digital,48436.1
215128,2021-05-17,2021-05-17,2022-05-17,2021-12-31,Germany,Residence,Non-Digital,60881.21
143290,2021-03-19,2021-03-19,2022-03-19,2021-12-31,France,Auto,Digital,33567.57
192646,2021-05-28,2021-05-28,2022-05-28,2021-12-31,France,Liability,Non-Digital,277791.7
646278,2021-12-17,2021-12-17,2022-12-17,2021-12-31,Italy,Transportation,Non-Digital,154674.15
514755,2021-08-19,2021-08-19,2022-08-19,2021-12-31,France,Auto,Non-Digital,22615.19
260693,2021-07-26,2021-07-26,2022-07-26,2021-12-31,Netherlands,Transportation,Digital,64620.54
135100,2021-03-06,2021-03-06,2022-03-06,2021-12-31,Norway,Transportation,Non-Digital,49797.21
360492,2021-01-15,2021-01-15,2022-01-15,2021-12-31,Norway,Residence,Non-Digital,81876.3
765322,2021-11-08,2021-11-08,2022-11-08,2021-12-31,Portugal,Liability,Digital,471252.18
463614,2021-12-26,2021-12-26,2022-12-26,2021-12-31,Netherlands,Residence,Digital,17904.82
120650,2021-07-02,2021-07-02,2022-07-02,2021-12-31,Sweden,Transportation,Non-Digital,38974.16
809678,2021-08-07,2021-08-07,2022-08-07,2021-12-31,Switzerland,Transportation,Non-Digital,89921.03
233753,2021-02-19,2021-02-19,2022-02-19,2021-12-31,Netherlands,Transportation,Non-Digital,27191.13
151618,2021-08-18,2021-08-18,2022-08-18,2021-12-31,Germany,Auto,Non-Digital,30083.98
499313,2021-11-23,2021-11-23,2022-11-23,2021-12-31,Norway,Residence,Digital,18113.4
458251,2021-03-14,2021-03-14,2022-03-14,2021-12-31,Portugal,Engineering,Digital,271692.55
123471,2021-10-05,2021-10-05,2022-10-05,2021-12-31,Germany,Liability,Digital,83524.83
275506,2021-06-15,2021-06-15,2022-06-15,2021-12-31,Switzerland,Residence,Non-Digital,34194.19
695166,2021-12-29,2021-12-29,2022-12-29,2021-12-31,Denmark,Residence,Non-Digital,63473.99
733994,2021-10-19,2021-10-19,2022-10-19,2021-12-31,Sweden,Auto,Non-Digital,24616.86
830972,2021-10-05,2021-10-05,2022-10-05,2021-12-31,Norway,Residence,Digital,90958.27
157006,2021-11-09,2021-11-09,2022-11-09,2021-12-31,Portugal,Residence,Non-Digital,63247.18
390608,2021-06-06,2021-06-06,2022-06-06,2021-12-31,Switzerland,Transportation,Digital,95458.38
923564,2021-01-02,2021-01-02,2022-01-02,2021-12-31,Netherlands,Residence,Non-Digital,2592.42
171312,2021-03-21,2021-03-21,2022-03-21,2021-12-31,France,Liability,Non-Digital,196585.55
191774,2021-11-11,2021-11-11,2022-11-11,2021-12-31,Portugal,Liability,Digital,136670.17
496580,2021-07-17,2021-07-17,2022-07-17,2021-12-31,Switzerland,Residence,Non-Digital,17041.17
469423,2021-06-10,2021-06-10,2022-06-10,2021-12-31,Germany,Auto,Non-Digital,32996.37
896749,2021-09-08,2021-09-08,2022-09-08,2021-12-31,Netherlands,Engineering,Non-Digital,410655.47
943176,2021-06-26,2021-06-26,2022-06-26,2021-12-31,Denmark,Residence,Non-Digital,92090.16
710487,2021-03-10,2021-03-10,2022-03-10,2021-12-31,Italy,Auto,Digital,39320.98
416483,2021-06-14,2021-06-14,2022-06-14,2021-12-31,Italy,Auto,Non-Digital,21409.58
265478,2021-06-06,2021-06-06,2022-06-06,2021-12-31,France,Liability,Digital,227538.4
967640,2021-06-30,2021-06-30,2022-06-30,2021-12-31,Norway,Auto,Digital,19419.22
584475,2021-04-18,2021-04-18,2022-04-18,2021-12-31,Sweden,Residence,Non-Digital,11444.05
724189,2021-05-20,2021-05-20,2022-05-20,2021-12-31,Denmark,Auto,Non-Digital,19265.17
375919,2021-12-01,2021-12-01,2022-12-01,2021-12-31,Italy,Auto,Non-Digital,33436.89
306575,2021-07-06,2021-07-06,2022-07-06,2021-12-31,Portugal,Auto,Digital,10262.95
786551,2021-11-20,2021-11-20,2022-11-20,2021-12-31,Norway,Residence,Non-Digital,30611.03
160856,2021-09-18,2021-09-18,2022-09-18,2021-12-31,Netherlands,Auto,Non-Digital,40420.22
482650,2021-04-07,2021-04-07,2022-04-07,2021-12-31,Switzerland,Auto,Non-Digital,9047.17
120404,2021-07-31,2021-07-31,2022-07-31,2021-12-31,France,Liability,Non-Digital,431837.77
244537,2021-10-05,2021-10-05,2022-10-05,2021-12-31,Denmark,Transportation,Non-Digital,188485.77
367260,2021-09-05,2021-09-05,2022-09-05,2021-12-31,Portugal,Auto,Non-Digital,45016.59
129566,2021-11-13,2021-11-13,2022-11-13,2021-12-31,France,Residence,Digital,57635.45
149401,2021-10-01,2021-10-01,2022-10-01,2021-12-31,Denmark,Transportation,Non-Digital,29757.96
260963,2021-04-30,2021-04-30,2022-04-30,2021-12-31,Norway,Auto,Digital,5819.95
702372,2021-12-26,2021-12-26,2022-12-26,2021-12-31,France,Residence,Non-Digital,35060.8
487627,2021-09-19,2021-09-19,2022-09-19,2021-12-31,Netherlands,Engineering,Digital,467602.28
704338,2021-03-10,2021-03-10,2022-03-10,2021-12-31,Denmark,Auto,Digital,48198.52
858852,2021-08-09,2021-08-09,2022-08-09,2021-12-31,Italy,Auto,Digital,33776.6
725361,2021-05-27,2021-05-27,2022-05-27,2021-12-31,Switzerland,Auto,Non-Digital,19575.28
575336,2021-06-26,2021-06-26,2022-06-26,2021-12-31,Sweden,Auto,Non-Digital,35741.9
563554,2021-08-12,2021-08-12,2022-08-12,2021-12-31,Switzerland,Transportation,Non-Digital,146972.52
540899,2021-03-06,2021-03-06,2022-03-06,2021-12-31,Portugal,Residence,Non-Digital,36412.67
656155,2021-01-22,2021-01-22,2022-01-22,2021-12-31,France,Auto,Digital,47689.14
386895,2021-09-27,2021-09-27,2022-09-27,2021-12-31,Switzerland,Auto,Digital,27827.11
354010,2021-06-20,2021-06-20,2022-06-20,2021-12-31,France,Transportation,Non-Digital,166341.21
820144,2021-03-08,2021-03-08,2022-03-08,2021-12-31,Sweden,Residence,Non-Digital,5680.36
222716,2021-05-29,2021-05-29,2022-05-29,2021-12-31,Germany,Engineering,Non-Digital,493069.59
255581,2021-09-25,2021-09-25,2022-09-25,2021-12-31,Germany,Auto,Non-Digital,19053.67
642212,2021-09-05,2021-09-05,2022-09-05,2021-12-31,Portugal,Auto,Non-Digital,44102.52
827952,2021-12-22,2021-12-22,2022-12-22,2021-12-31,Germany,Liability,Digital,116990.2
622753,2021-08-14,2021-08-14,2022-08-14,2021-12-31,Sweden,Engineering,Non-Digital,298004.42
723375,2021-03-01,2021-03-01,2022-03-01,2021-12-31,Netherlands,Transportation,Non-Digital,116368.97
955522,2021-03-26,2021-03-26,2022-03-26,2021-12-31,France,Residence,Digital,31506.86
766613,2021-12-29,2021-12-29,2022-12-29,2021-12-31,Sweden,Residence,Non-Digital,17713.94
401774,2021-09-24,2021-09-24,2022-09-24,2021-12-31,Netherlands,Transportation,Non-Digital,76561.26
385666,2021-08-25,2021-08-25,2022-08-25,2021-12-31,Italy,Liability,Non-Digital,441063.75
679151,2021-04-20,2021-04-20,2022-04-20,2021-12-31,Italy,Auto,Non-Digital,26106.72
535530,2021-09-07,2021-09-07,2022-09-07,2021-12-31,Portugal,Auto,Non-Digital,12003.67
818927,2021-05-09,2021-05-09,2022-05-09,2021-12-31,Netherlands,Transportation,Digital,95985.2
177262,2021-10-30,2021-10-30,2022-10-30,2021-12-31,Denmark,Transportation,Digital,98774.03
109015,2021-11-20,2021-11-20,2022-11-20,2021-12-31,Norway,Residence,Non-Digital,38637.7
186683,2021-05-12,2021-05-12,2022-05-12,2021-12-31,Germany,Auto,Digital,40189.84
982428,2021-07-21,2021-07-21,2022-07-21,2021-12-31,Denmark,Residence,Digital,99898.1
838461,2021-04-07,2021-04-07,2022-04-07,2021-12-31,Sweden,Transportation,Digital,160079.55
723561,2021-03-11,2021-03-11,2022-03-11,2021-12-31,Switzerland,Residence,Non-Digital,28135.27
779815,2021-08-21,2021-08-21,2022-08-21,2021-12-31,Germany,Residence,Non-Digital,96158.41
252045,2021-07-01,2021-07-01,2022-07-01,2021-12-31,Germany,Auto,Digital,5850.17
163131,2021-12-07,2021-12-07,2022-12-07,2021-12-31,Italy,Liability,Non-Digital,498809.36
869649,2021-02-02,2021-02-02,2022-02-02,2021-12-31,Sweden,Residence,Digital,49828.1
692070,2021-05-22,2021-05-22,2022-05-22,2021-12-31,Germany,Engineering,Non-Digital,233298.42
122710,2021-11-26,2021-11-26,2022-11-26,2021-12-31,Sweden,Auto,Digital,20408.15
736816,2021-02-08,2021-02-08,2022-02-08,2021-12-31,Sweden,Transportation,Non-Digital,19483.54
572044,2021-09-10,2021-09-10,2022-09-10,2021-12-31,France,Auto,Non-Digital,27090.56
305741,2021-09-19,2021-09-19,2022-09-19,2021-12-31,Norway,Residence,Non-Digital,68060.27
211513,2021-06-20,2021-06-20,2022-06-20,2021-12-31,France,Auto,Digital,10965.03
412878,2021-03-29,2021-03-29,2022-03-29,2021-12-31,Switzerland,Transportation,Non-Digital,241284.59
386154,2021-10-03,2021-10-03,2022-10-03,2021-12-31,Netherlands,Transportation,Non-Digital,222798.81
904400,2021-03-21,2021-03-21,2022-03-21,2021-12-31,Portugal,Engineering,Digital,190523.99
787119,2021-09-24,2021-09-24,2022-09-24,2021-12-31,Germany,Transportation,Digital,244063.6
933666,2021-02-09,2021-02-09,2022-02-09,2021-12-31,Switzerland,Auto,Digital,30857.86
883471,2021-09-30,2021-09-30,2022-09-30,2021-12-31,Netherlands,Auto,Digital,11294.42
136270,2021-01-04,2021-01-04,2022-01-04,2021-12-31,Denmark,Auto,Non-Digital,11037.36
565896,2021-01-30,2021-01-30,2022-01-30,2021-12-31,Portugal,Auto,Non-Digital,37811.23
512485,2021-06-01,2021-06-01,2022-06-01,2021-12-31,Netherlands,Residence,Non-Digital,66334.75
239779,2021-05-01,2021-05-01,2022-05-01,2021-12-31,Norway,Transportation,Digital,104096.55
409488,2021-10-01,2021-10-01,2022-10-01,2021-12-31,Germany,Transportation,Non-Digital,31266.07
956597,2021-10-09,2021-10-09,2022-10-09,2021-12-31,Netherlands,Auto,Digital,9617.15
261804,2021-12-13,2021-12-13,2022-12-13,2021-12-31,Switzerland,Engineering,Non-Digital,182956.73
643247,2021-07-15,2021-07-15,2022-07-15,2021-12-31,Sweden,Engineering,Digital,108709.5
607650,2021-05-01,2021-05-01,2022-05-01,2021-12-31,Denmark,Engineering,Non-Digital,328769.93
884169,2021-11-23,2021-11-23,2022-11-23,2021-12-31,Denmark,Residence,Digital,23780.3
725957,2021-01-19,2021-01-19,2022-01-19,2021-12-31,Germany,Liability,Digital,135835.09
801057,2021-02-07,2021-02-07,2022-02-07,2021-12-31,Germany,Transportation,Digital,63892.88
559303,2021-11-22,2021-11-22,2022-11-22,2021-12-31,Italy,Residence,Non-Digital,19477.13
694188,2021-04-15,2021-04-15,2022-04-15,2021-12-31,Portugal,Residence,Non-Digital,32490.18
404035,2021-05-29,2021-05-29,2022-05-29,2021-12-31,Switzerland,Residence,Non-Digital,13291.05
240157,2021-11-05,2021-11-05,2022-11-05,2021-12-31,Portugal,Transportation,Non-Digital,90686.37
283327,2021-11-24,2021-11-24,2022-11-24,2021-12-31,Italy,Engineering,Digital,327460.19
592170,2021-09-24,2021-09-24,2022-09-24,2021-12-31,Italy,Auto,Non-Digital,35023.92
364311,2021-07-16,2021-07-16,2022-07-16,2021-12-31,Netherlands,Engineering,Digital,383138.15
859849,2021-04-11,2021-04-11,2022-04-11,2021-12-31,Denmark,Liability,Digital,365299.48
781478,2021-06-05,2021-06-05,2022-06-05,2021-12-31,Switzerland,Residence,Non-Digital,41047.31
179255,2021-10-08,2021-10-08,2022-10-08,2021-12-31,Switzerland,Engineering,Digital,302281.75
794528,2021-07-26,2021-07-26,2022-07-26,2021-12-31,Norway,Engineering,Digital,454720.28
830483,2021-07-26,2021-07-26,2022-07-26,2021-12-31,Italy,Auto,Non-Digital,27998.91
820728,2021-01-23,2021-01-23,2022-01-23,2021-12-31,Sweden,Transportation,Digital,176771.74
250616,2021-07-04,2021-07-04,2022-07-04,2021-12-31,Denmark,Auto,Digital,29839.33
538993,2021-05-07,2021-05-07,2022-05-07,2021-12-31,Sweden,Transportation,Digital,160945.42
888081,2021-10-07,2021-10-07,2022-10-07,2021-12-31,Sweden,Residence,Digital,33353.4
303537,2021-08-02,2021-08-02,2022-08-02,2021-12-31,Portugal,Transportation,Digital,176207.93
944472,2021-08-14,2021-08-14,2022-08-14,2021-12-31,Switzerland,Auto,Non-Digital,22140.45
772338,2021-05-06,2021-05-06,2022-05-06,2021-12-31,Portugal,Residence,Digital,93185.94
662697,2021-12-25,2021-12-25,2022-12-25,2021-12-31,Norway,Auto,Non-Digital,18788.71
645498,2021-01-21,2021-01-21,2022-01-21,2021-12-31,Switzerland,Engineering,Digital,315087.26
416745,2021-03-22,2021-03-22,2022-03-22,2021-12-31,Netherlands,Residence,Non-Digital,37992.83
387951,2021-03-13,2021-03-13,2022-03-13,2021-12-31,Portugal,Liability,Non-Digital,290723.94
534337,2021-06-24,2021-06-24,2022-06-24,2021-12-31,Italy,Engineering,Non-Digital,126307.48
460019,2021-05-27,2021-05-27,2022-05-27,2021-12-31,France,Liability,Digital,261318.37
575127,2021-12-04,2021-12-04,2022-12-04,2021-12-31,Portugal,Residence,Digital,75475.89
772768,2021-09-08,2021-09-08,2022-09-08,2021-12-31,Switzerland,Auto,Non-Digital,46406.06
893663,2021-11-19,2021-11-19,2022-11-19,2021-12-31,France,Auto,Non-Digital,19571.61
598423,2021-03-08,2021-03-08,2022-03-08,2021-12-31,Portugal,Engineering,Non-Digital,302460.11
688327,2021-12-24,2021-12-24,2022-12-24,2021-12-31,Portugal,Transportation,Non-Digital,213978.76
268185,2021-10-29,2021-10-29,2022-10-29,2021-12-31,Denmark,Auto,Digital,8314.1
347619,2021-12-06,2021-12-06,2022-12-06,2021-12-31,Italy,Auto,Non-Digital,21579.45
262376,2021-09-29,2021-09-29,2022-09-29,2021-12-31,Italy,Residence,Digital,20593.99
370653,2021-12-16,2021-12-16,2022-12-16,2021-12-31,Italy,Residence,Non-Digital,30106.25
841343,2021-09-30,2021-09-30,2022-09-30,2021-12-31,Portugal,Auto,Non-Digital,4906.78
109500,2021-09-10,2021-09-10,2022-09-10,2021-12-31,Denmark,Transportation,Non-Digital,62777.37
615925,2021-05-18,2021-05-18,2022-05-18,2021-12-31,Denmark,Liability,Digital,424758.53
904750,2021-10-03,2021-10-03,2022-10-03,2021-12-31,Italy,Engineering,Digital,395795.1
178066,2021-12-13,2021-12-13,2022-12-13,2021-12-31,Norway,Residence,Non-Digital,29834.99
797401,2021-07-25,2021-07-25,2022-07-25,2021-12-31,Italy,Auto,Digital,14318.67
824830,2021-05-30,2021-05-30,2022-05-30,2021-12-31,Norway,Transportation,Non-Digital,29291.11
255587,2021-03-12,2021-03-12,2022-03-12,2021-12-31,Germany,Residence,Non-Digital,60508.9
184047,2021-01-31,2021-01-31,2022-01-31,2021-12-31,Switzerland,Auto,Non-Digital,42645.21
466996,2021-08-13,2021-08-13,2022-08-13,2021-12-31,France,Auto,Digital,41608.2
231422,2021-07-21,2021-07-21,2022-07-21,2021-12-31,Netherlands,Transportation,Non-Digital,76766.05
733804,2021-09-12,2021-09-12,2022-09-12,2021-12-31,Sweden,Transportation,Non-Digital,114326.75
811229,2021-11-04,2021-11-04,2022-11-04,2021-12-31,Switzerland,Auto,Non-Digital,31234.47
926314,2021-04-23,2021-04-23,2022-04-23,2021-12-31,Denmark,Residence,Digital,76077.34
425435,2021-10-31,2021-10-31,2022-10-31,2021-12-31,Norway,Transportation,Non-Digital,176241.19
799754,2021-11-09,2021-11-09,2022-11-09,2021-12-31,Italy,Liability,Non-Digital,412832.37
742494,2021-11-28,2021-11-28,2022-11-28,2021-12-31,Germany,Liability,Non-Digital,248864.02
585062,2021-12-12,2021-12-12,2022-12-12,2021-12-31,Netherlands,Engineering,Non-Digital,192028.7
775187,2021-03-23,2021-03-23,2022-03-23,2021-12-31,Portugal,Auto,Non-Digital,22952.3
393711,2021-08-10,2021-08-10,2022-08-10,2021-12-31,Germany,Residence,Digital,13892.45
924206,2021-10-13,2021-10-13,2022-10-13,2021-12-31,Denmark,Auto,Digital,30856.83
650247,2021-01-04,2021-01-04,2022-01-04,2021-12-31,Netherlands,Liability,Digital,447700.67
726467,2021-01-22,2021-01-22,2022-01-22,2021-12-31,Germany,Liability,Digital,334940.35
706627,2021-11-20,2021-11-20,2022-11-20,2021-12-31,Germany,Engineering,Non-Digital,439316.9
329687,2021-09-08,2021-09-08,2022-09-08,2021-12-31,France,Engineering,Non-Digital,339995.31
493798,2021-09-19,2021-09-19,2022-09-19,2021-12-31,Denmark,Liability,Digital,314134.32
468411,2021-12-10,2021-12-10,2022-12-10,2021-12-31,Switzerland,Engineering,Digital,174405.45
191868,2021-12-02,2021-12-02,2022-12-02,2021-12-31,Denmark,Engineering,Non-Digital,406069.68
341687,2021-07-30,2021-07-30,2022-07-30,2021-12-31,Denmark,Residence,Non-Digital,21896.31
462273,2021-04-16,2021-04-16,2022-04-16,2021-12-31,Netherlands,Engineering,Non-Digital,206344.3
920790,2021-04-11,2021-04-11,2022-04-11,2021-12-31,Italy,Auto,Digital,26467.54
488576,2021-10-29,2021-10-29,2022-10-29,2021-12-31,Italy,Auto,Digital,4516.88
529343,2021-07-13,2021-07-13,2022-07-13,2021-12-31,Norway,Transportation,Non-Digital,82486.05
388551,2021-01-20,2021-01-20,2022-01-20,2021-12-31,Switzerland,Engineering,Digital,231160.67
248256,2021-10-23,2021-10-23,2022-10-23,2021-12-31,Netherlands,Auto,Digital,14570.09
184616,2021-09-21,2021-09-21,2022-09-21,2021-12-31,Switzerland,Auto,Digital,20524.55
606431,2021-10-05,2021-10-05,2022-10-05,2021-12-31,Portugal,Auto,Non-Digital,28898.77
865663,2021-02-20,2021-02-20,2022-02-20,2021-12-31,Portugal,Auto,Digital,25701.42
187558,2021-10-12,2021-10-12,2022-10-12,2021-12-31,Switzerland,Transportation,Digital,157056.88
437808,2021-04-26,2021-04-26,2022-04-26,2021-12-31,Germany,Liability,Non-Digital,180592.52
762562,2021-02-14,2021-02-14,2022-02-14,2021-12-31,Denmark,Transportation,Digital,151447.36
800279,2021-12-08,2021-12-08,2022-12-08,2021-12-31,Denmark,Auto,Digital,32615.41
236009,2021-04-04,2021-04-04,2022-04-04,2021-12-31,Italy,Transportation,Digital,31686.43
811367,2021-02-16,2021-02-16,2022-02-16,2021-12-31,Netherlands,Engineering,Non-Digital,433222.5
875553,2021-09-01,2021-09-01,2022-09-01,2021-12-31,Germany,Engineering,Non-Digital,403717.51
854509,2021-12-05,2021-12-05,2022-12-05,2021-12-31,Italy,Transportation,Non-Digital,112700.87
154089,2021-12-20,2021-12-20,2022-12-20,2021-12-31,Norway,Engineering,Non-Digital,162587.37
770310,2021-08-04,2021-08-04,2022-08-04,2021-12-31,Netherlands,Liability,Non-Digital,76133.36
624212,2021-01-28,2021-01-28,2022-01-28,2021-12-31,Netherlands,Residence,Non-Digital,37266.46
153095,2021-03-28,2021-03-28,2022-03-28,2021-12-31,Norway,Auto,Digital,42880.96
