Policy_ID,Issue_Date,Effective_Date,End_Of_Effective_Date,Reference_Date,Sales_Location,Line_Of_Business,Sales_Channel,Premium_Amount
652877,2022-12-02,2022-12-02,2023-12-02,2022-12-31,Portugal,Engineering,Digital,52144.89
725720,2022-02-15,2022-02-15,2023-02-15,2022-12-31,Italy,Engineering,Digital,197445.77
973869,2022-05-25,2022-05-25,2023-05-25,2022-12-31,France,Residence,Non-Digital,63465.67
372586,2022-05-30,2022-05-30,2023-05-30,2022-12-31,Switzerland,Auto,Digital,8672.35
443509,2022-02-14,2022-02-14,2023-02-14,2022-12-31,France,Transportation,Non-Digital,169444.29
774906,2022-04-28,2022-04-28,2023-04-28,2022-12-31,Switzerland,Residence,Non-Digital,2965.8
987013,2022-12-19,2022-12-19,2023-12-19,2022-12-31,Norway,Transportation,Non-Digital,189932.5
362599,2022-04-20,2022-04-20,2023-04-20,2022-12-31,Denmark,Transportation,Non-Digital,136522.72
739944,2022-08-25,2022-08-25,2023-08-25,2022-12-31,Switzerland,Transportation,Non-Digital,139421.14
424526,2022-06-03,2022-06-03,2023-06-03,2022-12-31,France,Residence,Non-Digital,55634.52
467124,2022-10-05,2022-10-05,2023-10-05,2022-12-31,Portugal,Transportation,Non-Digital,248572.2
590963,2022-08-18,2022-08-18,2023-08-18,2022-12-31,Portugal,Transportation,Non-Digital,46438.17
829643,2022-11-29,2022-11-29,2023-11-29,2022-12-31,Switzerland,Transportation,Digital,175166.81
365711,2022-11-22,2022-11-22,2023-11-22,2022-12-31,France,Auto,Non-Digital,43668.88
549447,2022-04-08,2022-04-08,2023-04-08,2022-12-31,Portugal,Residence,Digital,61421.92
805215,2022-09-23,2022-09-23,2023-09-23,2022-12-31,France,Auto,Non-Digital,17783.74
593727,2022-10-28,2022-10-28,2023-10-28,2022-12-31,Switzerland,Transportation,Non-Digital,154353.21
842863,2022-09-09,2022-09-09,2023-09-09,2022-12-31,Netherlands,Transportation,Non-Digital,22339.49
974220,2022-04-26,2022-04-26,2023-04-26,2022-12-31,Norway,Residence,Digital,34965.99
500560,2022-11-24,2022-11-24,2023-11-24,2022-12-31,Switzerland,Auto,Non-Digital,3727.15
901525,2022-08-30,2022-08-30,2023-08-30,2022-12-31,France,Engineering,Digital,284657.13
945660,2022-07-18,2022-07-18,2023-07-18,2022-12-31,Norway,Auto,Digital,49075.91
921319,2022-04-28,2022-04-28,2023-04-28,2022-12-31,Sweden,Transportation,Non-Digital,153445.14
891128,2022-02-06,2022-02-06,2023-02-06,2022-12-31,Germany,Residence,Non-Digital,25386.8
954030,2022-05-17,2022-05-17,2023-05-17,2022-12-31,Denmark,Auto,Non-Digital,31894.65
984641,2022-10-07,2022-10-07,2023-10-07,2022-12-31,Norway,Transportation,Non-Digital,56849.74
717107,2022-08-27,2022-08-27,2023-08-27,2022-12-31,France,Transportation,Non-Digital,152724.08
286031,2022-08-22,2022-08-22,2023-08-22,2022-12-31,Portugal,Residence,Non-Digital,87514.67
163839,2022-08-22,2022-08-22,2023-08-22,2022-12-31,Norway,Residence,Digital,96852.82
837152,2022-04-04,2022-04-04,2023-04-04,2022-12-31,Switzerland,Auto,Digital,21092.63
828489,2022-08-23,2022-08-23,2023-08-23,2022-12-31,Sweden,Residence,Digital,93020.73
117099,2022-07-07,2022-07-07,2023-07-07,2022-12-31,Denmark,Auto,Digital,9261.43
258386,2022-03-18,2022-03-18,2023-03-18,2022-12-31,Norway,Engineering,Digital,133196.22
311039,2022-07-19,2022-07-19,2023-07-19,2022-12-31,Portugal,Transportation,Digital,147913.51
205810,2022-09-23,2022-09-23,2023-09-23,2022-12-31,Netherlands,Liability,Non-Digital,478295.08
341549,2022-12-23,2022-12-23,2023-12-23,2022-12-31,Sweden,Auto,Digital,36998.27
537132,2022-11-24,2022-11-24,2023-11-24,2022-12-31,Netherlands,Engineering,Non-Digital,477973.58
235485,2022-04-20,2022-04-20,2023-04-20,2022-12-31,Italy,Residence,Digital,39899.23
419417,2022-06-20,2022-06-20,2023-06-20,2022-12-31,Germany,Residence,Digital,58218.0
769958,2022-06-08,2022-06-08,2023-06-08,2022-12-31,Germany,Auto,Non-Digital,31493.56
553421,2022-01-24,2022-01-24,2023-01-24,2022-12-31,Portugal,Residence,Non-Digital,40042.46
209572,2022-02-09,2022-02-09,2023-02-09,2022-12-31,France,Auto,Non-Digital,26736.21
735482,2022-07-03,2022-07-03,2023-07-03,2022-12-31,Denmark,Auto,Non-Digital,35729.13
106928,2022-04-11,2022-04-11,2023-04-11,2022-12-31,France,Transportation,Non-Digital,130730.4
911637,2022-04-17,2022-04-17,2023-04-17,2022-12-31,Netherlands,Transportation,Non-Digital,137145.63
179493,2022-05-22,2022-05-22,2023-05-22,2022-12-31,Germany,Residence,Non-Digital,91542.7
882762,2022-07-23,2022-07-23,2023-07-23,2022-12-31,France,Residence,Non-Digital,29725.54
853562,2022-12-09,2022-12-09,2023-12-09,2022-12-31,France,Transportation,Non-Digital,42632.37
550455,2022-04-06,2022-04-06,2023-04-06,2022-12-31,Germany,Transportation,Non-Digital,50900.27
434573,2022-03-04,2022-03-04,2023-03-04,2022-12-31,Denmark,Residence,Non-Digital,25056.77
611496,2022-12-21,2022-12-21,2023-12-21,2022-12-31,Germany,Liability,Digital,192443.71
704264,2022-09-03,2022-09-03,2023-09-03,2022-12-31,France,Residence,Non-Digital,74917.1
367932,2022-12-23,2022-12-23,2023-12-23,2022-12-31,Sweden,Residence,Digital,18047.41
242260,2022-04-14,2022-04-14,2023-04-14,2022-12-31,France,Residence,Non-Digital,50508.57
787497,2022-11-15,2022-11-15,2023-11-15,2022-12-31,Denmark,Auto,Non-Digital,14828.49
916804,2022-06-02,2022-06-02,2023-06-02,2022-12-31,Germany,Engineering,Digital,187210.65
901407,2022-01-27,2022-01-27,2023-01-27,2022-12-31,Denmark,Residence,Non-Digital,83873.12
340710,2022-10-22,2022-10-22,2023-10-22,2022-12-31,Portugal,Transportation,Digital,90671.47
782304,2022-05-23,2022-05-23,2023-05-23,2022-12-31,Switzerland,Residence,Non-Digital,76213.02
354909,2022-11-29,2022-11-29,2023-11-29,2022-12-31,Italy,Transportation,Non-Digital,53699.33
673806,2022-01-09,2022-01-09,2023-01-09,2022-12-31,Denmark,Auto,Non-Digital,20206.89
918689,2022-03-01,2022-03-01,2023-03-01,2022-12-31,Switzerland,Liability,Digital,248351.65
968944,2022-07-28,2022-07-28,2023-07-28,2022-12-31,Norway,Auto,Non-Digital,37101.59
621148,2022-11-24,2022-11-24,2023-11-24,2022-12-31,Denmark,Auto,Non-Digital,29768.78
291596,2022-06-18,2022-06-18,2023-06-18,2022-12-31,Germany,Residence,Digital,42315.37
725460,2022-02-08,2022-02-08,2023-02-08,2022-12-31,Norway,Auto,Digital,10411.4
984736,2022-09-17,2022-09-17,2023-09-17,2022-12-31,France,Auto,Digital,14466.68
668583,2022-10-12,2022-10-12,2023-10-12,2022-12-31,Denmark,Residence,Non-Digital,37030.58
246838,2022-12-06,2022-12-06,2023-12-06,2022-12-31,Italy,Engineering,Non-Digital,260862.6
170261,2022-01-27,2022-01-27,2023-01-27,2022-12-31,Denmark,Auto,Non-Digital,37460.68
598442,2022-04-11,2022-04-11,2023-04-11,2022-12-31,Sweden,Engineering,Non-Digital,227620.41
612075,2022-05-18,2022-05-18,2023-05-18,2022-12-31,France,Auto,Non-Digital,13553.72
849061,2022-08-29,2022-08-29,2023-08-29,2022-12-31,Switzerland,Transportation,Non-Digital,135627.6
322253,2022-03-25,2022-03-25,2023-03-25,2022-12-31,Norway,Auto,Digital,16314.59
589376,2022-02-01,2022-02-01,2023-02-01,2022-12-31,Italy,Engineering,Non-Digital,318687.91
758924,2022-06-29,2022-06-29,2023-06-29,2022-12-31,Italy,Residence,Non-Digital,79242.71
234628,2022-12-01,2022-12-01,2023-12-01,2022-12-31,Portugal,Residence,Non-Digital,38759.67
175688,2022-04-15,2022-04-15,2023-04-15,2022-12-31,Sweden,Residence,Non-Digital,60399.57
938560,2022-12-02,2022-12-02,2023-12-02,2022-12-31,Denmark,Auto,Non-Digital,5993.06
585688,2022-09-19,2022-09-19,2023-09-19,2022-12-31,Switzerland,Residence,Digital,5416.14
549395,2022-12-06,2022-12-06,2023-12-06,2022-12-31,Sweden,Transportation,Non-Digital,175034.33
321037,2022-11-07,2022-11-07,2023-11-07,2022-12-31,Netherlands,Auto,Non-Digital,46120.36
787757,2022-02-10,2022-02-10,2023-02-10,2022-12-31,Germany,Transportation,Digital,214948.99
535655,2022-06-09,2022-06-09,2023-06-09,2022-12-31,Portugal,Auto,Digital,28325.98
489292,2022-08-20,2022-08-20,2023-08-20,2022-12-31,France,Transportation,Non-Digital,201045.4
302336,2022-09-21,2022-09-21,2023-09-21,2022-12-31,France,Residence,Digital,80378.94
472645,2022-10-09,2022-10-09,2023-10-09,2022-12-31,Italy,Auto,Digital,34903.25
612729,2022-11-10,2022-11-10,2023-11-10,2022-12-31,Sweden,Residence,Non-Digital,24569.56
157252,2022-07-24,2022-07-24,2023-07-24,2022-12-31,Norway,Engineering,Digital,499234.83
673858,2022-10-16,2022-10-16,2023-10-16,2022-12-31,Sweden,Transportation,Non-Digital,36279.52
764736,2022-11-17,2022-11-17,2023-11-17,2022-12-31,Sweden,Auto,Digital,48858.54
202164,2022-11-27,2022-11-27,2023-11-27,2022-12-31,Denmark,Auto,Non-Digital,15401.32
676819,2022-02-05,2022-02-05,2023-02-05,2022-12-31,Portugal,Residence,Non-Digital,82862.77
462408,2022-08-06,2022-08-06,2023-08-06,2022-12-31,Sweden,Residence,Non-Digital,50690.67
198833,2022-08-30,2022-08-30,2023-08-30,2022-12-31,Portugal,Engineering,Digital,71306.8
583207,2022-05-26,2022-05-26,2023-05-26,2022-12-31,Germany,Residence,Digital,95955.4
630487,2022-12-20,2022-12-20,2023-12-20,2022-12-31,Norway,Auto,Digital,29258.76
867491,2022-01-19,2022-01-19,2023-01-19,2022-12-31,Sweden,Residence,Non-Digital,26714.7
611198,2022-01-14,2022-01-14,2023-01-14,2022-12-31,Norway,Auto,Digital,28142.23
935770,2022-09-19,2022-09-19,2023-09-19,2022-12-31,France,Residence,Non-Digital,69424.82
597997,2022-05-28,2022-05-28,2023-05-28,2022-12-31,Italy,Residence,Non-Digital,40223.34
522901,2022-04-12,2022-04-12,2023-04-12,2022-12-31,France,Auto,Digital,12404.82
992496,2022-03-19,2022-03-19,2023-03-19,2022-12-31,Switzerland,Transportation,Non-Digital,37557.13
218954,2022-05-09,2022-05-09,2023-05-09,2022-12-31,Denmark,Auto,Non-Digital,43008.05
326886,2022-10-10,2022-10-10,2023-10-10,2022-12-31,France,Liability,Digital,188183.37
420940,2022-03-29,2022-03-29,2023-03-29,2022-12-31,Denmark,Residence,Non-Digital,42494.63
307969,2022-08-28,2022-08-28,2023-08-28,2022-12-31,France,Liability,Non-Digital,296164.41
628546,2022-08-19,2022-08-19,2023-08-19,2022-12-31,Norway,Transportation,Non-Digital,139420.84
400199,2022-02-03,2022-02-03,2023-02-03,2022-12-31,Switzerland,Transportation,Digital,235763.96
820831,2022-07-28,2022-07-28,2023-07-28,2022-12-31,Switzerland,Auto,Non-Digital,11319.92
635074,2022-10-27,2022-10-27,2023-10-27,2022-12-31,Denmark,Residence,Non-Digital,81819.71
911668,2022-10-31,2022-10-31,2023-10-31,2022-12-31,Denmark,Transportation,Digital,59610.63
902739,2022-09-01,2022-09-01,2023-09-01,2022-12-31,Portugal,Residence,Non-Digital,56084.22
324713,2022-09-05,2022-09-05,2023-09-05,2022-12-31,Portugal,Liability,Non-Digital,64054.68
502978,2022-11-03,2022-11-03,2023-11-03,2022-12-31,France,Residence,Digital,67643.36
975248,2022-04-21,2022-04-21,2023-04-21,2022-12-31,Netherlands,Residence,Non-Digital,48980.59
560001,2022-11-30,2022-11-30,2023-11-30,2022-12-31,Germany,Engineering,Non-Digital,187436.39
472034,2022-06-17,2022-06-17,2023-06-17,2022-12-31,Sweden,Transportation,Non-Digital,160622.62
384402,2022-01-06,2022-01-06,2023-01-06,2022-12-31,Switzerland,Transportation,Digital,136020.52
198589,2022-06-05,2022-06-05,2023-06-05,2022-12-31,Norway,Residence,Digital,36476.37
748342,2022-04-07,2022-04-07,2023-04-07,2022-12-31,Denmark,Residence,Digital,47296.79
431030,2022-08-26,2022-08-26,2023-08-26,2022-12-31,Germany,Residence,Non-Digital,99660.95
996820,2022-10-31,2022-10-31,2023-10-31,2022-12-31,Italy,Auto,Digital,32450.01
948643,2022-11-07,2022-11-07,2023-11-07,2022-12-31,Denmark,Auto,Non-Digital,18870.57
370414,2022-03-10,2022-03-10,2023-03-10,2022-12-31,Switzerland,Transportation,Non-Digital,38214.34
379886,2022-10-20,2022-10-20,2023-10-20,2022-12-31,Netherlands,Engineering,Digital,313089.83
485777,2022-06-22,2022-06-22,2023-06-22,2022-12-31,Italy,Auto,Non-Digital,48685.22
948334,2022-02-26,2022-02-26,2023-02-26,2022-12-31,Switzerland,Transportation,Non-Digital,88044.85
980395,2022-07-19,2022-07-19,2023-07-19,2022-12-31,Norway,Auto,Non-Digital,47736.84
223094,2022-08-04,2022-08-04,2023-08-04,2022-12-31,Norway,Liability,Non-Digital,236940.23
425618,2022-05-14,2022-05-14,2023-05-14,2022-12-31,Norway,Residence,Non-Digital,86025.74
549479,2022-04-11,2022-04-11,2023-04-11,2022-12-31,Sweden,Auto,Digital,49955.55
677190,2022-01-10,2022-01-10,2023-01-10,2022-12-31,Netherlands,Liability,Non-Digital,460193.09
408221,2022-02-28,2022-02-28,2023-02-28,2022-12-31,Norway,Engineering,Non-Digital,107165.2
671952,2022-09-19,2022-09-19,2023-09-19,2022-12-31,Sweden,Auto,Non-Digital,21315.35
869650,2022-10-12,2022-10-12,2023-10-12,2022-12-31,Netherlands,Residence,Digital,80688.31
866675,2022-08-27,2022-08-27,2023-08-27,2022-12-31,Germany,Transportation,Digital,205849.65
593833,2022-10-31,2022-10-31,2023-10-31,2022-12-31,Sweden,Auto,Non-Digital,40247.07
470116,2022-07-29,2022-07-29,2023-07-29,2022-12-31,Italy,Residence,Non-Digital,8650.03
740789,2022-07-20,2022-07-20,2023-07-20,2022-12-31,Switzerland,Transportation,Non-Digital,233708.31
532885,2022-07-07,2022-07-07,2023-07-07,2022-12-31,Sweden,Residence,Non-Digital,13591.25
522843,2022-03-10,2022-03-10,2023-03-10,2022-12-31,Denmark,Auto,Non-Digital,14907.25
816750,2022-03-01,2022-03-01,2023-03-01,2022-12-31,Portugal,Auto,Non-Digital,39855.8
595429,2022-06-07,2022-06-07,2023-06-07,2022-12-31,Germany,Auto,Non-Digital,18052.05
842531,2022-07-05,2022-07-05,2023-07-05,2022-12-31,Switzerland,Residence,Non-Digital,25517.14
823948,2022-07-03,2022-07-03,2023-07-03,2022-12-31,Switzerland,Liability,Non-Digital,165134.89
461211,2022-07-02,2022-07-02,2023-07-02,2022-12-31,Switzerland,Transportation,Non-Digital,61294.38
581401,2022-10-20,2022-10-20,2023-10-20,2022-12-31,Denmark,Residence,Digital,77763.56
729187,2022-12-26,2022-12-26,2023-12-26,2022-12-31,Norway,Auto,Non-Digital,3340.63
551709,2022-07-23,2022-07-23,2023-07-23,2022-12-31,Denmark,Auto,Digital,41668.02
157084,2022-06-09,2022-06-09,2023-06-09,2022-12-31,France,Auto,Non-Digital,19382.56
102258,2022-01-27,2022-01-27,2023-01-27,2022-12-31,Denmark,Transportation,Non-Digital,128462.28
926961,2022-08-12,2022-08-12,2023-08-12,2022-12-31,Netherlands,Auto,Non-Digital,23667.66
909109,2022-10-21,2022-10-21,2023-10-21,2022-12-31,Denmark,Residence,Non-Digital,51324.89
782427,2022-01-18,2022-01-18,2023-01-18,2022-12-31,Italy,Residence,Non-Digital,29258.19
777353,2022-09-18,2022-09-18,2023-09-18,2022-12-31,Switzerland,Residence,Non-Digital,73856.34
562490,2022-12-05,2022-12-05,2023-12-05,2022-12-31,Sweden,Transportation,Non-Digital,246338.77
238352,2022-07-28,2022-07-28,2023-07-28,2022-12-31,Switzerland,Auto,Digital,38033.18
216833,2022-04-05,2022-04-05,2023-04-05,2022-12-31,Portugal,Residence,Non-Digital,51959.66
811260,2022-08-22,2022-08-22,2023-08-22,2022-12-31,Italy,Engineering,Non-Digital,429928.56
472675,2022-12-29,2022-12-29,2023-12-29,2022-12-31,Sweden,Residence,Digital,64015.91
736644,2022-06-02,2022-06-02,2023-06-02,2022-12-31,France,Liability,Non-Digital,245200.91
897119,2022-10-19,2022-10-19,2023-10-19,2022-12-31,Germany,Transportation,Non-Digital,46894.95
587610,2022-06-02,2022-06-02,2023-06-02,2022-12-31,Portugal,Transportation,Non-Digital,210425.56
895958,2022-04-18,2022-04-18,2023-04-18,2022-12-31,Sweden,Transportation,Digital,183484.11
882932,2022-10-20,2022-10-20,2023-10-20,2022-12-31,Italy,Transportation,Non-Digital,158703.01
158641,2022-04-07,2022-04-07,2023-04-07,2022-12-31,Germany,Liability,Non-Digital,349600.91
350449,2022-08-11,2022-08-11,2023-08-11,2022-12-31,France,Liability,Digital,394377.73
136134,2022-05-14,2022-05-14,2023-05-14,2022-12-31,Switzerland,Auto,Non-Digital,24417.4
976785,2022-06-08,2022-06-08,2023-06-08,2022-12-31,Norway,Liability,Digital,124805.15
709802,2022-09-28,2022-09-28,2023-09-28,2022-12-31,France,Auto,Non-Digital,6059.79
809817,2022-10-17,2022-10-17,2023-10-17,2022-12-31,Portugal,Liability,Non-Digital,358371.05
378036,2022-04-30,2022-04-30,2023-04-30,2022-12-31,France,Engineering,Non-Digital,91907.65
568216,2022-08-20,2022-08-20,2023-08-20,2022-12-31,Norway,Residence,Non-Digital,60380.37
146905,2022-01-26,2022-01-26,2023-01-26,2022-12-31,Italy,Liability,Digital,401984.67
268500,2022-05-03,2022-05-03,2023-05-03,2022-12-31,Sweden,Transportation,Non-Digital,95338.48
338813,2022-07-28,2022-07-28,2023-07-28,2022-12-31,Switzerland,Transportation,Digital,155288.78
993823,2022-03-09,2022-03-09,2023-03-09,2022-12-31,Sweden,Auto,Non-Digital,19866.32
738363,2022-01-31,2022-01-31,2023-01-31,2022-12-31,Sweden,Liability,Non-Digital,348928.38
693436,2022-06-15,2022-06-15,2023-06-15,2022-12-31,Portugal,Residence,Digital,97754.11
625781,2022-06-27,2022-06-27,2023-06-27,2022-12-31,France,Engineering,Digital,371256.35
482001,2022-04-29,2022-04-29,2023-04-29,2022-12-31,Switzerland,Auto,Digital,7722.2
477779,2022-01-16,2022-01-16,2023-01-16,2022-12-31,Switzerland,Transportation,Non-Digital,114652.53
518741,2022-08-12,2022-08-12,2023-08-12,2022-12-31,Switzerland,Liability,Non-Digital,275985.69
937306,2022-07-25,2022-07-25,2023-07-25,2022-12-31,Sweden,Engineering,Non-Digital,343620.72
943313,2022-10-08,2022-10-08,2023-10-08,2022-12-31,Norway,Residence,Non-Digital,74326.05
179525,2022-11-29,2022-11-29,2023-11-29,2022-12-31,Switzerland,Auto,Digital,16896.37
137328,2022-09-28,2022-09-28,2023-09-28,2022-12-31,Italy,Residence,Non-Digital,61275.15
122389,2022-01-17,2022-01-17,2023-01-17,2022-12-31,Italy,Transportation,Non-Digital,148645.06
191446,2022-10-20,2022-10-20,2023-10-20,2022-12-31,Switzerland,Residence,Non-Digital,43666.72
896280,2022-02-05,2022-02-05,2023-02-05,2022-12-31,Switzerland,Transportation,Digital,75211.42
438683,2022-11-27,2022-11-27,2023-11-27,2022-12-31,Norway,Liability,Non-Digital,125435.32
122858,2022-01-12,2022-01-12,2023-01-12,2022-12-31,Norway,Transportation,Non-Digital,95014.9
245255,2022-04-09,2022-04-09,2023-04-09,2022-12-31,Switzerland,Transportation,Digital,189793.55
701575,2022-02-03,2022-02-03,2023-02-03,2022-12-31,Italy,Engineering,Digital,210602.27
262188,2022-09-09,2022-09-09,2023-09-09,2022-12-31,Sweden,Auto,Non-Digital,12579.5
851393,2022-06-09,2022-06-09,2023-06-09,2022-12-31,Italy,Transportation,Non-Digital,143785.31
318425,2022-06-11,2022-06-11,2023-06-11,2022-12-31,Sweden,Auto,Digital,46499.26
848939,2022-08-21,2022-08-21,2023-08-21,2022-12-31,Netherlands,Liability,Non-Digital,294565.66
748509,2022-11-22,2022-11-22,2023-11-22,2022-12-31,Denmark,Auto,Digital,14362.21
587304,2022-09-14,2022-09-14,2023-09-14,2022-12-31,France,Transportation,Non-Digital,100169.17
310226,2022-06-01,2022-06-01,2023-06-01,2022-12-31,Sweden,Residence,Digital,16819.58
565295,2022-11-28,2022-11-28,2023-11-28,2022-12-31,Norway,Residence,Non-Digital,87760.98
417604,2022-02-22,2022-02-22,2023-02-22,2022-12-31,Norway,Residence,Digital,22581.19
665483,2022-04-21,2022-04-21,2023-04-21,2022-12-31,Denmark,Auto,Digital,47576.04
564164,2022-04-26,2022-04-26,2023-04-26,2022-12-31,Denmark,Liability,Non-Digital,209963.97
638126,2022-12-11,2022-12-11,2023-12-11,2022-12-31,Denmark,Transportation,Non-Digital,233585.52
435351,2022-12-14,2022-12-14,2023-12-14,2022-12-31,Portugal,Engineering,Digital,232497.4
652211,2022-01-25,2022-01-25,2023-01-25,2022-12-31,Denmark,Transportation,Digital,39881.07
488227,2022-07-31,2022-07-31,2023-07-31,2022-12-31,Switzerland,Residence,Non-Digital,27109.23
800363,2022-04-19,2022-04-19,2023-04-19,2022-12-31,Switzerland,Residence,Non-Digital,26602.36
301950,2022-02-27,2022-02-27,2023-02-27,2022-12-31,Norway,Auto,Digital,12025.22
391416,2022-02-28,2022-02-28,2023-02-28,2022-12-31,Netherlands,Liability,Non-Digital,171526.96
693512,2022-02-23,2022-02-23,2023-02-23,2022-12-31,Netherlands,Residence,Non-Digital,40264.88
146909,2022-08-05,2022-08-05,2023-08-05,2022-12-31,Germany,Engineering,Non-Digital,218128.6
566031,2022-07-08,2022-07-08,2023-07-08,2022-12-31,France,Liability,Non-Digital,255051.49
403801,2022-01-14,2022-01-14,2023-01-14,2022-12-31,Norway,Engineering,Non-Digital,221259.96
437261,2022-09-19,2022-09-19,2023-09-19,2022-12-31,Sweden,Liability,Non-Digital,112869.55
372874,2022-04-09,2022-04-09,2023-04-09,2022-12-31,Norway,Auto,Digital,40503.36
736335,2022-09-21,2022-09-21,2023-09-21,2022-12-31,Netherlands,Residence,Digital,24133.42
150288,2022-05-29,2022-05-29,2023-05-29,2022-12-31,France,Residence,Non-Digital,37056.5
621852,2022-07-28,2022-07-28,2023-07-28,2022-12-31,Netherlands,Residence,Non-Digital,2208.19
429258,2022-03-27,2022-03-27,2023-03-27,2022-12-31,Norway,Liability,Non-Digital,440941.77
872840,2022-09-16,2022-09-16,2023-09-16,2022-12-31,Italy,Liability,Non-Digital,178542.76
383405,2022-09-16,2022-09-16,2023-09-16,2022-12-31,Sweden,Residence,Digital,88761.35
188327,2022-05-02,2022-05-02,2023-05-02,2022-12-31,Denmark,Auto,Digital,7849.49
269209,2022-10-10,2022-10-10,2023-10-10,2022-12-31,France,Liability,Non-Digital,319764.04
546482,2022-12-23,2022-12-23,2023-12-23,2022-12-31,Portugal,Transportation,Non-Digital,119062.63
752795,2022-10-27,2022-10-27,2023-10-27,2022-12-31,Norway,Auto,Non-Digital,9307.78
371708,2022-11-03,2022-11-03,2023-11-03,2022-12-31,Germany,Residence,Non-Digital,74147.83
966889,2022-10-03,2022-10-03,2023-10-03,2022-12-31,Sweden,Engineering,Non-Digital,64816.59
519736,2022-07-03,2022-07-03,2023-07-03,2022-12-31,Norway,Transportation,Digital,176351.26
387325,2022-06-11,2022-06-11,2023-06-11,2022-12-31,Switzerland,Residence,Non-Digital,53659.83
532775,2022-03-26,2022-03-26,2023-03-26,2022-12-31,Switzerland,Residence,Digital,25581.07
412523,2022-12-22,2022-12-22,2023-12-22,2022-12-31,Germany,Liability,Digital,197155.34
132262,2022-11-29,2022-11-29,2023-11-29,2022-12-31,Netherlands,Residence,Non-Digital,23827.88
489052,2022-03-07,2022-03-07,2023-03-07,2022-12-31,Germany,Auto,Non-Digital,44284.78
281768,2022-01-20,2022-01-20,2023-01-20,2022-12-31,Netherlands,Transportation,Digital,225524.81
717742,2022-05-24,2022-05-24,2023-05-24,2022-12-31,Switzerland,Auto,Non-Digital,28101.39
239326,2022-06-12,2022-06-12,2023-06-12,2022-12-31,Italy,Residence,Non-Digital,40189.04
345536,2022-07-12,2022-07-12,2023-07-12,2022-12-31,Switzerland,Engineering,Non-Digital,110422.62
235050,2022-08-18,2022-08-18,2023-08-18,2022-12-31,Denmark,Residence,Non-Digital,52342.86
976650,2022-03-15,2022-03-15,2023-03-15,2022-12-31,Denmark,Residence,Non-Digital,14179.84
123753,2022-01-21,2022-01-21,2023-01-21,2022-12-31,Italy,Auto,Non-Digital,29638.36
600665,2022-06-14,2022-06-14,2023-06-14,2022-12-31,France,Liability,Non-Digital,390636.43
