Claim_ID,Policy_ID,Occurrence_Date,Claim_Status,Claim_Amount,Payment_Date,Expense_Amount
C2023-0054,518910,2023-05-02,Settled,34623.69,2023-06-04,3801.34
C2023-0055,888143,2023-12-19,Settled,82733.9,2024-02-25,4427.14
C2023-0056,326999,2023-09-13,Pending,218266.8,,22061.68
C2023-0057,663938,2023-09-09,Pending,158742.98,,23638.84
C2023-0058,210260,2023-07-07,Settled,13018.22,2023-11-30,1500.78
C2023-0059,741248,2023-08-13,Settled,214359.4,2023-12-19,26291.85
C2023-0060,623541,2024-05-17,Settled,216271.66,2025-05-17,7422.23
C2023-0061,141896,2023-05-30,Settled,420669.75,2023-07-29,13723.19
C2023-0062,157027,2023-05-28,Pending,12320.39,,3742.05
C2023-0063,249270,2023-06-14,Pending,16041.25,,3380.94
C2023-0064,721344,2024-03-19,Pending,67042.38,,5618.92
C2023-0065,440364,2023-06-04,Settled,85614.45,2024-06-03,1732.17
C2023-0066,665022,2023-12-27,Settled,155848.04,2024-03-05,1751.73
C2023-0067,339517,2023-10-04,Settled,14831.07,2024-10-03,1878.56
C2023-0068,531674,2023-10-03,Settled,184065.58,2023-12-30,17038.29
C2023-0069,725194,2023-06-08,Pending,1123106.84,,15733.46
C2023-0070,462169,2024-03-19,Pending,31306.4,,2577.36
C2023-0071,212202,2024-10-04,Pending,93240.0,,4792.87
C2023-0072,399830,2024-06-26,Pending,697066.4,,20030.16
C2023-0073,264995,2024-03-16,Settled,150327.18,2024-08-03,1443.52
C2023-0074,947222,2023-05-27,Settled,17368.71,2023-08-13,1783.67
C2023-0075,396973,2024-03-03,Settled,96429.4,2024-08-27,6428.43
C2023-0076,735834,2024-04-19,Settled,22131.64,2025-04-19,3267.15
C2023-0077,801539,2023-07-17,Pending,467323.42,,20636.2
C2023-0078,806307,2023-12-27,Pending,182554.29,,10094.68
C2023-0079,796898,2023-10-24,Pending,134693.62,,5896.73
C2023-0080,642872,2024-06-05,Pending,493997.94,,26020.27
C2023-0081,849573,2023-02-23,Pending,146118.41,,5224.49
C2023-0082,665031,2023-06-24,Settled,489660.72,2023-12-12,28780.34
C2023-0083,356528,2023-07-20,Settled,27317.43,2023-10-29,1956.79
C2023-0084,851625,2024-06-21,Settled,35048.7,2024-11-30,2091.63
C2023-0085,391574,2024-07-08,Settled,30155.17,2024-12-15,3237.69
C2023-0086,685458,2024-01-19,Pending,115488.97,,10513.58
C2023-0087,241608,2023-10-19,Pending,26942.67,,1417.24
C2023-0088,287655,2024-04-12,Pending,98704.68,,4661.81
C2023-0089,339068,2023-11-25,Pending,30617.22,,990.57
C2023-0090,720701,2024-08-11,Settled,57888.03,2025-01-06,2355.34
C2023-0091,956182,2023-08-07,Pending,27581.28,,1623.09
C2023-0092,775419,2024-01-26,Pending,127337.42,,12618.97
C2023-0093,466450,2024-01-11,Pending,392656.26,,30401.88
C2023-0094,491504,2024-03-15,Pending,21891.2,,3352.67
C2023-0095,475522,2024-05-07,Settled,69335.82,2025-05-07,7507.26
C2023-0096,696202,2024-09-08,Settled,312535.23,2025-02-18,34756.25
C2023-0097,803903,2023-11-13,Pending,33559.25,,1516.98
C2023-0098,447323,2023-05-21,Pending,14469.33,,1243.71
C2023-0099,858263,2023-09-21,Pending,17990.26,,1701.16
C2023-0100,258448,2024-03-12,Pending,1386935.05,,31901.54
C2023-0101,612196,2024-01-09,Pending,20774.92,,3530.74
C2023-0102,258881,2023-11-15,Settled,55100.93,2024-11-14,3708.19
C2023-0103,215927,2023-11-16,Pending,204650.43,,21718.27
C2023-0104,861712,2023-11-13,Pending,24858.65,,2816.36
C2023-0105,938925,2023-09-03,Pending,727963.89,,39875.41
C2023-0106,802376,2024-01-19,Settled,20863.38,2025-01-18,2864.82
C2023-0107,737852,2023-11-12,Pending,19605.61,,1436.0
C2023-0108,536553,2024-09-14,Pending,24160.84,,2218.59
C2023-0109,476633,2023-12-30,Pending,1145969.12,,22818.07
C2023-0110,724903,2023-11-12,Settled,1417708.08,2024-11-11,31386.71
C2023-0111,912627,2023-08-23,Settled,128695.45,2023-09-29,3691.01
C2023-0112,203710,2024-04-18,Pending,111712.42,,6178.62
C2023-0113,768875,2024-07-14,Pending,22298.71,,2150.62
C2023-0114,193398,2023-02-08,Pending,17846.1,,2167.7
C2023-0115,708330,2024-04-06,Settled,23915.58,2024-07-09,3665.41
C2023-0116,852216,2023-11-20,Settled,133530.53,2024-04-09,2876.65
C2023-0117,984011,2023-12-23,Pending,189647.21,,14121.92
C2023-0118,321026,2023-09-18,Settled,29519.3,2024-09-17,2236.96
C2023-0119,763371,2024-01-21,Pending,153439.76,,27036.5
C2023-0120,613849,2023-08-07,Pending,29087.03,,2437.65
C2023-0121,910973,2023-07-31,Pending,1456357.54,,28065.79
C2023-0122,549958,2024-09-16,Settled,62692.43,2025-02-20,7706.8
C2023-0123,251028,2024-02-13,Settled,20737.07,2024-04-04,5483.16
C2023-0124,767227,2024-04-15,Pending,20950.49,,2114.7
C2023-0125,744008,2024-06-22,Pending,12360.26,,697.52
C2023-0126,502048,2023-03-22,Pending,68045.77,,5363.51
C2023-0127,240628,2023-12-14,Pending,145438.77,,22847.17
C2023-0128,704357,2023-11-11,Settled,19580.27,2024-03-23,6196.39
C2023-0129,152352,2024-05-09,Pending,28671.48,,6947.77
C2023-0130,263733,2024-04-01,Settled,174482.77,2024-05-12,8775.5
C2023-0131,804654,2023-10-17,Pending,599491.37,,26864.03
C2023-0132,509103,2024-03-17,Pending,28768.47,,3581.69
C2023-0133,324560,2024-07-02,Pending,158169.03,,4624.35
C2023-0134,414707,2024-01-05,Pending,317915.85,,13116.17
C2023-0135,372059,2023-11-27,Pending,117526.04,,6349.94
C2023-0136,947447,2024-04-18,Settled,31436.66,2024-09-28,1009.3
C2023-0137,766948,2023-09-22,Pending,699562.68,,21412.14
C2023-0138,379448,2023-06-30,Pending,79191.07,,2861.91
C2023-0139,819497,2024-03-11,Pending,153251.61,,6873.3
C2023-0140,961114,2024-07-27,Pending,24784.8,,1684.98
C2023-0141,521312,2024-05-14,Settled,20674.56,2024-07-08,1840.36
C2023-0142,875216,2024-09-07,Settled,49081.88,2025-01-04,4654.47
C2023-0143,742757,2023-07-10,Pending,455037.92,,35747.08
C2023-0144,883106,2024-08-21,Pending,147827.24,,4715.82
C2023-0145,926847,2024-04-11,Pending,143139.8,,12856.27
C2023-0146,427073,2023-07-05,Settled,46606.36,2023-09-20,4840.8
C2023-0147,278661,2023-06-30,Settled,727948.22,2023-08-19,27166.71
C2023-0148,974821,2023-12-06,Settled,18892.77,2024-03-25,844.28
C2023-0149,504447,2024-03-25,Settled,198697.73,2025-03-25,7978.56
C2023-0150,286641,2024-03-25,Pending,25229.57,,1148.83
C2023-0151,545717,2023-08-09,Pending,36799.37,,5791.66
C2023-0152,947140,2023-11-03,Pending,230182.76,,7087.91
C2023-0153,500820,2024-08-27,Settled,101177.55,2024-12-11,5474.07
C2023-0154,551961,2023-06-02,Pending,85759.73,,5103.1
C2023-0155,962741,2024-11-25,Settled,32143.25,2025-04-16,1064.45
C2023-0156,210593,2023-07-29,Pending,13474.93,,7380.33
C2023-0157,199198,2024-01-05,Pending,29584.3,,2560.07
C2023-0158,883738,2024-05-28,Settled,84833.71,2024-10-10,3014.99
C2023-0159,577290,2024-04-25,Pending,26361.01,,1228.78
C2023-0160,872663,2024-02-26,Pending,181332.41,,9764.25
C2023-0161,419645,2024-01-11,Pending,15399.16,,3050.07
C2023-0162,278890,2024-03-26,Settled,93809.16,2024-05-02,6366.79
C2023-0163,705515,2024-02-05,Settled,128827.4,2024-03-09,10954.13
C2023-0164,118456,2024-07-16,Pending,176394.6,,9986.97
C2023-0165,495231,2024-06-13,Settled,149474.99,2024-10-11,14112.4
C2023-0166,341483,2023-12-23,Pending,88017.27,,18365.88
C2023-0167,569391,2024-06-23,Settled,837464.15,2024-10-22,45487.04
C2023-0168,830986,2023-04-27,Pending,98442.01,,5024.16
C2023-0169,393639,2023-08-23,Pending,347874.69,,32615.15
C2023-0170,991105,2023-07-14,Settled,19846.74,2023-12-02,3514.72
C2023-0171,796274,2024-07-07,Pending,95458.95,,26238.64
C2023-0172,552479,2023-11-04,Pending,63262.11,,2611.96
C2023-0173,469768,2023-05-18,Settled,1019791.5,2023-10-18,15051.42
C2023-0174,633547,2023-04-22,Pending,641381.41,,34981.03
C2023-0175,104437,2023-09-27,Pending,153111.17,,6502.92
C2023-0176,491308,2024-01-16,Settled,142416.73,2024-04-09,5061.64
C2023-0177,101252,2023-09-29,Pending,39039.88,,2848.45
C2023-0178,705608,2023-08-24,Settled,107993.93,2024-02-17,18555.22
C2023-0179,248453,2024-03-07,Pending,823376.53,,27791.33
C2023-0180,273139,2023-11-05,Pending,517860.09,,18932.57
C2023-0181,898299,2023-04-06,Settled,266049.98,2024-04-05,11740.07
C2023-0182,258999,2024-02-10,Pending,156932.32,,1399.7
C2023-0183,757285,2024-06-24,Pending,63132.51,,10396.75
C2023-0184,351372,2023-05-18,Pending,35388.22,,1162.31
C2023-0185,188744,2024-06-03,Settled,330853.01,2024-07-25,32961.19
C2023-0186,212650,2023-08-10,Pending,266484.15,,26527.17
C2023-0187,725896,2024-04-28,Pending,40817.4,,1216.32
C2023-0188,867496,2023-10-12,Pending,45649.53,,1960.43
C2023-0189,100763,2023-06-07,Pending,159660.75,,16072.78
C2023-0190,716670,2024-07-03,Settled,130709.14,2024-11-03,5814.57
C2023-0191,835375,2024-04-28,Pending,71163.69,,1308.37
C2023-0192,976095,2023-08-20,Pending,33275.4,,2432.39
C2023-0193,566350,2023-08-21,Pending,24790.13,,5003.1
C2023-0194,940103,2024-07-11,Settled,18513.74,2024-08-12,3007.41
C2023-0195,867663,2024-11-17,Settled,461638.25,2025-03-28,23590.67
C2023-0196,542207,2023-07-28,Settled,121945.92,2023-09-30,7458.86
C2023-0197,530337,2024-02-05,Settled,111356.51,2025-02-04,13311.97
C2023-0198,183213,2023-10-16,Pending,22983.22,,1467.39
C2023-0199,357488,2024-04-11,Pending,181036.66,,17175.43
C2023-0200,379541,2024-04-04,Pending,284382.89,,31340.12
C2023-0201,725230,2024-01-06,Pending,26926.66,,3073.12
C2023-0202,385199,2023-10-30,Pending,824876.07,,11192.16
C2023-0203,422739,2023-09-16,Pending,92763.53,,3679.98
C2023-0204,606923,2024-02-15,Pending,153466.71,,2239.25
C2023-0205,637410,2024-01-18,Pending,86400.71,,6322.49
C2023-0206,343045,2024-05-09,Pending,77295.7,,5235.12
C2023-0207,272882,2024-01-28,Settled,777983.69,2024-07-25,8046.16
C2023-0208,828022,2024-03-28,Pending,222405.06,,18894.51
C2023-0209,830877,2023-11-27,Pending,154341.62,,2164.38
C2023-0210,879058,2023-08-11,Pending,33668.64,,3562.24
C2023-0211,865967,2024-06-05,Pending,739040.58,,34829.22
C2023-0212,429228,2024-05-13,Pending,64258.8,,22664.44
C2023-0213,328710,2024-02-05,Settled,313348.16,2024-04-27,32762.86
C2023-0214,228939,2024-10-18,Pending,40423.52,,2536.83
C2023-0215,696291,2023-09-19,Pending,34870.81,,3548.56
C2023-0216,874786,2024-02-25,Settled,304175.0,2025-02-24,29834.12
C2023-0217,878674,2023-10-20,Pending,71356.54,,1392.42
C2023-0218,754686,2023-12-14,Settled,217509.71,2024-04-07,18087.08
C2023-0219,961966,2024-04-19,Pending,81507.82,,3959.14
C2023-0220,294472,2024-02-18,Settled,91569.77,2024-08-05,7461.19
C2023-0221,496966,2024-08-14,Pending,37072.19,,2337.63
C2023-0222,803375,2024-02-09,Pending,138590.61,,21658.65
C2023-0223,799385,2024-02-23,Pending,28870.16,,3195.46
C2023-0224,452758,2024-04-18,Pending,142175.32,,1797.19
C2023-0225,183913,2024-05-22,Pending,169317.41,,9330.16
C2023-0226,740851,2023-08-04,Pending,702438.17,,35391.55
C2023-0227,755631,2024-06-29,Pending,431755.86,,33811.87
C2023-0228,202228,2024-03-01,Settled,151087.07,2024-07-16,2545.03
C2023-0229,781437,2024-04-27,Pending,34482.74,,657.88
C2023-0230,618311,2024-07-09,Pending,75872.5,,6344.32
C2023-0231,474802,2024-05-15,Settled,93830.66,2025-05-15,2633.41
C2023-0232,242298,2023-08-27,Settled,91217.72,2024-02-04,5526.76
C2023-0233,501719,2023-06-15,Pending,119354.49,,2471.34
C2023-0234,382573,2024-01-05,Pending,176631.12,,9204.09
C2023-0235,357640,2024-03-02,Settled,24461.67,2025-03-02,1764.8
C2023-0236,923528,2024-05-10,Pending,32313.08,,2735.43
C2023-0237,451049,2023-08-14,Pending,20911.45,,2289.81
C2023-0238,933525,2023-04-02,Pending,257390.04,,17744.69
C2023-0239,689036,2023-09-11,Settled,124053.21,2024-01-26,2946.5
C2023-0240,272434,2024-04-19,Pending,32386.22,,7051.73
C2023-0241,188425,2023-05-10,Pending,188061.9,,18073.64
C2023-0242,527535,2023-05-18,Settled,25848.91,2023-10-09,2351.43
C2023-0243,247082,2024-02-05,Pending,49941.98,,7923.3
C2023-0244,288323,2023-11-21,Settled,32540.87,2023-12-24,1077.22
C2023-0245,817669,2024-09-17,Pending,693683.78,,8191.75
C2023-0246,242829,2023-06-26,Settled,26313.72,2023-12-22,1178.52
C2023-0247,773796,2024-04-17,Pending,870255.04,,49509.9
C2023-0248,566807,2024-02-02,Settled,1136931.23,2024-03-06,25921.01
C2023-0249,187012,2024-02-25,Pending,42110.03,,2391.11
C2023-0250,537396,2023-11-25,Pending,20298.51,,2186.48
C2023-0251,867448,2024-05-16,Pending,14877.35,,1619.98
C2023-0252,973487,2024-11-15,Pending,25780.68,,2512.81
C2023-0253,894913,2024-01-31,Pending,19975.57,,1151.25
C2023-0254,476466,2023-12-02,Pending,720629.29,,17714.05
C2023-0255,246770,2023-11-11,Settled,33829.65,2024-05-04,3477.24
C2023-0256,335072,2023-12-25,Pending,521725.84,,22220.97
C2023-0257,361093,2024-09-30,Pending,26133.35,,2521.6
C2023-0258,229258,2023-05-29,Settled,12053.73,2023-10-16,975.89
C2023-0259,172399,2023-09-17,Pending,26985.22,,3989.56
C2023-0260,567658,2023-10-20,Pending,30836.11,,1435.88
C2023-0261,203289,2023-12-11,Pending,24674.15,,3391.2
C2023-0262,766611,2024-06-05,Settled,15310.62,2024-08-31,1025.97
C2023-0263,188257,2023-06-22,Pending,173647.97,,8791.03
C2023-0264,454174,2023-05-04,Pending,15892.32,,1942.26
C2023-0265,493897,2024-09-23,Settled,17406.13,2025-01-28,760.58
C2023-0266,594376,2023-12-31,Settled,37452.93,2024-03-27,3483.63
C2023-0267,298924,2024-03-16,Settled,101068.84,2025-03-16,2114.87
C2023-0268,920216,2023-12-19,Pending,26278.69,,1390.18
C2023-0269,911605,2023-10-02,Pending,15724.85,,3206.75
C2023-0270,200532,2024-01-12,Settled,46416.56,2024-06-27,4964.04
C2023-0271,344823,2023-08-21,Settled,14047.05,2024-08-20,1446.01
C2023-0272,734429,2024-05-22,Pending,88403.33,,6008.02
C2023-0273,701774,2023-09-12,Pending,1162524.65,,14917.4
C2023-0274,555720,2023-09-22,Pending,36050.1,,1244.73
C2023-0275,663386,2023-12-07,Pending,25435.41,,4938.2
C2023-0276,494757,2024-02-23,Pending,910624.74,,40044.52
C2023-0277,919249,2023-12-12,Settled,37292.6,2024-04-26,2135.8
C2023-0278,872506,2023-11-13,Pending,21641.67,,2339.95
C2023-0279,154107,2023-11-25,Pending,137427.67,,1554.07
C2023-0280,997361,2023-05-09,Pending,144186.02,,10926.54
C2023-0281,421496,2024-01-26,Pending,38397.18,,1595.76
C2023-0282,832786,2023-09-06,Pending,25087.73,,1684.86
C2023-0283,243865,2023-12-23,Settled,846791.52,2024-12-22,23244.16
C2023-0284,375287,2024-01-05,Settled,531247.59,2024-03-05,28941.97
C2023-0285,713415,2023-06-07,Pending,165664.5,,8741.77
C2023-0286,910936,2024-03-24,Pending,459695.48,,22604.24
C2023-0287,471655,2024-02-05,Pending,469843.77,,14575.16
C2023-0288,214043,2023-11-18,Pending,328803.55,,26198.9
C2023-0289,429124,2023-11-18,Pending,26115.73,,1675.62
C2023-0290,121139,2024-09-01,Pending,170327.57,,9060.36
C2023-0291,247192,2024-10-09,Settled,36179.94,2025-03-07,2623.62
C2023-0292,887414,2024-03-03,Settled,178293.68,2024-08-26,9109.4
C2023-0293,665653,2024-02-15,Pending,285059.2,,34612.46
C2023-0294,699473,2023-08-14,Settled,1429713.16,2024-08-13,31729.79
C2023-0295,805839,2023-12-15,Pending,113516.43,,2670.9
C2023-0296,981650,2023-10-18,Settled,119797.71,2024-01-26,6800.15
C2023-0297,838872,2023-07-17,Settled,87271.38,2023-09-24,4688.18
C2023-0298,403467,2024-04-09,Pending,49591.08,,2800.21
C2023-0299,215808,2024-03-18,Settled,41112.34,2024-07-21,4162.87
C2023-0300,207985,2023-09-17,Pending,16973.45,,781.03
C2023-0301,815369,2023-05-21,Pending,64918.16,,7898.69
C2023-0302,779899,2024-07-12,Pending,34667.68,,1524.71
C2023-0303,582376,2023-11-09,Pending,485736.09,,12029.59
C2023-0304,778167,2024-03-12,Settled,81354.34,2024-06-10,1730.45
C2023-0305,729008,2023-12-20,Settled,38771.44,2024-02-04,2676.24
C2023-0306,760116,2024-03-31,Settled,504841.12,2024-07-18,12002.53
C2023-0307,122454,2024-01-20,Pending,698469.19,,27600.89
C2023-0308,264349,2024-12-19,Pending,41670.75,,4749.85
C2023-0309,962235,2024-08-03,Pending,194326.79,,7566.83
C2023-0310,723387,2024-02-21,Pending,90305.31,,6684.53
C2023-0311,281275,2024-05-14,Pending,30189.72,,6480.59
C2023-0312,425174,2024-01-02,Settled,1100457.29,2024-02-18,15725.33
C2023-0313,357103,2024-02-03,Pending,21435.61,,3548.79
C2023-0314,812223,2024-04-06,Pending,157001.76,,6262.06
C2023-0315,216751,2024-04-29,Settled,184312.62,2024-06-29,8651.45
C2023-0316,723887,2023-08-08,Pending,25040.7,,1159.63
C2023-0317,430250,2023-10-26,Settled,12106.33,2023-11-26,1814.88
C2023-0318,433926,2024-03-05,Pending,206288.28,,16072.97
C2023-0319,941634,2024-04-03,Settled,51738.47,2024-08-12,5791.91
C2023-0320,832050,2023-11-15,Pending,51820.38,,2342.02
C2023-0321,681297,2023-09-22,Pending,108138.87,,10936.34
C2023-0322,835725,2023-08-07,Settled,113081.83,2023-09-17,7928.09
C2023-0323,195025,2023-11-13,Pending,1047867.94,,11906.82
C2023-0324,521990,2023-03-16,Settled,187708.62,2023-06-11,22558.11
C2023-0325,388892,2023-11-04,Settled,12126.29,2024-01-19,851.67
C2023-0326,553572,2023-11-11,Pending,670486.11,,22222.41
C2023-0327,524115,2024-09-18,Pending,141029.86,,3004.17
C2023-0328,780051,2024-04-16,Settled,22642.64,2024-09-28,3436.94
C2023-0329,794734,2024-05-19,Pending,70694.41,,1575.63
C2023-0330,371396,2024-07-11,Pending,579701.23,,30632.43
C2023-0331,985554,2023-09-24,Settled,266011.96,2023-10-29,21054.0
C2023-0332,201126,2023-12-01,Settled,12083.8,2024-01-29,3679.76
C2023-0333,681417,2024-03-22,Settled,142588.14,2024-05-02,21542.93
C2023-0334,595090,2023-12-11,Settled,16297.02,2024-05-11,2876.23
C2023-0335,572864,2023-12-31,Pending,14487.18,,1785.26
C2023-0336,672772,2023-08-02,Pending,25456.38,,2950.56
C2023-0337,523278,2024-04-15,Pending,19496.8,,3243.57
C2023-0338,270632,2023-05-11,Settled,126875.38,2023-09-06,7325.45
C2023-0339,181771,2023-11-15,Pending,18245.95,,7436.15
C2023-0340,916090,2024-09-25,Pending,257732.27,,34383.16
C2023-0341,216691,2024-02-10,Pending,30524.13,,3414.69
C2023-0342,207362,2023-06-18,Settled,205348.21,2023-07-21,18762.93
C2023-0343,708660,2024-10-18,Settled,352051.22,2025-01-09,7993.77
C2023-0344,840968,2024-04-05,Settled,129801.55,2025-04-05,1291.38
C2023-0345,386034,2024-01-27,Pending,72110.51,,16689.41
C2023-0346,171905,2024-02-11,Settled,22280.31,2024-04-24,3387.75
C2023-0347,862029,2023-07-09,Settled,36419.36,2023-08-16,1535.39
C2023-0348,659199,2023-05-27,Pending,914710.27,,15734.97
C2023-0349,852274,2023-07-26,Settled,19432.6,2023-10-19,695.82
C2023-0350,387849,2024-03-02,Pending,32567.62,,5088.24
C2023-0351,662677,2024-04-12,Pending,16047.36,,2963.26
C2023-0352,306552,2024-05-12,Settled,622419.76,2024-07-13,22730.38
C2023-0353,637350,2023-10-05,Settled,14769.99,2024-02-01,1230.91
C2023-0354,122527,2023-08-15,Settled,24961.52,2024-01-01,3817.8
C2023-0355,559503,2024-12-08,Pending,713784.89,,17313.48
C2023-0356,476971,2023-09-11,Settled,38791.77,2024-02-08,2799.45
C2023-0357,799968,2024-05-13,Pending,74491.15,,5433.62
C2023-0358,595950,2024-02-20,Settled,172555.16,2024-07-09,8447.01
C2023-0359,722009,2024-08-12,Pending,129527.35,,1777.38
C2023-0360,272226,2024-03-08,Pending,99962.46,,24120.88
C2023-0361,159185,2024-04-14,Pending,158047.29,,2337.4
C2023-0362,964511,2023-07-18,Settled,30592.33,2023-08-30,1387.61
C2023-0363,681558,2023-10-28,Pending,25696.51,,3762.53
C2023-0364,332782,2023-12-07,Pending,495210.95,,34393.32
C2023-0365,777587,2024-03-06,Pending,1119955.26,,18576.17
C2023-0366,315380,2024-06-04,Settled,15793.18,2024-10-23,7114.72
C2023-0367,752548,2024-03-23,Settled,241382.6,2025-03-23,38557.44
C2023-0368,320222,2023-10-03,Pending,153259.92,,3506.71
C2023-0369,859282,2024-06-10,Pending,288079.96,,27718.26
C2023-0370,722149,2024-09-23,Pending,463438.34,,23315.1
C2023-0371,760951,2023-09-03,Pending,245308.05,,14444.72
C2023-0372,414191,2024-03-10,Pending,26980.49,,2823.1
C2023-0373,124963,2023-11-21,Pending,36830.85,,1091.11
C2023-0374,246963,2024-04-13,Pending,161352.89,,8819.76
C2023-0375,769531,2024-11-18,Pending,80411.12,,16130.54
C2023-0376,534011,2024-02-24,Pending,173425.86,,9626.27
C2023-0377,519684,2024-05-20,Pending,863044.03,,9783.66
C2023-0378,734966,2024-02-01,Pending,42969.0,,4407.26
C2023-0379,273202,2024-08-31,Settled,100612.91,2025-02-25,2119.9
C2023-0380,691965,2023-07-07,Pending,165856.49,,23375.11
C2023-0381,160508,2024-01-04,Pending,106469.14,,2322.67
C2023-0382,453578,2024-01-20,Pending,98725.37,,2587.85
C2023-0383,223587,2024-05-26,Pending,397825.69,,15087.97
C2023-0384,544866,2023-06-13,Pending,16991.67,,2899.6
C2023-0385,679686,2024-05-31,Pending,13581.53,,1639.04
C2023-0386,629690,2024-08-03,Settled,71487.58,2024-11-24,6623.04
C2023-0387,442443,2023-08-30,Settled,23640.16,2024-01-01,2592.8
C2023-0388,293619,2024-01-12,Pending,46837.05,,4919.34
C2023-0389,495946,2024-05-05,Pending,12597.61,,7147.6
C2023-0390,216017,2023-10-13,Pending,829835.22,,22050.39
C2023-0391,537941,2024-05-24,Pending,66444.05,,7852.58
C2023-0392,436249,2023-09-23,Settled,16389.28,2023-11-24,3788.5
C2023-0393,709863,2023-03-17,Settled,405224.25,2023-05-08,17327.11
C2023-0394,214943,2024-03-15,Settled,759823.78,2024-07-13,34123.01
C2023-0395,652804,2023-10-04,Pending,92129.21,,1878.0
C2023-0396,561430,2023-10-22,Settled,121661.53,2024-10-21,2962.81
C2023-0397,644752,2023-10-06,Pending,196806.79,,23075.42
C2023-0398,264488,2024-02-14,Pending,44969.45,,4101.36
C2023-0399,422659,2024-05-10,Pending,25361.97,,958.65
C2023-0400,835463,2023-05-06,Pending,296472.57,,29685.29
C2023-0401,118748,2023-09-13,Pending,235557.68,,18785.43
C2023-0402,615975,2023-07-16,Settled,19398.67,2023-10-01,2965.71
C2023-0403,871875,2024-08-05,Settled,708492.62,2024-11-27,18961.49
C2023-0404,745362,2023-12-23,Settled,29223.76,2024-06-10,7067.21
C2023-0405,785727,2023-11-20,Pending,80175.69,,16355.92
C2023-0406,243809,2023-08-27,Settled,15277.87,2024-02-08,2198.28
