Claim_ID,Policy_ID,Occurrence_Date,Claim_Status,Claim_Amount,Payment_Date,Expense_Amount
C2021-0163,379386,2022-04-08,Settled,178982.46,2022-05-12,12548.51
C2021-0164,161969,2021-11-27,Settled,760056.94,2022-01-09,23964.99
C2021-0165,701947,2022-09-07,Pending,805126.98,,42408.31
C2021-0166,147931,2022-09-29,Settled,584980.51,2023-01-20,13341.0
C2021-0167,513992,2021-10-20,Pending,19658.24,,2598.78
C2021-0168,333907,2021-12-18,Pending,34286.94,,3287.98
C2021-0169,891656,2022-04-23,Settled,180412.19,2022-10-02,7275.06
C2021-0170,888866,2021-08-22,Settled,34972.83,2022-01-09,3770.27
C2021-0171,875471,2021-10-06,Settled,106599.34,2022-01-03,5911.06
C2021-0172,944810,2021-12-26,Settled,80439.93,2022-06-22,22257.57
C2021-0173,688004,2021-08-12,Pending,27014.37,,2913.81
C2021-0174,732918,2022-02-27,Pending,14407.28,,2431.01
C2021-0175,901436,2021-12-11,Settled,200896.12,2022-04-15,16888.53
C2021-0176,484021,2021-12-07,Settled,179792.34,2022-03-28,23221.52
C2021-0177,260692,2021-06-26,Settled,33514.85,2021-08-13,2131.01
C2021-0178,413664,2021-09-12,Settled,24759.08,2022-09-12,6449.29
C2021-0179,888771,2022-03-02,Pending,172363.3,,8190.19
C2021-0180,146744,2021-12-18,Settled,19263.01,2022-03-13,3424.69
C2021-0181,330605,2022-03-11,Pending,27530.42,,5803.25
C2021-0182,708520,2022-01-15,Settled,32644.29,2022-07-13,1912.59
C2021-0183,650458,2022-02-17,Settled,849122.53,2022-04-08,43315.65
C2021-0184,886605,2022-06-30,Settled,804071.43,2022-11-15,11678.71
C2021-0185,621351,2021-07-03,Pending,141323.32,,2524.05
C2021-0186,229799,2022-03-18,Settled,16572.95,2023-03-18,2129.45
C2021-0187,224357,2022-04-08,Settled,36331.8,2022-09-12,3163.7
C2021-0188,965315,2021-10-23,Settled,147098.84,2022-10-23,20831.44
C2021-0189,200976,2022-07-23,Pending,104249.14,,6738.17
C2021-0190,645783,2022-06-01,Pending,117199.87,,6617.66
C2021-0191,937542,2022-01-01,Settled,121166.73,2022-05-21,12074.71
C2021-0192,554009,2022-05-16,Pending,15815.76,,3548.8
C2021-0193,294652,2022-08-29,Settled,638637.45,2023-02-01,16154.79
C2021-0194,224863,2022-03-07,Pending,1309690.85,,34898.31
C2021-0195,171539,2021-04-26,Settled,20194.8,2021-05-29,3267.71
C2021-0196,376077,2021-09-25,Settled,31429.53,2021-12-03,1854.12
C2021-0197,565785,2022-10-09,Pending,23053.86,,6192.67
C2021-0198,519373,2022-03-05,Settled,68158.9,2022-08-13,23626.79
C2021-0199,774864,2021-07-22,Pending,27075.07,,867.02
C2021-0200,591636,2022-01-17,Pending,103605.77,,2032.75
C2021-0201,469548,2022-06-03,Settled,691420.81,2022-09-27,16857.09
C2021-0202,398609,2022-11-08,Pending,120610.52,,7774.08
C2021-0203,149397,2022-04-29,Pending,31689.29,,1471.44
C2021-0204,823597,2021-03-11,Pending,15705.3,,1610.66
C2021-0205,784154,2022-06-19,Settled,286036.3,2022-09-25,34091.13
C2021-0206,708340,2021-08-18,Pending,23739.98,,1770.9
C2021-0207,776344,2022-02-08,Settled,18902.15,2022-05-15,1776.59
C2021-0208,191361,2022-02-23,Settled,137047.55,2022-04-13,15818.31
C2021-0209,911879,2021-11-09,Settled,673310.98,2022-01-23,37072.3
C2021-0210,623819,2021-09-28,Settled,27544.16,2021-11-10,3457.21
C2021-0211,327496,2021-09-02,Settled,39383.05,2022-09-02,3303.87
C2021-0212,574643,2022-06-16,Pending,15121.13,,864.25
C2021-0213,958731,2022-01-21,Pending,450167.21,,20555.41
C2021-0214,405498,2022-01-14,Pending,320667.7,,17242.88
C2021-0215,226171,2022-09-28,Pending,89537.89,,5836.18
C2021-0216,763498,2022-07-11,Settled,140170.55,2022-10-29,4427.27
C2021-0217,101816,2022-01-19,Settled,36505.1,2022-07-11,1321.0
C2021-0218,370103,2022-01-14,Settled,84245.45,2023-01-14,14677.96
C2021-0219,888263,2022-06-12,Settled,836441.2,2022-11-18,25233.09
C2021-0220,783837,2021-12-24,Settled,248195.61,2022-12-24,7131.45
C2021-0221,513772,2021-11-26,Pending,36312.33,,1357.48
C2021-0222,355528,2022-02-14,Pending,135985.52,,10650.6
C2021-0223,969377,2022-02-21,Pending,49813.43,,3173.67
C2021-0224,966017,2022-05-10,Settled,55507.26,2022-06-23,3482.69
C2021-0225,175788,2022-02-01,Settled,19079.27,2022-03-14,2342.56
C2021-0226,840412,2021-11-28,Pending,36269.16,,3432.89
C2021-0227,748955,2021-10-20,Pending,173039.14,,9914.31
C2021-0228,262621,2022-05-17,Settled,131505.05,2022-09-05,2148.24
C2021-0229,132195,2021-06-02,Settled,288596.2,2021-10-09,29951.27
C2021-0230,104835,2021-06-20,Pending,673309.55,,7209.01
C2021-0231,927896,2022-08-04,Pending,17322.01,,2727.09
C2021-0232,723396,2022-01-06,Pending,366245.92,,13130.69
C2021-0233,537070,2022-08-12,Settled,713740.8,2022-10-29,39746.06
C2021-0234,888323,2022-03-04,Pending,695460.56,,12583.99
C2021-0235,823981,2021-11-01,Pending,28057.11,,1651.12
C2021-0236,725265,2021-10-25,Settled,23236.67,2021-12-11,3334.05
C2021-0237,299581,2022-02-13,Settled,155316.38,2023-02-13,4801.86
C2021-0238,395257,2022-01-30,Settled,127485.57,2023-01-30,17176.45
C2021-0239,989714,2022-03-29,Settled,543142.86,2022-08-11,28940.56
C2021-0240,159110,2022-02-01,Pending,139138.22,,5569.33
C2021-0241,446297,2021-12-26,Pending,190548.72,,8260.15
C2021-0242,738854,2022-02-27,Pending,294711.31,,9901.97
C2021-0243,465285,2021-12-18,Settled,951313.69,2022-03-28,13618.29
C2021-0244,104651,2021-09-30,Pending,22456.25,,2966.24
C2021-0245,514151,2021-11-08,Pending,23978.47,,3107.52
C2021-0246,934386,2022-01-14,Pending,56260.5,,4569.92
C2021-0247,213232,2021-10-26,Pending,16822.55,,1249.52
C2021-0248,385679,2022-01-01,Settled,276053.68,2022-05-10,16521.55
C2021-0249,466862,2022-07-08,Settled,32171.65,2022-09-03,2817.79
C2021-0250,225304,2021-12-02,Pending,193343.44,,12925.73
C2021-0251,515997,2022-02-22,Settled,30522.44,2022-08-03,1211.1
C2021-0252,461890,2021-08-16,Pending,261834.12,,13570.16
C2021-0253,795740,2021-04-26,Pending,28230.08,,2148.68
C2021-0254,535721,2022-03-23,Pending,1008397.03,,18202.45
C2021-0255,271862,2021-12-01,Pending,24365.39,,3872.91
C2021-0256,653072,2022-02-03,Settled,13034.39,2022-06-01,3520.57
C2021-0257,219242,2022-01-27,Pending,158591.19,,20216.33
C2021-0258,580687,2022-03-02,Pending,191155.75,,25599.75
C2021-0259,644856,2021-10-03,Pending,1416836.1,,32019.22
C2021-0260,630800,2022-06-13,Pending,792035.44,,16969.8
C2021-0261,798802,2021-07-16,Settled,1046117.37,2021-12-27,27604.34
C2021-0262,215709,2022-08-02,Pending,19479.2,,2297.06
C2021-0263,885310,2021-08-28,Pending,27064.22,,1396.26
C2021-0264,503952,2021-11-20,Pending,41676.91,,4973.66
C2021-0265,689368,2021-06-26,Settled,60021.14,2022-06-26,2543.42
C2021-0266,618333,2021-07-19,Pending,36041.56,,2166.95
C2021-0267,151518,2022-06-18,Pending,144022.62,,6071.18
C2021-0268,181779,2021-12-31,Pending,28975.6,,2109.24
C2021-0269,294469,2021-10-01,Pending,45050.62,,4637.52
C2021-0270,206005,2022-07-21,Settled,277343.89,2022-09-03,12318.68
C2021-0271,215801,2022-04-18,Settled,47891.86,2023-04-18,4616.03
C2021-0272,416292,2022-04-06,Pending,407809.83,,12197.92
C2021-0273,378140,2021-07-13,Pending,211735.15,,19314.49
C2021-0274,541952,2022-04-05,Settled,29051.02,2022-07-02,1241.8
C2021-0275,184164,2021-12-12,Pending,539696.89,,16880.08
C2021-0276,387789,2021-06-23,Settled,147760.23,2021-08-29,6770.46
C2021-0277,209692,2021-09-23,Pending,12132.55,,6879.06
C2021-0278,228825,2021-08-27,Pending,779334.94,,21757.21
C2021-0279,804713,2021-06-17,Settled,120911.95,2021-07-25,1509.26
C2021-0280,267800,2021-09-27,Pending,252996.57,,14580.15
C2021-0281,701784,2022-02-19,Settled,30695.62,2022-08-01,3876.79
C2021-0282,652608,2022-11-13,Settled,18051.06,2023-01-12,1783.5
C2021-0283,396950,2022-06-25,Pending,29011.31,,1730.43
C2021-0284,619134,2022-01-24,Settled,106580.88,2023-01-24,6155.27
C2021-0285,472233,2021-11-20,Settled,377625.33,2022-11-20,28717.0
C2021-0286,238370,2022-05-04,Pending,20778.62,,673.2
C2021-0287,425016,2022-03-12,Pending,231122.51,,18112.71
C2021-0288,975911,2022-01-01,Settled,60159.39,2023-01-01,2160.88
C2021-0289,528639,2021-11-23,Settled,67331.66,2022-04-02,27231.16
C2021-0290,345308,2022-04-10,Settled,45407.18,2022-05-26,3406.71
C2021-0291,617188,2022-07-22,Pending,31115.29,,3081.05
C2021-0292,155506,2022-06-02,Pending,24075.39,,1501.09
C2021-0293,257106,2022-08-07,Settled,18989.18,2023-02-02,3033.94
C2021-0294,265789,2022-08-21,Pending,53703.46,,5224.52
C2021-0295,339969,2022-01-28,Pending,1362451.01,,30393.02
C2021-0296,718992,2022-01-16,Settled,189811.56,2022-07-06,7276.33
C2021-0297,786299,2022-03-17,Pending,1394847.92,,34212.76
C2021-0298,702635,2022-01-08,Pending,73453.91,,1557.76
C2021-0299,337630,2022-02-01,Pending,195769.35,,14611.45
C2021-0300,926524,2022-08-26,Pending,41709.48,,4505.42
C2021-0301,352122,2021-11-04,Pending,141607.38,,7520.76
C2021-0302,352790,2021-06-10,Settled,315757.81,2021-11-25,31977.4
C2021-0303,371634,2022-01-06,Settled,189775.98,2022-02-15,8912.95
C2021-0304,110651,2021-08-23,Pending,920945.44,,13697.07
C2021-0305,834487,2022-09-07,Pending,257693.61,,18311.88
C2021-0306,243615,2022-05-01,Pending,242558.23,,21296.38
C2021-0307,741984,2022-03-28,Pending,334749.55,,7921.49
C2021-0308,188036,2022-04-13,Settled,138972.2,2022-07-15,16314.58
C2021-0309,284856,2022-02-13,Pending,180356.65,,9504.68
C2021-0310,810898,2022-05-17,Pending,115966.9,,5708.98
C2021-0311,998843,2022-01-26,Settled,48838.76,2022-03-31,4540.94
C2021-0312,122671,2022-03-28,Pending,35955.34,,2886.62
C2021-0313,273300,2022-05-16,Pending,19249.29,,7774.75
C2021-0314,555484,2021-09-26,Pending,42561.98,,7918.31
C2021-0315,701033,2022-02-16,Pending,375434.43,,21519.35
C2021-0316,688087,2021-11-20,Pending,258740.46,,16224.84
C2021-0317,383350,2021-05-10,Pending,37111.3,,3102.44
C2021-0318,418574,2021-04-24,Settled,45965.31,2021-09-07,4396.62
C2021-0319,448378,2021-11-21,Pending,116049.49,,5246.38
C2021-0320,156928,2021-10-11,Pending,196231.45,,9089.02
C2021-0321,478802,2022-03-07,Pending,169903.72,,14450.48
C2021-0322,274694,2021-07-17,Settled,77372.34,2021-12-19,7156.1
C2021-0323,383080,2021-07-17,Pending,31702.45,,7398.28
C2021-0324,323335,2021-10-11,Pending,721230.81,,21509.01
C2021-0325,148740,2022-03-06,Pending,47539.43,,4209.84
C2021-0326,961098,2021-05-19,Pending,95918.59,,5350.03
C2021-0327,214032,2022-05-31,Settled,39409.71,2022-07-26,1773.55
C2021-0328,882242,2022-02-07,Pending,315841.12,,11978.81
C2021-0329,804006,2021-05-25,Settled,23079.96,2022-05-25,1009.33
C2021-0330,388536,2021-12-02,Settled,147733.5,2022-05-16,3505.7
C2021-0331,425365,2022-08-13,Settled,221688.09,2022-11-14,16654.12
C2021-0332,916784,2022-10-22,Settled,432200.49,2023-04-11,24775.85
C2021-0333,863124,2022-01-01,Settled,347724.49,2023-01-01,22516.55
C2021-0334,311204,2022-02-26,Settled,12727.43,2022-04-09,3792.29
C2021-0335,653934,2022-06-05,Pending,28484.07,,1213.28
C2021-0336,826036,2021-03-10,Pending,35178.16,,2340.78
C2021-0337,820362,2022-02-10,Pending,1131396.29,,10521.24
C2021-0338,666980,2021-11-24,Pending,33076.66,,1499.28
C2021-0339,809146,2022-06-07,Pending,568917.7,,21505.03
C2021-0340,378799,2021-07-05,Settled,34095.19,2021-12-26,1435.24
C2021-0341,666932,2022-03-23,Pending,547676.35,,28706.92
C2021-0342,527689,2022-06-30,Pending,519984.91,,30678.91
C2021-0343,409596,2022-04-01,Pending,33524.96,,3803.12
C2021-0344,348099,2022-04-16,Pending,296605.28,,38127.53
C2021-0345,607764,2022-08-27,Settled,14900.46,2022-10-19,1135.17
C2021-0346,642613,2021-12-27,Pending,50181.88,,6093.62
C2021-0347,940512,2022-06-21,Settled,341812.36,2022-10-13,24959.36
C2021-0348,788426,2021-12-09,Pending,269601.92,,15332.6
C2021-0349,522815,2022-06-30,Settled,37071.92,2022-08-23,5047.17
C2021-0350,915539,2022-04-20,Pending,15312.79,,2679.88
C2021-0351,928418,2021-12-03,Settled,31001.42,2022-01-10,2369.58
C2021-0352,396703,2022-08-27,Settled,13458.81,2023-08-27,2469.05
C2021-0353,825503,2022-07-27,Pending,75422.86,,4399.54
C2021-0354,938601,2022-02-07,Pending,120502.36,,5599.09
C2021-0355,654285,2022-09-30,Pending,79981.81,,1712.82
C2021-0356,998991,2022-01-31,Pending,485848.83,,34276.8
C2021-0357,187916,2021-03-12,Pending,335622.54,,33728.02
C2021-0358,575306,2021-10-28,Pending,25246.26,,3216.03
C2021-0359,450081,2021-12-08,Settled,44121.79,2022-01-27,4147.79
C2021-0360,487311,2022-05-18,Pending,110480.6,,5215.01
C2021-0361,205815,2021-10-17,Pending,48313.14,,6122.17
C2021-0362,472098,2022-02-19,Settled,109901.91,2022-04-26,15734.61
C2021-0363,150782,2021-07-25,Pending,869734.61,,43352.83
C2021-0364,714951,2022-01-19,Settled,193270.45,2022-02-20,9459.41
C2021-0365,552306,2021-04-13,Pending,33189.86,,2099.04
C2021-0366,568503,2021-12-12,Settled,84416.34,2022-03-23,25780.53
C2021-0367,748232,2022-03-31,Settled,593917.36,2022-07-19,35245.28
C2021-0368,990334,2022-06-13,Settled,130316.81,2022-07-24,18910.3
C2021-0369,943300,2021-04-07,Settled,17245.99,2021-07-24,3333.91
C2021-0370,274591,2021-07-21,Settled,129284.64,2021-12-07,13297.89
C2021-0371,945534,2022-03-22,Settled,64891.94,2022-05-01,6979.71
C2021-0372,498740,2022-05-20,Settled,82003.03,2022-08-11,1787.31
C2021-0373,273292,2022-03-14,Settled,212231.54,2022-07-25,20780.13
C2021-0374,343458,2022-05-13,Pending,92373.78,,2640.05
C2021-0375,672484,2022-01-10,Pending,929360.86,,6988.36
C2021-0376,211857,2021-09-10,Pending,165419.27,,9818.92
C2021-0377,496021,2022-07-05,Pending,407423.44,,18261.24
C2021-0378,164197,2021-12-21,Pending,49458.36,,3516.39
C2021-0379,634711,2021-11-25,Pending,39899.26,,3244.8
C2021-0380,903895,2021-12-30,Pending,788868.94,,7413.47
C2021-0381,712788,2022-01-25,Pending,1228348.2,,34903.23
C2021-0382,530895,2021-12-31,Pending,141310.58,,17992.11
C2021-0383,291078,2022-05-20,Pending,34454.47,,779.35
C2021-0384,714244,2022-12-08,Pending,140360.06,,2659.76
C2021-0385,118721,2021-11-28,Settled,234719.08,2022-02-15,10981.55
C2021-0386,663572,2022-08-12,Settled,16361.19,2023-01-08,2782.64
C2021-0387,282947,2022-09-16,Settled,136838.15,2023-03-15,20771.02
C2021-0388,474588,2022-08-23,Pending,280655.21,,28283.82
C2021-0389,741803,2021-12-06,Pending,16474.84,,1793.59
C2021-0390,523469,2022-01-11,Pending,140008.41,,5360.03
C2021-0391,960338,2022-05-28,Pending,138838.94,,26652.95
C2021-0392,308206,2022-03-06,Settled,80054.07,2022-05-19,3353.99
C2021-0393,342382,2022-05-29,Pending,43555.34,,3848.07
C2021-0394,476299,2021-12-26,Settled,150484.58,2022-01-26,24245.38
C2021-0395,353353,2021-07-28,Pending,32895.31,,1475.86
C2021-0396,571645,2021-05-09,Pending,323032.14,,22812.33
C2021-0397,464502,2022-08-05,Pending,505997.24,,27362.59
C2021-0398,412115,2021-12-30,Pending,17447.51,,2092.05
C2021-0399,802050,2022-06-30,Settled,113755.67,2023-06-30,5557.48
C2021-0400,186639,2021-11-01,Pending,26939.95,,3844.97
C2021-0401,490673,2021-11-08,Settled,14404.56,2022-04-13,3172.55
C2021-0402,659725,2021-09-25,Pending,32793.39,,6409.09
