Claim_ID,Policy_ID,Occurrence_Date,Claim_Status,Claim_Amount,Payment_Date,Expense_Amount
C2022-0030,258386,2023-03-01,Pending,776481.03,,7655.37
C2022-0031,205810,2022-12-03,Pending,410737.98,,21617.41
C2022-0032,537132,2023-04-27,Pending,313607.18,,8010.21
C2022-0033,769958,2023-01-23,Settled,13635.17,2023-04-14,1235.49
C2022-0034,735482,2022-09-24,Pending,13393.55,,1855.8
C2022-0035,106928,2022-11-11,Pending,206156.04,,17635.32
C2022-0036,853562,2023-02-23,Pending,264933.31,,10222.2
C2022-0037,550455,2022-12-23,Pending,225336.86,,14137.37
C2022-0038,611496,2023-07-13,Settled,214999.13,2024-07-12,34249.75
C2022-0039,242260,2022-07-11,Pending,36345.94,,1796.28
C2022-0040,787497,2023-05-31,Settled,37478.17,2023-11-07,3647.12
C2022-0041,916804,2023-05-02,Pending,1067078.83,,18530.51
C2022-0042,782304,2022-10-06,Pending,27219.71,,6568.67
C2022-0043,918689,2022-08-11,Settled,309955.68,2022-10-08,13877.93
C2022-0044,968944,2023-06-19,Pending,30565.24,,2807.89
C2022-0045,621148,2023-10-18,Pending,21273.48,,2957.54
C2022-0046,725460,2022-10-14,Settled,41824.11,2023-10-14,4341.59
C2022-0047,984736,2023-08-22,Settled,35051.92,2023-12-24,1308.19
C2022-0048,246838,2023-05-13,Pending,412047.59,,19956.75
C2022-0049,170261,2022-09-21,Pending,45505.33,,4722.81
C2022-0050,585688,2023-08-10,Pending,38482.28,,7061.74
C2022-0051,321037,2023-01-19,Settled,36399.83,2023-05-11,1373.43
C2022-0052,472645,2023-04-22,Settled,32100.41,2023-08-09,767.69
C2022-0053,630487,2023-11-17,Pending,27754.68,,3051.34
C2022-0054,611198,2022-04-20,Pending,39442.99,,3626.22
C2022-0055,218954,2022-09-30,Settled,17239.3,2022-11-27,3946.11
C2022-0056,420940,2023-01-11,Settled,46527.38,2024-01-11,5840.01
C2022-0057,307969,2023-04-04,Pending,679740.36,,35320.24
C2022-0058,628546,2023-07-04,Settled,113788.33,2023-11-24,26209.32
C2022-0059,400199,2022-10-18,Settled,232733.6,2023-10-18,13053.28
C2022-0060,820831,2022-09-15,Pending,30968.58,,2936.36
C2022-0061,635074,2023-10-08,Pending,79135.35,,5140.23
C2022-0062,911668,2023-03-18,Pending,170768.08,,22455.85
C2022-0063,902739,2022-10-15,Pending,129928.71,,2634.36
C2022-0064,324713,2023-02-13,Pending,230629.03,,21666.77
C2022-0065,502978,2023-04-03,Settled,119718.01,2023-07-10,3751.7
C2022-0066,560001,2023-03-25,Pending,839266.76,,27934.21
C2022-0067,431030,2023-01-08,Settled,77404.23,2023-05-30,5585.24
C2022-0068,370414,2022-07-08,Pending,215211.99,,27013.02
C2022-0069,980395,2022-09-22,Settled,31413.01,2022-12-15,2548.62
C2022-0070,425618,2023-02-01,Pending,66293.41,,4536.17
C2022-0071,549479,2023-02-08,Pending,12575.77,,1555.62
C2022-0072,408221,2022-08-11,Pending,1106459.43,,9744.1
C2022-0073,869650,2023-04-15,Pending,121984.19,,2947.6
C2022-0074,866675,2022-11-24,Pending,254690.27,,16799.38
C2022-0075,593833,2023-01-08,Pending,16683.0,,1327.56
C2022-0076,470116,2023-07-06,Pending,89777.68,,2978.53
C2022-0077,740789,2022-09-21,Settled,73548.11,2023-09-21,18162.83
C2022-0078,595429,2022-09-29,Pending,13597.51,,2450.94
C2022-0079,823948,2022-09-26,Pending,335518.95,,20836.39
C2022-0080,461211,2022-09-30,Settled,239001.08,2022-12-19,22710.08
C2022-0081,102258,2022-12-13,Pending,329892.09,,31249.87
C2022-0082,926961,2022-12-02,Settled,44649.44,2023-05-04,4709.69
C2022-0083,777353,2023-01-01,Settled,52053.04,2023-03-24,4986.83
C2022-0084,238352,2023-06-30,Pending,42134.05,,4830.18
C2022-0085,811260,2023-03-13,Pending,623258.35,,6034.27
C2022-0086,897119,2023-03-31,Settled,209962.26,2023-06-03,11975.99
C2022-0087,587610,2022-12-06,Pending,251155.67,,9295.01
C2022-0088,895958,2023-01-26,Settled,80926.88,2023-06-11,14062.19
C2022-0089,136134,2023-02-11,Settled,20744.39,2023-07-10,3246.54
C2022-0090,709802,2023-02-13,Pending,46508.59,,4162.41
C2022-0091,338813,2023-02-07,Settled,298986.22,2023-05-24,32336.01
C2022-0092,738363,2022-08-18,Pending,722613.97,,39217.77
C2022-0093,693436,2023-05-13,Settled,80296.84,2023-08-31,6350.34
C2022-0094,179525,2023-09-07,Pending,15358.45,,1021.77
C2022-0095,137328,2023-06-02,Pending,57423.47,,5219.11
C2022-0096,122389,2022-05-23,Pending,64450.47,,13120.65
C2022-0097,191446,2023-02-16,Pending,99834.74,,2855.9
C2022-0098,438683,2023-11-06,Pending,961140.65,,48656.84
C2022-0099,262188,2022-12-21,Pending,38912.08,,3939.34
C2022-0100,851393,2023-04-22,Settled,324300.09,2023-09-12,33519.98
C2022-0101,748509,2023-10-06,Settled,16225.02,2024-02-19,1223.93
C2022-0102,310226,2022-09-01,Settled,75537.25,2023-09-01,3510.41
C2022-0103,665483,2023-04-02,Pending,14042.09,,3648.86
C2022-0104,638126,2023-05-15,Settled,180631.61,2023-06-14,7840.05
C2022-0105,301950,2022-07-30,Settled,26718.5,2022-12-16,1829.0
C2022-0106,566031,2023-06-25,Pending,716522.01,,31605.67
C2022-0107,403801,2022-04-09,Pending,1331618.86,,32303.65
C2022-0108,437261,2023-05-31,Pending,266554.06,,19041.57
C2022-0109,372874,2023-02-23,Settled,34790.8,2023-04-10,2796.36
C2022-0110,736335,2023-02-04,Pending,27417.73,,3101.75
C2022-0111,383405,2023-01-22,Settled,63820.26,2024-01-22,5505.46
C2022-0112,532775,2022-12-20,Settled,117677.22,2023-05-05,5445.45
C2022-0113,132262,2023-02-22,Pending,147153.79,,4682.4
C2022-0114,717742,2022-10-29,Pending,16709.57,,1273.47
C2022-0115,239326,2023-05-12,Pending,100781.24,,4072.07
C2022-0116,976650,2022-09-22,Settled,88119.22,2023-09-22,2014.02
C2022-0117,600665,2023-04-03,Pending,334090.58,,12461.01
C2022-0118,575691,2022-04-19,Pending,13945.3,,2569.32
C2022-0119,539533,2023-11-19,Settled,60906.35,2024-03-14,13349.53
C2022-0120,680415,2023-03-31,Pending,102304.13,,1657.02
C2022-0121,246385,2023-01-28,Pending,130776.37,,17770.99
C2022-0122,455984,2022-10-22,Pending,251489.25,,6709.7
C2022-0123,568974,2023-04-18,Pending,30681.61,,2919.89
C2022-0124,222178,2023-07-24,Settled,884683.12,2023-10-30,7026.8
C2022-0125,178937,2023-03-06,Settled,218641.35,2023-04-26,8132.44
C2022-0126,155508,2023-09-18,Settled,16282.9,2023-11-11,1675.31
C2022-0127,425860,2023-07-22,Pending,105485.21,,27570.3
C2022-0128,551570,2023-06-02,Settled,794129.56,2023-10-09,14240.99
C2022-0129,118061,2023-08-29,Pending,23208.02,,1010.06
C2022-0130,486652,2023-02-25,Pending,29457.32,,1057.46
C2022-0131,132738,2023-02-19,Pending,369424.4,,28095.02
C2022-0132,151394,2023-06-27,Pending,219426.35,,37665.75
C2022-0133,639719,2023-05-12,Settled,856158.18,2023-11-04,24038.54
C2022-0134,827274,2022-09-04,Pending,155927.22,,12179.6
C2022-0135,593653,2022-05-05,Settled,39870.64,2022-10-15,3927.27
C2022-0136,161701,2022-07-11,Pending,28717.55,,3490.95
C2022-0137,633789,2023-01-11,Settled,492614.09,2023-04-03,12639.65
C2022-0138,920583,2023-02-02,Settled,248953.23,2023-03-10,21597.03
C2022-0139,889514,2023-01-07,Pending,43766.17,,6976.16
C2022-0140,105191,2022-07-07,Pending,30825.43,,6014.84
C2022-0141,826346,2022-09-19,Settled,38341.68,2023-09-19,3896.54
C2022-0142,673281,2023-02-07,Settled,39166.65,2023-07-14,1112.9
C2022-0143,609768,2022-10-16,Pending,38738.4,,7574.21
C2022-0144,952266,2022-07-12,Pending,276585.26,,8244.37
C2022-0145,969106,2023-06-04,Pending,113187.84,,7317.73
C2022-0146,735153,2022-08-18,Settled,28703.3,2022-11-13,2005.87
C2022-0147,799023,2023-05-21,Pending,312008.91,,21227.73
C2022-0148,983674,2023-11-29,Settled,17186.97,2024-03-03,1702.0
C2022-0149,150297,2022-09-16,Settled,36994.78,2023-09-16,5624.26
C2022-0150,223558,2022-09-01,Settled,72444.71,2023-09-01,5647.24
C2022-0151,964348,2023-08-14,Pending,124132.24,,10954.46
C2022-0152,122906,2023-01-17,Pending,568073.23,,25695.02
C2022-0153,642049,2023-01-11,Pending,548573.48,,23081.72
C2022-0154,838877,2023-01-31,Settled,38987.67,2024-01-31,3138.94
C2022-0155,811255,2023-08-07,Pending,93252.04,,4218.37
C2022-0156,819959,2022-11-26,Pending,697303.96,,17357.64
C2022-0157,612408,2023-02-20,Settled,199039.27,2023-07-10,10677.04
C2022-0158,221566,2023-07-16,Settled,15916.07,2023-12-16,2797.42
C2022-0159,428170,2023-02-09,Pending,583007.28,,9796.5
C2022-0160,318694,2022-06-26,Settled,32332.74,2022-10-13,1966.12
C2022-0161,396615,2023-02-15,Pending,120111.52,,2908.17
C2022-0162,373954,2022-08-14,Pending,50152.32,,5400.62
C2022-0163,799442,2023-05-24,Pending,128893.45,,7260.02
C2022-0164,754856,2023-09-06,Pending,470177.19,,13273.01
C2022-0165,554320,2023-01-15,Pending,232912.96,,12865.79
C2022-0166,251068,2022-10-16,Settled,215627.45,2023-10-16,24692.18
C2022-0167,499898,2023-03-25,Pending,241275.9,,20536.26
C2022-0168,660264,2022-09-16,Pending,47603.78,,7379.14
C2022-0169,598516,2023-05-13,Pending,1130162.0,,15371.64
C2022-0170,327740,2023-02-12,Pending,254587.51,,27997.19
C2022-0171,887487,2023-01-06,Pending,38842.61,,3193.77
C2022-0172,858876,2022-06-27,Pending,193692.18,,9784.05
C2022-0173,770581,2022-03-21,Pending,25754.93,,936.17
C2022-0174,161413,2023-07-02,Pending,271561.25,,6291.7
C2022-0175,868344,2022-12-01,Pending,148766.83,,7595.09
C2022-0176,956781,2023-04-20,Settled,14944.08,2023-09-21,1147.39
C2022-0177,216889,2022-07-26,Pending,14175.7,,3318.68
C2022-0178,147062,2022-11-14,Pending,168324.25,,24012.17
C2022-0179,401191,2023-04-25,Pending,132683.8,,1614.81
C2022-0180,125968,2022-03-27,Settled,147473.84,2023-03-27,2171.9
C2022-0181,867177,2022-05-01,Settled,25257.1,2022-06-25,2759.74
C2022-0182,297470,2023-11-12,Pending,193563.64,,12253.8
C2022-0183,878271,2023-06-18,Settled,74949.48,2024-06-17,5794.7
C2022-0184,259774,2022-08-20,Pending,18516.76,,1592.93
C2022-0185,153365,2022-09-23,Pending,648957.69,,15298.54
C2022-0186,522245,2023-06-05,Pending,726623.2,,27709.57
C2022-0187,918660,2023-04-09,Pending,705918.7,,30740.69
C2022-0188,999875,2023-01-30,Settled,13751.38,2023-05-05,2015.44
C2022-0189,466323,2022-06-16,Settled,143022.43,2023-06-16,16604.25
C2022-0190,429018,2022-06-23,Pending,500240.71,,10676.92
C2022-0191,999659,2023-06-22,Pending,352869.12,,22442.43
C2022-0192,871336,2023-05-06,Pending,1347392.18,,31385.59
C2022-0193,559523,2023-02-13,Pending,565636.66,,16219.56
C2022-0194,199701,2022-11-26,Settled,178635.6,2023-05-06,6465.88
C2022-0195,555491,2023-05-28,Pending,773734.74,,24471.16
C2022-0196,529258,2022-12-23,Settled,86949.61,2023-12-23,21932.22
C2022-0197,440047,2022-08-13,Pending,87000.32,,4345.61
C2022-0198,868727,2023-01-10,Settled,671668.78,2023-06-27,6138.89
C2022-0199,913976,2022-06-24,Pending,248996.46,,26453.72
C2022-0200,616469,2023-02-06,Settled,134257.04,2024-02-06,5020.19
C2022-0201,465580,2023-04-30,Pending,598297.41,,20906.24
C2022-0202,928609,2023-06-11,Pending,12179.23,,3166.07
C2022-0203,638005,2022-07-20,Pending,32683.29,,2725.41
C2022-0204,858356,2023-01-13,Pending,1436178.54,,29921.28
C2022-0205,374850,2023-03-06,Settled,498912.3,2024-03-05,12091.79
C2022-0206,811983,2023-06-21,Settled,32763.51,2024-06-20,2477.71
C2022-0207,145411,2023-02-07,Settled,16008.51,2023-05-08,1003.68
C2022-0208,399693,2023-07-08,Settled,79699.62,2023-11-02,23855.77
C2022-0209,249876,2023-02-06,Settled,20330.89,2023-03-17,3491.54
C2022-0210,495917,2023-07-15,Pending,62415.98,,6076.54
C2022-0211,761474,2023-03-28,Pending,289770.98,,21690.19
C2022-0212,591918,2023-04-25,Settled,119948.79,2024-04-24,16740.97
C2022-0213,408416,2023-10-12,Pending,150012.33,,7534.24
C2022-0214,162632,2022-10-29,Settled,71287.86,2023-10-29,3483.59
C2022-0215,332083,2023-11-23,Pending,48429.34,,2806.63
C2022-0216,408296,2022-12-18,Settled,124130.24,2023-05-20,2956.24
C2022-0217,316149,2022-10-14,Settled,34811.13,2023-10-14,2512.89
C2022-0218,392265,2022-06-25,Settled,42304.64,2022-11-24,5456.77
C2022-0219,236633,2023-09-11,Settled,19536.05,2023-12-10,3377.72
C2022-0220,652495,2023-09-08,Settled,12693.5,2023-11-17,3120.88
C2022-0221,444519,2023-02-16,Settled,83235.89,2023-08-01,6484.99
C2022-0222,686925,2023-01-19,Pending,318726.38,,22018.19
C2022-0223,601327,2023-04-13,Pending,613650.05,,25609.63
C2022-0224,525787,2023-02-05,Pending,90515.67,,8298.88
C2022-0225,261811,2023-07-31,Pending,746570.21,,22578.21
C2022-0226,845337,2023-01-15,Pending,548205.8,,37189.86
C2022-0227,888452,2022-08-12,Settled,773175.16,2023-08-12,26277.35
C2022-0228,811427,2023-07-15,Settled,13973.54,2023-12-22,1080.14
C2022-0229,508103,2022-12-02,Pending,231641.59,,15934.2
C2022-0230,554844,2022-08-13,Settled,23680.53,2023-08-13,2174.85
C2022-0231,934915,2022-08-25,Pending,85493.89,,9015.38
C2022-0232,490902,2023-04-09,Settled,180519.42,2023-08-03,15601.63
C2022-0233,914051,2022-06-09,Pending,542173.28,,13071.79
C2022-0234,108254,2022-10-31,Pending,219594.83,,16894.61
C2022-0235,717272,2022-10-18,Pending,94753.79,,6954.31
C2022-0236,181386,2023-02-12,Pending,234094.61,,23763.4
C2022-0237,495780,2022-09-14,Pending,20193.52,,1505.24
C2022-0238,742086,2022-05-21,Pending,145506.68,,24453.25
C2022-0239,917750,2022-09-16,Settled,14256.05,2022-11-14,2353.1
C2022-0240,557341,2022-08-24,Pending,169245.21,,14443.47
C2022-0241,367913,2023-01-14,Pending,100329.53,,1227.78
C2022-0242,226700,2022-07-26,Settled,32623.59,2022-11-23,2621.97
C2022-0243,315469,2023-02-03,Pending,1017500.41,,22048.96
C2022-0244,742483,2023-10-25,Pending,836871.43,,24918.29
C2022-0245,134876,2023-08-22,Pending,23143.04,,7694.94
C2022-0246,805857,2023-10-17,Settled,37206.07,2023-12-14,2351.72
C2022-0247,858415,2023-03-18,Pending,24622.1,,1101.0
C2022-0248,836679,2023-03-24,Settled,58694.9,2024-03-23,2434.39
C2022-0249,563902,2023-04-20,Settled,253680.99,2023-05-22,11239.03
C2022-0250,373953,2023-07-17,Settled,182276.33,2023-10-07,9506.25
C2022-0251,791490,2022-06-18,Settled,37895.43,2022-07-31,1284.94
C2022-0252,708255,2022-12-05,Pending,36194.87,,2624.22
C2022-0253,514844,2022-12-02,Settled,148179.57,2023-02-03,7263.13
C2022-0254,223150,2023-03-20,Pending,55408.41,,1764.24
C2022-0255,903727,2023-06-08,Pending,1014086.62,,26626.82
C2022-0256,847627,2022-07-14,Settled,117526.65,2022-08-26,7711.31
C2022-0257,392139,2022-10-05,Pending,20539.57,,981.67
C2022-0258,681565,2022-12-25,Pending,14347.01,,3527.66
C2022-0259,725239,2023-01-25,Pending,209704.15,,10197.0
C2022-0260,600566,2023-01-13,Pending,21171.84,,2032.13
C2022-0261,738146,2022-05-04,Settled,177828.58,2022-07-26,17987.42
C2022-0262,868357,2023-08-09,Pending,122806.72,,5897.78
C2022-0263,429984,2022-08-22,Pending,703330.43,,36086.18
C2022-0264,980910,2023-03-10,Pending,198715.32,,7666.25
C2022-0265,721816,2023-09-12,Pending,123873.92,,26164.41
C2022-0266,750402,2023-01-20,Pending,30154.77,,2533.56
C2022-0267,493812,2022-07-19,Pending,238119.58,,24139.56
C2022-0268,915447,2023-03-29,Pending,385146.85,,27571.26
C2022-0269,612618,2023-05-20,Settled,72106.34,2023-10-09,5857.25
C2022-0270,935300,2023-02-27,Pending,44892.5,,4653.42
C2022-0271,921815,2023-04-04,Pending,35187.05,,891.99
C2022-0272,646296,2022-05-08,Settled,67888.35,2022-10-23,11698.22
C2022-0273,710556,2023-08-17,Pending,727948.93,,23152.48
C2022-0274,484482,2022-12-13,Pending,602345.81,,32992.43
C2022-0275,787296,2022-10-18,Settled,20669.61,2022-12-24,2473.43
C2022-0276,437984,2023-02-10,Pending,465409.68,,14820.82
C2022-0277,432615,2022-04-13,Settled,47581.49,2022-08-16,4131.64
C2022-0278,151547,2022-03-27,Settled,399662.07,2023-03-27,35052.39
C2022-0279,302235,2023-02-18,Settled,74056.81,2023-05-14,3681.86
C2022-0280,827327,2023-03-15,Settled,283993.48,2023-07-30,28846.96
C2022-0281,489501,2022-09-25,Settled,1051540.73,2023-09-25,16127.77
C2022-0282,581683,2023-06-28,Pending,97255.05,,3336.93
C2022-0283,406061,2023-08-25,Pending,1302962.1,,33570.55
C2022-0284,265103,2023-02-23,Pending,508324.77,,16787.4
C2022-0285,870016,2022-09-27,Pending,219970.46,,23608.8
C2022-0286,836454,2023-06-16,Pending,21843.1,,2638.19
C2022-0287,432508,2023-01-31,Pending,62210.8,,6612.48
C2022-0288,555759,2022-09-14,Settled,22203.18,2023-02-20,711.76
C2022-0289,842706,2022-07-12,Settled,118309.36,2023-07-12,2464.38
C2022-0290,352004,2022-12-04,Pending,92014.04,,24097.46
C2022-0291,414081,2022-10-22,Pending,805654.89,,41206.47
C2022-0292,534110,2022-09-17,Settled,221855.84,2022-12-07,14794.42
C2022-0293,602228,2023-08-15,Pending,195644.75,,21325.59
C2022-0294,317501,2022-12-03,Settled,209381.13,2023-02-04,13094.66
C2022-0295,551669,2023-07-25,Pending,152055.14,,3789.12
C2022-0296,831569,2022-09-05,Settled,44069.82,2023-01-28,4873.07
C2022-0297,793349,2023-07-07,Settled,232361.66,2023-10-14,6293.94
C2022-0298,283537,2022-11-05,Settled,38305.77,2023-03-13,1214.33
C2022-0299,965158,2023-03-07,Pending,982998.45,,42997.84
C2022-0300,931741,2022-07-09,Settled,21642.84,2023-01-05,3968.03
C2022-0301,144754,2022-04-04,Settled,86943.98,2022-06-06,7615.76
C2022-0302,693046,2023-01-10,Settled,25813.62,2023-03-06,1580.71
C2022-0303,523810,2023-02-06,Pending,41420.8,,4736.19
C2022-0304,483803,2023-01-01,Pending,21077.68,,1019.48
C2022-0305,250183,2022-04-17,Settled,35437.79,2022-06-04,2001.24
C2022-0306,981326,2023-07-02,Pending,146798.9,,7311.57
C2022-0307,348606,2023-04-16,Pending,1107918.58,,13603.8
C2022-0308,416769,2022-08-03,Pending,47763.88,,4996.1
C2022-0309,766136,2023-03-12,Settled,100671.1,2023-05-17,7636.02
C2022-0310,435998,2023-01-14,Pending,18876.22,,6119.57
C2022-0311,796698,2022-10-17,Pending,468233.44,,8450.71
C2022-0312,839774,2023-04-10,Settled,49451.68,2024-04-09,1932.47
C2022-0313,525206,2023-08-17,Pending,129625.37,,22712.52
C2022-0314,796665,2022-11-21,Pending,47406.23,,4139.02
C2022-0315,399219,2022-05-11,Pending,43764.69,,4602.53
C2022-0316,153302,2023-05-11,Pending,28154.47,,2241.71
C2022-0317,272935,2023-06-02,Pending,39909.06,,2918.19
C2022-0318,714829,2023-05-03,Pending,33122.37,,843.06
C2022-0319,653499,2023-05-16,Pending,33454.22,,3484.22
C2022-0320,101893,2022-12-20,Pending,168688.59,,7233.69
C2022-0321,594527,2022-10-18,Pending,655703.58,,27744.38
C2022-0322,837157,2023-09-18,Settled,175290.96,2024-09-17,9783.81
C2022-0323,379061,2023-09-21,Pending,228569.18,,25060.6
C2022-0324,554381,2023-01-12,Pending,213774.1,,26487.47
C2022-0325,134069,2023-08-16,Pending,19763.34,,1635.97
C2022-0326,744190,2022-11-15,Pending,195522.71,,27244.17
C2022-0327,374662,2022-11-22,Pending,12239.55,,6998.45
C2022-0328,195307,2023-01-07,Settled,28228.67,2023-02-21,1643.43
C2022-0329,887916,2022-10-27,Pending,30723.88,,2443.26
C2022-0330,779319,2023-03-31,Settled,318422.73,2023-06-13,25183.45
C2022-0331,903596,2022-09-01,Settled,157258.53,2022-10-07,5096.76
C2022-0332,952729,2022-06-29,Pending,16238.21,,1800.98
C2022-0333,431438,2022-03-19,Pending,558734.23,,38250.8
C2022-0334,737110,2022-11-03,Settled,120709.41,2023-11-03,12339.51
C2022-0335,600314,2023-08-16,Pending,694530.57,,38427.28
C2022-0336,766943,2023-05-24,Pending,227629.2,,27398.7
C2022-0337,183775,2022-09-13,Pending,133460.57,,4690.43
C2022-0338,715493,2023-04-04,Settled,138845.42,2023-09-24,4942.53
C2022-0339,649106,2022-05-25,Settled,31402.42,2022-11-18,2018.69
C2022-0340,658725,2022-11-20,Settled,69838.82,2023-05-08,7021.04
C2022-0341,214310,2022-12-09,Pending,38537.15,,3555.59
C2022-0342,751976,2023-07-21,Pending,15810.7,,2618.93
C2022-0343,515852,2022-08-04,Pending,64379.49,,7979.31
C2022-0344,565843,2022-08-27,Pending,747673.87,,22599.29
C2022-0345,415706,2023-09-18,Pending,439859.16,,9284.93
C2022-0346,972087,2022-12-29,Settled,146881.84,2023-05-28,25972.87
C2022-0347,884772,2023-09-04,Pending,90583.53,,4761.5
C2022-0348,686207,2023-02-14,Pending,797027.24,,7423.03
C2022-0349,417225,2023-09-08,Pending,68872.36,,1465.44
C2022-0350,404054,2023-05-19,Settled,87962.55,2023-10-05,11567.25
C2022-0351,759126,2022-11-14,Settled,85720.8,2023-11-14,4170.33
C2022-0352,311127,2023-01-31,Pending,156600.0,,6050.85
C2022-0353,141515,2022-12-06,Pending,38497.91,,3959.4
C2022-0354,587277,2023-06-03,Settled,33759.31,2023-09-28,1439.35
C2022-0355,635057,2023-02-23,Settled,24990.92,2023-04-04,3521.43
C2022-0356,248710,2022-12-28,Settled,48446.31,2023-03-27,7883.58
C2022-0357,920104,2022-11-10,Settled,32545.73,2023-03-20,3341.87
C2022-0358,732393,2023-04-22,Pending,196801.78,,7327.95
C2022-0359,418396,2023-09-19,Pending,21920.37,,3911.37
C2022-0360,541211,2023-06-05,Settled,26816.62,2023-10-16,5605.65
C2022-0361,249253,2022-09-12,Pending,175629.27,,9418.72
C2022-0362,936437,2022-08-31,Pending,102966.53,,5026.2
C2022-0363,978775,2023-02-23,Settled,48028.74,2023-03-29,4828.8
C2022-0364,774216,2022-09-13,Settled,34233.24,2023-01-12,2423.9
C2022-0365,490968,2022-09-05,Settled,39701.68,2023-02-13,3224.18
C2022-0366,561642,2022-07-15,Pending,217839.31,,11939.8
C2022-0367,701739,2022-10-09,Settled,250344.05,2023-10-09,14105.8
C2022-0368,143668,2022-07-29,Pending,303861.98,,32611.0
C2022-0369,350152,2022-08-15,Settled,42450.68,2023-01-01,4245.02
C2022-0370,434447,2023-01-19,Settled,25680.99,2023-03-27,632.33
C2022-0371,567743,2023-01-18,Pending,98138.61,,2946.15
C2022-0372,793616,2022-11-01,Pending,47190.71,,4098.85
C2022-0373,925899,2023-05-10,Settled,20302.83,2023-10-24,3779.51
C2022-0374,624377,2022-12-09,Pending,981669.14,,44958.83
C2022-0375,137111,2023-03-18,Pending,65113.05,,12158.46
C2022-0376,901532,2023-01-04,Pending,348073.99,,29975.93
C2022-0377,621857,2023-07-17,Pending,128416.6,,6200.24
C2022-0378,388817,2023-01-08,Pending,316436.67,,32535.65
C2022-0379,848043,2022-08-17,Settled,146319.7,2022-12-05,6762.25
C2022-0380,283773,2023-04-15,Pending,13735.93,,665.24
C2022-0381,624957,2022-09-04,Pending,260185.01,,15214.66
C2022-0382,226306,2023-02-24,Pending,272405.59,,14121.42
C2022-0383,880850,2022-12-21,Settled,73210.97,2023-04-09,7249.25
C2022-0384,712291,2022-09-28,Pending,29966.04,,6676.1
C2022-0385,758933,2023-02-08,Settled,31927.55,2023-04-19,3201.75
C2022-0386,469236,2022-02-12,Pending,114073.99,,1460.1
C2022-0387,697055,2023-04-06,Settled,227656.97,2023-07-25,16394.81
C2022-0388,386768,2023-02-04,Pending,159508.67,,5647.42
C2022-0389,874931,2022-08-24,Pending,92423.42,,6159.11
C2022-0390,442886,2023-10-29,Pending,83849.66,,2574.05
C2022-0391,983720,2022-08-11,Settled,91340.53,2022-11-06,2462.55
C2022-0392,563742,2022-07-26,Settled,218279.67,2022-09-01,27109.57
C2022-0393,430060,2022-10-08,Pending,597744.13,,24859.7
C2022-0394,997241,2023-04-22,Pending,83348.38,,5271.46
C2022-0395,269417,2022-10-17,Settled,37571.22,2022-12-05,3415.27
C2022-0396,170936,2023-03-19,Pending,110498.69,,3842.89
C2022-0397,298485,2023-10-17,Settled,83367.1,2023-12-18,3647.57
C2022-0398,636801,2023-06-01,Settled,16873.84,2023-09-02,2157.24
C2022-0399,454495,2022-07-23,Settled,71579.74,2022-10-03,1771.82
C2022-0400,853830,2023-05-23,Pending,409226.32,,15729.04
C2022-0401,536752,2022-08-31,Settled,39007.46,2023-01-02,2195.76
C2022-0402,134536,2023-05-02,Pending,13753.32,,3734.02
C2022-0403,736939,2022-11-25,Pending,275587.81,,36271.74
