Claim_ID,Policy_ID,Occurrence_Date,Claim_Status,Claim_Amount,Payment_Date,Expense_Amount
C2024-0057,113442,2025-04-29,Settled,99711.39,2025-07-17,6094.49
C2024-0058,328545,2025-05-23,Pending,48395.71,,4539.39
C2024-0059,749197,2024-07-18,Pending,17671.38,,3346.96
C2024-0060,244798,2024-06-30,Pending,35080.98,,6552.63
C2024-0061,381735,2025-10-04,Settled,48918.85,2026-10-04,4908.27
C2024-0062,772640,2024-12-29,Pending,859806.27,,17781.73
C2024-0063,576128,2025-09-26,Pending,1491971.97,,33851.47
C2024-0064,364109,2025-01-31,Pending,22292.96,,7254.52
C2024-0065,480763,2025-01-26,Pending,199153.53,,19712.45
C2024-0066,609975,2024-07-23,Settled,328918.65,2024-09-17,31770.48
C2024-0067,867181,2025-02-15,Settled,342200.61,2025-05-03,14189.05
C2024-0068,907961,2024-11-16,Pending,273976.0,,6841.2
C2024-0069,351154,2024-07-06,Settled,107860.04,2024-11-19,8872.31
C2024-0070,752360,2024-02-26,Settled,16553.47,2024-07-22,1928.78
C2024-0071,957348,2024-11-08,Pending,30424.22,,650.94
C2024-0072,433649,2025-08-13,Pending,1049038.48,,20142.42
C2024-0073,101250,2024-03-22,Settled,1104888.4,2024-04-24,11625.18
C2024-0074,561636,2024-08-15,Pending,971007.16,,46615.0
C2024-0075,599190,2024-09-12,Pending,248532.27,,28567.05
C2024-0076,560334,2025-08-08,Settled,685868.16,2025-10-07,30065.21
C2024-0077,170411,2024-12-19,Settled,135980.49,2025-12-19,5321.95
C2024-0078,772055,2025-06-14,Pending,23015.57,,1227.16
C2024-0079,607935,2025-02-12,Pending,12384.9,,6555.4
C2024-0080,519853,2025-01-04,Pending,191083.42,,6378.07
C2024-0081,378750,2025-03-24,Pending,805900.14,,24378.75
C2024-0082,114619,2025-06-25,Pending,119373.54,,24542.84
C2024-0083,282063,2025-07-02,Pending,18207.14,,2439.28
C2024-0084,794997,2024-10-04,Pending,38601.87,,642.3
C2024-0085,419655,2025-09-21,Pending,192814.22,,9000.82
C2024-0086,252767,2024-05-18,Settled,73626.56,2024-09-28,12871.15
C2024-0087,384703,2024-12-22,Pending,1351602.13,,29288.6
C2024-0088,578675,2025-08-04,Pending,261723.83,,24986.89
C2024-0089,546290,2024-11-15,Pending,620819.02,,30771.3
C2024-0090,239898,2024-10-28,Pending,183799.04,,25266.69
C2024-0091,254864,2024-10-23,Pending,154307.01,,2871.93
C2024-0092,726778,2024-11-08,Pending,244809.59,,15828.28
C2024-0093,675911,2025-06-11,Settled,164470.13,2025-10-23,9162.8
C2024-0094,867002,2025-04-18,Pending,16243.59,,1499.98
C2024-0095,624597,2024-09-14,Pending,23133.65,,2967.5
C2024-0096,478570,2025-05-21,Settled,109572.11,2025-08-15,5090.0
C2024-0097,499393,2025-12-24,Settled,37636.4,2026-02-08,1937.04
C2024-0098,973186,2024-09-15,Pending,30659.57,,3463.57
C2024-0099,459811,2024-12-24,Pending,742268.46,,19637.83
C2024-0100,540418,2024-11-18,Pending,121985.51,,1527.56
C2024-0101,275508,2024-12-09,Pending,844660.77,,10360.24
C2024-0102,657893,2024-07-18,Settled,59321.29,2024-12-16,6739.16
C2024-0103,747820,2025-04-09,Pending,521844.85,,28416.68
C2024-0104,767193,2025-09-10,Pending,650387.39,,38357.34
C2024-0105,122673,2024-09-21,Pending,128818.52,,1268.9
C2024-0106,213957,2025-01-09,Pending,210627.85,,14012.67
C2024-0107,364697,2024-04-13,Pending,189588.75,,12620.02
C2024-0108,946976,2024-11-07,Settled,42745.28,2025-11-07,4764.13
C2024-0109,310968,2025-05-15,Settled,22385.05,2025-09-30,2344.05
C2024-0110,347967,2025-03-07,Settled,113670.62,2025-07-05,1618.95
C2024-0111,104213,2024-11-21,Settled,618999.28,2025-11-21,38759.35
C2024-0112,902376,2024-12-11,Settled,20810.42,2025-02-22,1783.24
C2024-0113,843309,2024-10-21,Settled,63583.95,2024-12-07,1944.68
C2024-0114,582999,2025-01-16,Pending,1138477.49,,8632.2
C2024-0115,809106,2024-12-27,Settled,114001.65,2025-05-13,4248.02
C2024-0116,315028,2025-03-05,Pending,61481.43,,24168.42
C2024-0117,496027,2024-09-21,Pending,911773.78,,23720.33
C2024-0118,831821,2024-10-31,Pending,751568.24,,28681.27
C2024-0119,124620,2025-01-15,Settled,323838.28,2026-01-15,31025.76
C2024-0120,948942,2025-05-11,Pending,133223.55,,3187.66
C2024-0121,399604,2025-06-07,Pending,421016.17,,21722.99
C2024-0122,162902,2025-01-03,Settled,1033369.18,2025-03-14,14174.93
C2024-0123,489474,2024-11-21,Pending,123476.59,,2246.12
C2024-0124,792361,2024-11-18,Settled,18013.95,2025-03-25,668.76
C2024-0125,151896,2024-10-02,Pending,759708.11,,30949.34
C2024-0126,497450,2025-08-31,Settled,182653.26,2026-01-28,8260.72
C2024-0127,621986,2025-04-19,Pending,383578.51,,16964.99
C2024-0128,972572,2025-07-25,Settled,328400.58,2025-12-27,29120.93
C2024-0129,151001,2025-04-18,Settled,494008.4,2026-04-18,18112.79
C2024-0130,886363,2024-06-08,Pending,228327.61,,21542.24
C2024-0131,827681,2025-06-20,Pending,170511.0,,9325.53
C2024-0132,446794,2024-02-28,Pending,1235486.46,,30292.07
C2024-0133,520307,2025-04-18,Settled,338077.36,2025-09-06,17324.41
C2024-0134,519296,2024-04-04,Pending,403819.07,,20642.76
C2024-0135,832188,2024-12-06,Pending,147152.68,,17808.12
C2024-0136,832367,2025-10-21,Settled,410536.2,2026-01-26,12048.56
C2024-0137,185551,2025-05-09,Pending,154872.23,,14211.18
C2024-0138,442919,2025-05-04,Settled,12094.69,2025-06-10,7204.2
C2024-0139,232898,2024-09-18,Pending,577276.36,,25267.88
C2024-0140,506563,2025-02-21,Pending,516950.19,,30787.94
C2024-0141,939044,2024-11-08,Pending,87517.71,,24935.6
C2024-0142,825090,2025-05-30,Pending,186854.69,,8317.04
C2024-0143,407980,2024-08-24,Pending,36937.01,,3321.39
C2024-0144,228907,2025-02-01,Pending,73734.51,,6820.72
C2024-0145,197502,2025-03-29,Settled,290118.73,2025-05-08,31728.37
C2024-0146,391697,2025-02-20,Settled,111241.97,2026-02-20,4070.99
C2024-0147,294831,2024-07-27,Pending,660130.54,,23031.98
C2024-0148,659471,2024-12-18,Settled,580073.25,2025-04-16,17663.54
C2024-0149,227019,2025-08-07,Pending,26025.83,,2300.29
C2024-0150,418982,2025-01-31,Settled,30286.21,2025-04-08,2020.6
C2024-0151,258249,2025-02-19,Settled,30711.55,2025-04-01,2218.33
C2024-0152,565202,2025-03-02,Pending,29971.9,,2960.63
C2024-0153,342457,2025-04-01,Settled,1384829.25,2025-07-03,30541.43
C2024-0154,104226,2025-11-24,Pending,34215.87,,2933.78
C2024-0155,534810,2025-06-04,Settled,344213.61,2026-06-04,31452.38
C2024-0156,615932,2025-01-03,Settled,1320936.83,2025-03-14,28010.8
C2024-0157,135491,2025-05-24,Pending,37336.37,,1630.24
C2024-0158,907676,2025-02-12,Settled,240405.39,2026-02-12,27057.61
C2024-0159,566020,2025-02-27,Settled,367127.02,2025-06-03,11323.29
C2024-0160,490924,2025-02-07,Pending,467605.4,,12650.24
C2024-0161,731803,2025-02-19,Pending,12088.51,,3233.13
C2024-0162,425127,2025-07-15,Pending,135207.72,,3793.61
C2024-0163,462127,2025-03-28,Pending,891958.84,,13641.11
C2024-0164,676006,2025-07-01,Pending,37034.91,,2349.18
C2024-0165,362406,2025-05-22,Settled,883731.49,2025-09-09,22998.63
C2024-0166,644602,2025-01-28,Settled,17461.71,2025-06-22,3998.87
C2024-0167,302658,2024-07-14,Settled,130020.91,2024-12-05,2880.04
C2024-0168,791172,2025-04-07,Pending,36843.89,,1654.42
C2024-0169,624456,2024-11-21,Settled,39171.37,2025-02-15,2075.28
C2024-0170,984387,2025-03-28,Pending,189877.7,,32300.4
C2024-0171,508554,2025-02-26,Pending,29064.15,,1271.18
C2024-0172,557860,2024-08-05,Pending,39956.77,,1216.43
C2024-0173,643601,2024-09-10,Settled,252049.05,2025-09-10,11357.89
C2024-0174,270464,2025-01-04,Pending,24693.5,,3312.72
C2024-0175,422732,2025-02-09,Settled,189636.67,2025-06-19,8709.81
C2024-0176,891992,2025-06-20,Pending,40424.36,,4101.76
C2024-0177,425912,2024-10-04,Pending,43914.6,,7871.94
C2024-0178,709910,2024-11-19,Pending,159095.94,,18989.0
C2024-0179,649292,2024-08-08,Pending,69924.09,,2135.41
C2024-0180,136653,2025-09-27,Pending,169898.23,,9511.7
C2024-0181,294392,2024-08-29,Pending,41493.26,,4072.18
C2024-0182,158052,2024-11-11,Pending,1046745.02,,18074.12
C2024-0183,305810,2025-05-12,Settled,265526.3,2025-10-07,14091.48
C2024-0184,193497,2024-03-23,Settled,38817.3,2024-09-02,4305.01
C2024-0185,126116,2025-05-22,Pending,720836.79,,25347.85
C2024-0186,831885,2024-02-18,Pending,785988.24,,19553.21
C2024-0187,653411,2024-12-21,Settled,54670.24,2025-03-13,6172.65
C2024-0188,758389,2024-12-22,Pending,60497.19,,1355.75
C2024-0189,767914,2024-04-03,Settled,26525.85,2024-08-20,3719.14
C2024-0190,794416,2024-09-10,Pending,37199.44,,2337.69
C2024-0191,606629,2024-11-20,Pending,758237.72,,7371.35
C2024-0192,312252,2025-03-06,Settled,39480.97,2025-07-07,3750.6
C2024-0193,858071,2024-10-24,Settled,132397.1,2025-04-19,13688.01
C2024-0194,110213,2025-02-28,Settled,1137319.61,2025-06-01,12833.92
C2024-0195,468320,2025-03-16,Pending,316809.91,,32825.32
C2024-0196,503105,2025-10-24,Settled,13645.39,2026-03-22,1228.83
C2024-0197,455060,2024-11-21,Settled,100416.91,2025-05-06,4419.51
C2024-0198,946605,2024-07-29,Settled,157712.58,2025-07-29,4031.81
C2024-0199,258441,2025-09-24,Pending,20943.95,,2857.58
C2024-0200,915321,2024-09-01,Pending,17729.81,,1706.69
C2024-0201,960676,2025-03-17,Settled,34141.63,2025-06-15,3738.48
C2024-0202,107436,2024-12-18,Pending,96450.7,,21477.01
C2024-0203,229489,2024-11-29,Pending,35461.78,,2857.1
C2024-0204,859732,2024-11-23,Pending,104850.47,,3169.97
C2024-0205,776849,2025-11-20,Pending,97476.96,,5859.49
C2024-0206,998053,2024-10-04,Pending,143516.25,,13204.21
C2024-0207,354433,2025-04-04,Pending,51139.54,,7526.7
C2024-0208,827372,2024-03-19,Pending,98054.26,,9296.18
C2024-0209,725701,2025-01-09,Settled,814643.14,2025-05-02,17236.67
C2024-0210,491357,2025-06-27,Settled,46049.52,2025-11-28,3405.99
C2024-0211,196014,2025-05-14,Pending,159736.55,,9108.38
C2024-0212,678321,2024-12-17,Settled,265542.6,2025-06-01,12752.68
C2024-0213,716757,2024-12-10,Pending,48450.22,,4751.35
C2024-0214,275013,2025-10-28,Pending,624546.42,,14056.14
C2024-0215,133618,2025-03-19,Settled,128520.18,2025-08-22,7355.28
C2024-0216,387574,2024-08-04,Pending,831403.89,,10981.14
C2024-0217,983986,2024-12-25,Settled,110834.83,2025-05-23,7975.86
C2024-0218,175601,2025-08-20,Pending,440849.84,,27446.36
C2024-0219,223274,2025-07-18,Pending,69939.94,,26829.81
C2024-0220,144841,2025-05-28,Settled,241291.21,2025-09-13,8122.66
C2024-0221,813240,2024-04-30,Settled,1143956.69,2024-06-11,15713.46
C2024-0222,159286,2024-10-21,Pending,348132.98,,23553.29
C2024-0223,135657,2025-03-29,Pending,544865.51,,25939.91
C2024-0224,554234,2025-04-05,Pending,430073.73,,18922.76
C2024-0225,340323,2025-04-15,Settled,152085.11,2025-07-03,2256.88
C2024-0226,434605,2024-06-18,Pending,258350.57,,37232.4
C2024-0227,662246,2024-09-12,Pending,82632.16,,1475.9
C2024-0228,632389,2024-12-11,Pending,28432.05,,934.34
C2024-0229,844731,2025-09-17,Pending,171117.19,,25430.23
C2024-0230,784959,2025-05-13,Settled,203342.23,2025-09-23,15638.05
C2024-0231,844693,2025-03-26,Pending,23884.01,,2843.47
C2024-0232,731600,2024-08-17,Settled,253323.81,2025-01-22,27876.74
C2024-0233,183249,2024-05-29,Pending,310382.75,,33267.2
C2024-0234,942190,2025-04-28,Pending,13550.37,,5031.61
C2024-0235,836459,2025-03-18,Pending,549921.63,,15278.89
C2024-0236,304319,2025-05-06,Settled,29872.01,2025-09-01,3572.2
C2024-0237,839105,2025-04-01,Settled,38752.99,2025-09-12,4704.51
C2024-0238,741906,2025-09-19,Pending,97579.98,,12751.33
C2024-0239,168228,2025-10-31,Settled,37044.31,2026-10-31,2062.82
C2024-0240,379444,2025-05-17,Pending,23490.94,,3444.31
C2024-0241,463468,2025-01-05,Settled,18969.03,2025-06-19,3673.04
C2024-0242,285670,2025-01-01,Settled,16178.3,2025-06-14,1884.35
C2024-0243,888370,2025-10-02,Settled,99926.74,2026-10-02,4511.54
C2024-0244,663260,2024-08-06,Settled,706758.6,2025-08-06,31781.52
C2024-0245,254740,2025-07-02,Pending,203119.59,,24215.08
C2024-0246,576538,2024-02-13,Pending,730371.48,,18912.88
C2024-0247,525985,2025-02-16,Pending,14042.03,,2105.54
C2024-0248,560098,2025-05-21,Pending,17324.2,,850.86
C2024-0249,279415,2024-05-03,Settled,168842.57,2024-10-25,14044.89
C2024-0250,466876,2025-03-22,Settled,31982.36,2025-08-16,2406.37
C2024-0251,298067,2025-04-11,Pending,32873.03,,2070.89
C2024-0252,139658,2025-05-17,Pending,67279.71,,7086.19
C2024-0253,214792,2024-07-26,Settled,134759.46,2025-07-26,1542.69
C2024-0254,333275,2025-02-15,Pending,47762.63,,4253.12
C2024-0255,764980,2025-02-25,Settled,34467.31,2026-02-25,3514.32
C2024-0256,549715,2025-03-23,Pending,18149.4,,1941.67
C2024-0257,351557,2025-02-15,Settled,153025.85,2025-05-16,16931.6
C2024-0258,663797,2024-11-18,Pending,12001.3,,3410.1
C2024-0259,705905,2025-01-04,Pending,90194.64,,6011.14
C2024-0260,668086,2025-02-20,Pending,298211.32,,24067.33
C2024-0261,875988,2024-10-09,Settled,1325978.74,2025-02-07,31232.26
C2024-0262,180796,2024-07-30,Settled,49571.8,2025-07-30,4411.19
C2024-0263,654255,2025-02-18,Pending,158178.16,,2816.8
C2024-0264,217779,2024-02-06,Settled,111892.8,2024-06-22,5078.8
C2024-0265,213379,2025-08-21,Pending,202174.52,,19697.73
C2024-0266,331203,2024-11-12,Pending,13950.82,,756.77
C2024-0267,406037,2024-05-28,Settled,29285.74,2024-09-12,3664.95
C2024-0268,994959,2025-08-18,Pending,22836.58,,3805.18
C2024-0269,783325,2025-01-13,Pending,23728.49,,1785.89
C2024-0270,191726,2025-08-26,Settled,26460.35,2025-10-07,1025.3
C2024-0271,736128,2024-11-25,Pending,61266.55,,4100.34
C2024-0272,596760,2025-02-25,Settled,1255101.92,2026-02-25,32011.08
C2024-0273,725811,2024-11-11,Pending,35119.64,,849.23
C2024-0274,525234,2025-09-03,Settled,21831.79,2026-01-01,3975.28
C2024-0275,182862,2025-07-20,Settled,108290.11,2025-10-09,21113.12
C2024-0276,853955,2025-07-11,Pending,121731.09,,6177.12
C2024-0277,118238,2024-06-25,Pending,139084.11,,3072.82
C2024-0278,208810,2025-03-08,Settled,137873.3,2025-07-30,8717.71
C2024-0279,432888,2024-07-28,Settled,197610.86,2024-09-03,14791.06
C2024-0280,354523,2025-02-12,Pending,15065.73,,6823.78
C2024-0281,650398,2025-01-31,Pending,669944.09,,13520.28
C2024-0282,973401,2024-07-11,Settled,798765.81,2025-07-11,34854.86
C2024-0283,737316,2025-04-02,Pending,137462.28,,8143.49
C2024-0284,432940,2024-04-22,Settled,120580.95,2025-04-22,6663.06
C2024-0285,608118,2024-06-08,Pending,772865.88,,18908.07
C2024-0286,619390,2024-09-12,Pending,975544.97,,20376.01
C2024-0287,731194,2025-02-16,Settled,16434.24,2026-02-16,1429.86
C2024-0288,286734,2025-06-28,Settled,25890.93,2025-08-01,3498.6
C2024-0289,800128,2025-01-22,Pending,130810.4,,5103.25
C2024-0290,597600,2025-04-04,Pending,243086.1,,13818.92
C2024-0291,768677,2024-04-02,Pending,661654.14,,37224.31
C2024-0292,555133,2024-12-24,Pending,70791.83,,4675.39
C2024-0293,722085,2025-05-21,Pending,21404.62,,3575.53
C2024-0294,240187,2025-03-02,Settled,188971.86,2025-04-07,9333.1
C2024-0295,223747,2025-05-08,Settled,122298.33,2025-09-10,16069.27
C2024-0296,899328,2024-11-09,Settled,20061.25,2025-01-09,1445.95
C2024-0297,121785,2024-11-29,Settled,83845.06,2025-03-26,4670.05
C2024-0298,607597,2025-08-06,Pending,1098558.5,,18257.0
C2024-0299,127512,2024-05-22,Pending,253367.66,,26666.51
C2024-0300,410365,2025-02-13,Settled,661554.87,2026-02-13,13738.95
C2024-0301,821626,2024-10-08,Settled,37025.13,2025-10-08,3746.84
C2024-0302,897589,2024-07-09,Settled,12036.2,2025-07-09,2652.99
C2024-0303,602415,2024-11-01,Pending,179673.58,,8072.39
C2024-0304,843738,2024-09-18,Settled,38039.56,2024-12-14,3417.71
C2024-0305,693853,2025-03-23,Settled,269209.35,2025-05-25,14447.01
C2024-0306,959990,2025-06-24,Settled,118918.37,2025-08-27,7171.32
C2024-0307,838641,2025-05-25,Settled,24607.5,2025-10-09,3105.57
C2024-0308,612439,2024-11-02,Pending,74396.47,,17055.9
C2024-0309,270167,2024-12-03,Settled,149397.51,2025-01-15,13628.92
C2024-0310,472263,2025-06-14,Settled,676378.86,2025-08-10,15727.83
C2024-0311,830157,2025-01-29,Settled,153070.87,2025-04-10,7797.29
C2024-0312,272834,2025-09-24,Pending,24610.52,,3243.19
C2024-0313,185351,2024-09-16,Pending,134283.58,,25791.65
C2024-0314,841851,2025-01-12,Settled,66372.39,2025-05-13,3794.24
C2024-0315,266270,2024-07-06,Settled,127306.43,2025-07-06,1978.13
C2024-0316,761261,2024-07-20,Pending,29911.68,,2495.55
C2024-0317,379869,2024-08-19,Settled,42369.29,2025-01-02,4817.24
C2024-0318,544357,2025-10-16,Pending,12305.42,,3028.57
C2024-0319,894957,2025-01-22,Pending,483012.2,,17582.29
C2024-0320,821045,2025-06-15,Settled,24277.54,2025-10-13,7150.24
C2024-0321,481191,2024-11-04,Pending,191713.91,,7229.46
C2024-0322,147534,2025-02-17,Pending,130074.54,,5700.36
C2024-0323,195511,2025-02-15,Settled,669997.58,2025-06-03,17728.83
C2024-0324,753963,2024-12-09,Settled,16897.97,2025-06-07,1919.67
C2024-0325,158449,2025-02-04,Pending,245194.46,,7529.01
C2024-0326,414201,2024-08-07,Pending,134076.57,,2996.1
C2024-0327,766867,2024-06-14,Pending,47969.49,,4428.28
C2024-0328,957331,2025-04-01,Settled,16708.41,2026-04-01,3878.33
C2024-0329,681965,2024-12-17,Settled,81327.41,2025-05-28,18605.77
C2024-0330,436532,2025-05-01,Pending,115638.82,,3102.37
C2024-0331,764188,2025-09-14,Pending,915831.62,,43617.34
C2024-0332,441632,2024-07-11,Pending,391187.82,,38239.15
C2024-0333,745989,2024-11-17,Pending,219604.24,,30650.93
C2024-0334,809628,2025-09-02,Pending,349017.29,,30546.79
C2024-0335,127798,2025-03-06,Pending,777312.7,,29479.93
C2024-0336,230298,2024-12-11,Pending,38890.31,,3309.7
C2024-0337,847918,2025-09-06,Pending,73970.42,,1596.14
C2024-0338,142419,2025-07-06,Settled,238277.85,2026-07-06,17191.44
C2024-0339,270703,2025-01-18,Pending,207103.32,,10874.53
C2024-0340,167506,2025-02-05,Settled,179913.32,2025-03-15,9363.84
C2024-0341,258962,2024-07-14,Settled,176335.79,2024-11-10,11784.66
C2024-0342,645599,2024-08-12,Settled,403002.2,2025-08-12,39083.63
C2024-0343,680140,2024-10-28,Pending,151896.35,,24285.85
C2024-0344,161168,2025-03-09,Pending,644575.64,,9655.16
C2024-0345,204062,2024-12-06,Settled,96255.36,2025-03-13,22339.55
C2024-0346,518692,2024-11-11,Pending,879511.88,,14992.21
C2024-0347,448440,2025-10-19,Settled,94075.1,2026-02-27,7607.53
C2024-0348,957998,2025-04-21,Settled,16993.28,2025-06-07,3776.93
C2024-0349,669867,2024-08-11,Pending,1026220.53,,23482.01
C2024-0350,746872,2024-09-29,Pending,225371.27,,17972.04
C2024-0351,793588,2025-02-24,Pending,104798.96,,3357.8
C2024-0352,801243,2024-10-16,Settled,531409.97,2025-02-09,14178.05
C2024-0353,706428,2024-09-10,Settled,20305.39,2025-02-02,3729.22
C2024-0354,360294,2024-08-26,Pending,851947.58,,13771.66
C2024-0355,435673,2025-07-13,Pending,26154.48,,2497.55
C2024-0356,787178,2025-05-10,Pending,372939.98,,31691.24
C2024-0357,180149,2024-10-24,Settled,40368.35,2025-10-24,4673.54
C2024-0358,507331,2024-10-23,Pending,14971.62,,3600.88
C2024-0359,305771,2024-03-06,Settled,30068.51,2024-07-23,2036.34
C2024-0360,381546,2025-03-30,Pending,23267.79,,2201.97
C2024-0361,593329,2025-01-01,Pending,83450.95,,6902.36
C2024-0362,383847,2024-12-06,Pending,343823.71,,13252.14
C2024-0363,625796,2024-11-18,Settled,29422.64,2024-12-18,5266.88
C2024-0364,844572,2025-01-17,Settled,13158.17,2025-05-23,3595.93
C2024-0365,636170,2025-04-10,Pending,139271.69,,24398.11
C2024-0366,519728,2025-02-04,Settled,173770.79,2025-08-03,6961.95
C2024-0367,370345,2025-08-23,Pending,22536.57,,2318.52
C2024-0368,188374,2024-11-29,Settled,810967.61,2025-01-01,26652.36
C2024-0369,666797,2024-07-14,Pending,35643.09,,5169.42
C2024-0370,480245,2025-06-30,Settled,80666.08,2025-10-27,17912.87
C2024-0371,327649,2025-09-26,Pending,22147.22,,692.49
C2024-0372,567817,2025-02-17,Pending,121112.04,,6595.85
C2024-0373,537886,2025-03-24,Pending,29744.07,,1241.68
C2024-0374,105382,2024-03-15,Pending,84217.16,,7079.59
C2024-0375,933305,2024-07-03,Settled,178308.28,2024-09-19,8109.85
C2024-0376,315598,2025-01-12,Settled,14406.89,2026-01-12,1067.13
C2024-0377,694067,2025-09-01,Settled,96012.61,2026-02-19,7285.36
C2024-0378,803348,2024-06-05,Pending,182362.7,,7497.34
C2024-0379,106716,2025-08-08,Pending,72937.29,,5256.22
C2024-0380,770668,2024-10-13,Pending,17543.4,,2955.22
C2024-0381,243903,2025-01-16,Pending,18623.02,,2053.03
C2024-0382,850317,2024-10-02,Pending,20124.09,,3483.45
C2024-0383,146103,2025-01-31,Pending,91567.78,,5453.11
C2024-0384,983667,2024-09-08,Pending,719027.83,,12589.13
C2024-0385,434576,2024-10-02,Pending,1193290.16,,6491.43
C2024-0386,633360,2024-08-02,Pending,134972.65,,18134.61
C2024-0387,945581,2024-08-14,Settled,23383.72,2024-09-19,3181.92
C2024-0388,670264,2024-11-24,Pending,60330.64,,2187.13
C2024-0389,336698,2025-03-18,Settled,15463.68,2026-03-18,3512.78
C2024-0390,554883,2024-09-05,Settled,39683.73,2025-01-02,3975.4
C2024-0391,903614,2025-02-07,Pending,20606.92,,3889.81
C2024-0392,810808,2025-09-13,Pending,205739.19,,6370.3
C2024-0393,764335,2025-01-26,Settled,47067.37,2025-05-15,4191.29
C2024-0394,431089,2025-06-26,Pending,1003786.72,,14415.27
C2024-0395,290720,2025-07-08,Pending,14877.99,,1959.96
C2024-0396,408155,2025-08-28,Pending,217048.37,,21369.93
C2024-0397,433749,2024-06-18,Pending,1144313.69,,26582.32
C2024-0398,967486,2025-04-13,Pending,187769.49,,33638.86
C2024-0399,523120,2025-09-25,Settled,14722.69,2026-02-07,2604.56
C2024-0400,943608,2025-02-25,Pending,87433.08,,16374.89
C2024-0401,828233,2024-10-03,Pending,14709.19,,711.07
C2024-0402,714674,2024-04-20,Settled,184137.47,2024-07-19,18333.63
C2024-0403,858309,2024-07-02,Pending,1160377.7,,19461.62
C2024-0404,700275,2025-06-26,Pending,80134.43,,6930.75
