Policy_ID,Issue_Date,Effective_Date,End_Of_Effective_Date,Reference_Date,Sales_Location,Line_Of_Business,Sales_Channel,Premium_Amount
915173,2020-01-24,2020-01-24,2021-01-23,2020-12-31,Switzerland,Residence,Digital,92843.57
562602,2020-03-26,2020-03-26,2021-03-26,2020-12-31,Norway,Engineering,Non-Digital,212892.9
306501,2020-08-01,2020-08-01,2021-08-01,2020-12-31,France,Auto,Non-Digital,45597.11
553814,2020-10-02,2020-10-02,2021-10-02,2020-12-31,Denmark,Liability,Non-Digital,219905.63
580453,2020-03-06,2020-03-06,2021-03-06,2020-12-31,Italy,Transportation,Digital,41749.88
646854,2020-11-07,2020-11-07,2021-11-07,2020-12-31,Portugal,Auto,Non-Digital,34904.86
979168,2020-03-17,2020-03-17,2021-03-17,2020-12-31,Sweden,Auto,Non-Digital,24689.04
463419,2020-07-15,2020-07-15,2021-07-15,2020-12-31,Italy,Liability,Non-Digital,457819.25
697951,2020-12-04,2020-12-04,2021-12-04,2020-12-31,Portugal,Liability,Non-Digital,220810.31
412596,2020-10-16,2020-10-16,2021-10-16,2020-12-31,Germany,Liability,Digital,458755.32
538277,2020-07-24,2020-07-24,2021-07-24,2020-12-31,Denmark,Auto,Non-Digital,42756.46
482041,2020-07-16,2020-07-16,2021-07-16,2020-12-31,Netherlands,Auto,Non-Digital,2366.69
179362,2020-10-03,2020-10-03,2021-10-03,2020-12-31,Sweden,Transportation,Non-Digital,71685.19
718053,2020-08-25,2020-08-25,2021-08-25,2020-12-31,Sweden,Engineering,Digital,341053.81
115535,2020-03-06,2020-03-06,2021-03-06,2020-12-31,Netherlands,Auto,Digital,44117.59
106855,2020-07-01,2020-07-01,2021-07-01,2020-12-31,Denmark,Liability,Non-Digital,446507.62
545481,2020-10-16,2020-10-16,2021-10-16,2020-12-31,France,Transportation,Non-Digital,136109.82
773364,2020-07-15,2020-07-15,2021-07-15,2020-12-31,Germany,Residence,Digital,9254.61
184936,2020-03-17,2020-03-17,2021-03-17,2020-12-31,Portugal,Engineering,Non-Digital,379728.03
899422,2020-07-25,2020-07-25,2021-07-25,2020-12-31,Netherlands,Engineering,Digital,294946.69
857142,2020-07-04,2020-07-04,2021-07-04,2020-12-31,France,Engineering,Non-Digital,299289.83
364198,2020-08-26,2020-08-26,2021-08-26,2020-12-31,Norway,Auto,Non-Digital,22671.6
475315,2020-10-30,2020-10-30,2021-10-30,2020-12-31,France,Liability,Digital,142053.6
337135,2020-10-16,2020-10-16,2021-10-16,2020-12-31,Sweden,Residence,Non-Digital,38398.98
301922,2020-08-29,2020-08-29,2021-08-29,2020-12-31,Sweden,Residence,Digital,17118.19
886551,2020-09-20,2020-09-20,2021-09-20,2020-12-31,France,Auto,Digital,9675.75
169692,2020-11-30,2020-11-30,2021-11-30,2020-12-31,Portugal,Residence,Digital,37864.53
923377,2020-11-08,2020-11-08,2021-11-08,2020-12-31,Netherlands,Residence,Non-Digital,36883.19
296815,2020-09-21,2020-09-21,2021-09-21,2020-12-31,Sweden,Residence,Digital,17415.83
385942,2020-03-04,2020-03-04,2021-03-04,2020-12-31,Portugal,Residence,Non-Digital,92810.64
765312,2020-09-30,2020-09-30,2021-09-30,2020-12-31,Portugal,Liability,Digital,62331.83
208272,2020-12-23,2020-12-23,2021-12-23,2020-12-31,France,Transportation,Non-Digital,164559.55
111909,2020-01-08,2020-01-08,2021-01-07,2020-12-31,Norway,Engineering,Digital,244989.74
283896,2020-12-17,2020-12-17,2021-12-17,2020-12-31,France,Auto,Non-Digital,38510.94
149741,2020-07-23,2020-07-23,2021-07-23,2020-12-31,Norway,Residence,Digital,52639.67
743381,2020-02-13,2020-02-13,2021-02-12,2020-12-31,France,Engineering,Non-Digital,331381.87
519486,2020-01-26,2020-01-26,2021-01-25,2020-12-31,France,Residence,Digital,15038.96
604424,2020-12-19,2020-12-19,2021-12-19,2020-12-31,Sweden,Transportation,Non-Digital,75299.92
203599,2020-08-28,2020-08-28,2021-08-28,2020-12-31,Sweden,Liability,Non-Digital,313455.26
263072,2020-08-27,2020-08-27,2021-08-27,2020-12-31,Switzerland,Transportation,Non-Digital,189980.42
137577,2020-03-13,2020-03-13,2021-03-13,2020-12-31,Switzerland,Residence,Non-Digital,44668.94
197507,2020-03-30,2020-03-30,2021-03-30,2020-12-31,Germany,Auto,Digital,6254.09
225004,2020-12-30,2020-12-30,2021-12-30,2020-12-31,Germany,Residence,Digital,81464.97
106649,2020-06-29,2020-06-29,2021-06-29,2020-12-31,Germany,Transportation,Digital,180972.37
928735,2020-09-24,2020-09-24,2021-09-24,2020-12-31,Switzerland,Transportation,Non-Digital,90353.55
415469,2020-08-04,2020-08-04,2021-08-04,2020-12-31,Netherlands,Residence,Non-Digital,29271.7
862690,2020-08-21,2020-08-21,2021-08-21,2020-12-31,Norway,Transportation,Non-Digital,162652.93
807926,2020-04-15,2020-04-15,2021-04-15,2020-12-31,Norway,Transportation,Digital,48334.33
426119,2020-02-21,2020-02-21,2021-02-20,2020-12-31,Portugal,Transportation,Digital,126456.28
647123,2020-11-24,2020-11-24,2021-11-24,2020-12-31,Switzerland,Auto,Non-Digital,41446.33
874492,2020-11-14,2020-11-14,2021-11-14,2020-12-31,Switzerland,Residence,Non-Digital,54865.48
576097,2020-01-31,2020-01-31,2021-01-30,2020-12-31,Germany,Liability,Non-Digital,380561.7
430336,2020-06-22,2020-06-22,2021-06-22,2020-12-31,Germany,Residence,Digital,48390.66
134945,2020-06-23,2020-06-23,2021-06-23,2020-12-31,Germany,Auto,Digital,30020.5
901311,2020-02-17,2020-02-17,2021-02-16,2020-12-31,Netherlands,Residence,Digital,33390.54
402595,2020-12-20,2020-12-20,2021-12-20,2020-12-31,Sweden,Auto,Digital,22321.89
612841,2020-02-26,2020-02-26,2021-02-25,2020-12-31,Portugal,Transportation,Non-Digital,43712.28
193188,2020-09-08,2020-09-08,2021-09-08,2020-12-31,Portugal,Residence,Digital,10219.53
772247,2020-05-14,2020-05-14,2021-05-14,2020-12-31,Denmark,Engineering,Non-Digital,360499.29
414900,2020-12-07,2020-12-07,2021-12-07,2020-12-31,Denmark,Residence,Digital,40784.78
323286,2020-01-30,2020-01-30,2021-01-29,2020-12-31,Netherlands,Transportation,Digital,59734.08
654696,2020-12-02,2020-12-02,2021-12-02,2020-12-31,Germany,Transportation,Digital,238964.7
925921,2020-04-26,2020-04-26,2021-04-26,2020-12-31,Sweden,Residence,Non-Digital,7811.09
656307,2020-11-29,2020-11-29,2021-11-29,2020-12-31,Norway,Engineering,Non-Digital,499099.15
371000,2020-10-25,2020-10-25,2021-10-25,2020-12-31,Sweden,Transportation,Digital,107539.02
410912,2020-11-18,2020-11-18,2021-11-18,2020-12-31,Denmark,Residence,Non-Digital,35361.71
936579,2020-03-15,2020-03-15,2021-03-15,2020-12-31,Netherlands,Residence,Non-Digital,93407.47
677333,2020-03-20,2020-03-20,2021-03-20,2020-12-31,Denmark,Transportation,Digital,147463.23
313302,2020-05-10,2020-05-10,2021-05-10,2020-12-31,Norway,Transportation,Digital,96652.03
585332,2020-02-07,2020-02-07,2021-02-06,2020-12-31,Germany,Residence,Digital,79940.08
966261,2020-03-08,2020-03-08,2021-03-08,2020-12-31,Netherlands,Residence,Digital,8560.33
487247,2020-05-31,2020-05-31,2021-05-31,2020-12-31,Portugal,Engineering,Digital,329334.58
540291,2020-05-08,2020-05-08,2021-05-08,2020-12-31,Italy,Auto,Digital,12632.63
808537,2020-06-16,2020-06-16,2021-06-16,2020-12-31,Switzerland,Liability,Digital,100976.23
487599,2020-03-23,2020-03-23,2021-03-23,2020-12-31,France,Engineering,Non-Digital,85777.27
355975,2020-10-12,2020-10-12,2021-10-12,2020-12-31,Denmark,Engineering,Non-Digital,72305.94
383443,2020-04-07,2020-04-07,2021-04-07,2020-12-31,Denmark,Residence,Digital,37538.42
882214,2020-10-30,2020-10-30,2021-10-30,2020-12-31,Denmark,Auto,Non-Digital,14152.1
805288,2020-07-22,2020-07-22,2021-07-22,2020-12-31,Netherlands,Residence,Non-Digital,54140.08
278590,2020-12-19,2020-12-19,2021-12-19,2020-12-31,Portugal,Engineering,Non-Digital,268230.23
313378,2020-11-05,2020-11-05,2021-11-05,2020-12-31,Sweden,Auto,Digital,27161.11
945567,2020-01-07,2020-01-07,2021-01-06,2020-12-31,Switzerland,Transportation,Non-Digital,140985.44
954960,2020-09-02,2020-09-02,2021-09-02,2020-12-31,Norway,Auto,Non-Digital,25860.26
479466,2020-09-11,2020-09-11,2021-09-11,2020-12-31,Switzerland,Liability,Non-Digital,381975.4
311861,2020-05-12,2020-05-12,2021-05-12,2020-12-31,Italy,Auto,Digital,3700.12
691246,2020-07-27,2020-07-27,2021-07-27,2020-12-31,Germany,Auto,Non-Digital,15370.84
162274,2020-03-17,2020-03-17,2021-03-17,2020-12-31,Germany,Residence,Non-Digital,48701.4
599596,2020-12-11,2020-12-11,2021-12-11,2020-12-31,Germany,Liability,Digital,172830.61
586919,2020-05-28,2020-05-28,2021-05-28,2020-12-31,Italy,Engineering,Non-Digital,382728.64
415821,2020-03-02,2020-03-02,2021-03-02,2020-12-31,Netherlands,Residence,Digital,69547.44
504104,2020-04-05,2020-04-05,2021-04-05,2020-12-31,Italy,Transportation,Digital,137531.5
224538,2020-02-12,2020-02-12,2021-02-11,2020-12-31,Germany,Auto,Digital,39692.2
487529,2020-08-24,2020-08-24,2021-08-24,2020-12-31,Italy,Transportation,Digital,190632.8
852887,2020-12-14,2020-12-14,2021-12-14,2020-12-31,France,Auto,Non-Digital,45450.31
150927,2020-12-17,2020-12-17,2021-12-17,2020-12-31,Portugal,Transportation,Digital,17221.24
970105,2020-12-23,2020-12-23,2021-12-23,2020-12-31,France,Residence,Digital,40811.55
953502,2020-01-18,2020-01-18,2021-01-17,2020-12-31,Switzerland,Engineering,Digital,476670.6
342643,2020-03-30,2020-03-30,2021-03-30,2020-12-31,Germany,Liability,Digital,429561.55
418511,2020-07-01,2020-07-01,2021-07-01,2020-12-31,France,Residence,Digital,7111.54
400580,2020-10-19,2020-10-19,2021-10-19,2020-12-31,Netherlands,Residence,Non-Digital,42469.76
208921,2020-10-03,2020-10-03,2021-10-03,2020-12-31,Norway,Residence,Non-Digital,28116.33
590712,2020-02-17,2020-02-17,2021-02-16,2020-12-31,France,Residence,Digital,93996.67
850309,2020-09-13,2020-09-13,2021-09-13,2020-12-31,Norway,Engineering,Digital,326108.97
727351,2020-12-20,2020-12-20,2021-12-20,2020-12-31,France,Residence,Digital,40364.34
178475,2020-01-13,2020-01-13,2021-01-12,2020-12-31,Netherlands,Auto,Digital,39148.02
150609,2020-12-17,2020-12-17,2021-12-17,2020-12-31,France,Engineering,Digital,354913.78
576287,2020-01-14,2020-01-14,2021-01-13,2020-12-31,Netherlands,Auto,Digital,48542.24
970530,2020-11-09,2020-11-09,2021-11-09,2020-12-31,Germany,Residence,Digital,25353.0
144375,2020-08-01,2020-08-01,2021-08-01,2020-12-31,Portugal,Engineering,Non-Digital,419759.38
850112,2020-04-11,2020-04-11,2021-04-11,2020-12-31,Sweden,Auto,Digital,8532.71
563568,2020-08-15,2020-08-15,2021-08-15,2020-12-31,Denmark,Auto,Digital,30655.45
103319,2020-04-24,2020-04-24,2021-04-24,2020-12-31,Netherlands,Residence,Non-Digital,55640.72
976034,2020-06-14,2020-06-14,2021-06-14,2020-12-31,Italy,Residence,Digital,72932.8
544964,2020-10-22,2020-10-22,2021-10-22,2020-12-31,Germany,Transportation,Digital,107014.32
784800,2020-12-05,2020-12-05,2021-12-05,2020-12-31,Norway,Transportation,Digital,166062.19
383115,2020-05-09,2020-05-09,2021-05-09,2020-12-31,Sweden,Liability,Digital,315365.95
668491,2020-08-05,2020-08-05,2021-08-05,2020-12-31,Denmark,Engineering,Non-Digital,442287.01
251320,2020-01-02,2020-01-02,2021-01-01,2020-12-31,Denmark,Residence,Non-Digital,45872.86
185378,2020-04-29,2020-04-29,2021-04-29,2020-12-31,France,Liability,Digital,384375.48
308129,2020-03-26,2020-03-26,2021-03-26,2020-12-31,Germany,Auto,Non-Digital,34840.41
213493,2020-12-19,2020-12-19,2021-12-19,2020-12-31,Portugal,Transportation,Non-Digital,30397.29
305779,2020-08-30,2020-08-30,2021-08-30,2020-12-31,Switzerland,Residence,Digital,17902.75
421429,2020-03-08,2020-03-08,2021-03-08,2020-12-31,Sweden,Residence,Digital,48938.52
997768,2020-10-18,2020-10-18,2021-10-18,2020-12-31,Italy,Residence,Non-Digital,59137.9
369204,2020-11-03,2020-11-03,2021-11-03,2020-12-31,Netherlands,Residence,Digital,82035.48
221394,2020-11-26,2020-11-26,2021-11-26,2020-12-31,Switzerland,Auto,Digital,21524.22
428132,2020-02-25,2020-02-25,2021-02-24,2020-12-31,Germany,Auto,Non-Digital,14847.72
120442,2020-10-04,2020-10-04,2021-10-04,2020-12-31,Germany,Auto,Digital,2134.72
734756,2020-05-25,2020-05-25,2021-05-25,2020-12-31,Italy,Residence,Non-Digital,94863.47
138245,2020-08-28,2020-08-28,2021-08-28,2020-12-31,Norway,Residence,Non-Digital,57838.08
155032,2020-10-15,2020-10-15,2021-10-15,2020-12-31,France,Liability,Non-Digital,317553.85
411716,2020-10-11,2020-10-11,2021-10-11,2020-12-31,Switzerland,Residence,Non-Digital,49713.74
350578,2020-01-03,2020-01-03,2021-01-02,2020-12-31,Denmark,Residence,Digital,10573.29
527759,2020-01-21,2020-01-21,2021-01-20,2020-12-31,Italy,Engineering,Non-Digital,459891.38
658762,2020-11-17,2020-11-17,2021-11-17,2020-12-31,Italy,Transportation,Digital,233921.25
613080,2020-11-03,2020-11-03,2021-11-03,2020-12-31,Netherlands,Residence,Digital,23002.88
111101,2020-06-17,2020-06-17,2021-06-17,2020-12-31,Germany,Auto,Digital,4676.84
482422,2020-03-12,2020-03-12,2021-03-12,2020-12-31,Sweden,Residence,Non-Digital,11442.17
966660,2020-06-21,2020-06-21,2021-06-21,2020-12-31,Italy,Engineering,Non-Digital,122543.66
252848,2020-01-03,2020-01-03,2021-01-02,2020-12-31,France,Auto,Digital,24232.64
641708,2020-08-10,2020-08-10,2021-08-10,2020-12-31,Norway,Liability,Non-Digital,312870.84
195944,2020-05-11,2020-05-11,2021-05-11,2020-12-31,Germany,Liability,Non-Digital,175765.86
857028,2020-01-15,2020-01-15,2021-01-14,2020-12-31,Switzerland,Residence,Digital,81906.06
428342,2020-11-27,2020-11-27,2021-11-27,2020-12-31,France,Residence,Non-Digital,3505.21
651577,2020-12-28,2020-12-28,2021-12-28,2020-12-31,France,Liability,Non-Digital,387146.5
777325,2020-03-29,2020-03-29,2021-03-29,2020-12-31,Portugal,Residence,Non-Digital,62703.57
872608,2020-09-04,2020-09-04,2021-09-04,2020-12-31,Netherlands,Transportation,Non-Digital,192608.5
158444,2020-08-26,2020-08-26,2021-08-26,2020-12-31,Sweden,Residence,Non-Digital,66176.6
703498,2020-12-29,2020-12-29,2021-12-29,2020-12-31,Germany,Auto,Digital,46357.62
766646,2020-08-14,2020-08-14,2021-08-14,2020-12-31,Denmark,Liability,Digital,103736.6
548323,2020-10-18,2020-10-18,2021-10-18,2020-12-31,France,Auto,Digital,36654.08
433900,2020-12-04,2020-12-04,2021-12-04,2020-12-31,Norway,Transportation,Non-Digital,191090.06
604169,2020-03-15,2020-03-15,2021-03-15,2020-12-31,Denmark,Residence,Non-Digital,97044.1
367217,2020-03-01,2020-03-01,2021-03-01,2020-12-31,France,Liability,Non-Digital,146934.02
856431,2020-02-16,2020-02-16,2021-02-15,2020-12-31,Norway,Liability,Non-Digital,306262.13
966016,2020-06-20,2020-06-20,2021-06-20,2020-12-31,Denmark,Auto,Digital,40795.87
598983,2020-12-29,2020-12-29,2021-12-29,2020-12-31,Sweden,Residence,Digital,23826.37
577537,2020-11-09,2020-11-09,2021-11-09,2020-12-31,Italy,Auto,Non-Digital,46830.84
112989,2020-05-27,2020-05-27,2021-05-27,2020-12-31,Germany,Engineering,Non-Digital,466961.86
305679,2020-07-03,2020-07-03,2021-07-03,2020-12-31,Netherlands,Transportation,Non-Digital,169302.66
377286,2020-02-08,2020-02-08,2021-02-07,2020-12-31,Denmark,Residence,Non-Digital,82117.11
444965,2020-12-01,2020-12-01,2021-12-01,2020-12-31,Netherlands,Transportation,Digital,230839.14
956932,2020-01-16,2020-01-16,2021-01-15,2020-12-31,Germany,Engineering,Non-Digital,329003.74
347374,2020-11-26,2020-11-26,2021-11-26,2020-12-31,Germany,Transportation,Non-Digital,165060.45
189066,2020-06-04,2020-06-04,2021-06-04,2020-12-31,Denmark,Residence,Digital,34281.62
305889,2020-08-03,2020-08-03,2021-08-03,2020-12-31,Germany,Transportation,Non-Digital,216123.42
