Claim_ID,Policy_ID,Occurrence_Date,Claim_Status,Claim_Amount,Payment_Date,Expense_Amount
C2020-0098,418511,2021-02-09,Pending,67574.57,,3499.18
C2020-0099,208921,2021-09-16,Settled,57429.91,2022-09-16,7740.74
C2020-0100,590712,2020-10-07,Pending,158985.01,,7605.07
C2020-0101,850309,2021-05-02,Pending,1418373.59,,28907.3
C2020-0102,727351,2021-09-12,Settled,91650.5,2021-12-28,4076.71
C2020-0103,178475,2020-11-22,Pending,36965.16,,2163.7
C2020-0104,563568,2021-02-21,Settled,36376.76,2021-08-09,2256.68
C2020-0105,784800,2021-06-23,Pending,164940.75,,21962.88
C2020-0106,383115,2021-01-22,Pending,652224.55,,35698.83
C2020-0107,185378,2020-10-06,Pending,335536.68,,34013.43
C2020-0108,213493,2021-08-19,Settled,189664.5,2021-12-13,8966.07
C2020-0109,421429,2020-06-17,Settled,32544.17,2020-09-22,5869.53
C2020-0110,997768,2021-05-13,Pending,101239.99,,7689.42
C2020-0111,369204,2021-02-08,Pending,157188.04,,4347.37
C2020-0112,221394,2021-01-12,Pending,12894.21,,3133.89
C2020-0113,428132,2020-04-27,Pending,19179.95,,782.85
C2020-0114,734756,2021-01-11,Settled,163029.01,2021-04-14,8024.9
C2020-0115,138245,2021-05-04,Pending,122375.5,,1986.78
C2020-0116,155032,2021-09-08,Pending,734579.83,,35375.4
C2020-0117,350578,2020-04-05,Settled,150710.48,2020-06-25,2010.18
C2020-0118,658762,2021-05-02,Pending,167618.3,,11814.39
C2020-0119,111101,2021-03-08,Pending,39868.64,,2320.61
C2020-0120,482422,2020-06-29,Settled,88881.74,2020-11-20,6724.08
C2020-0121,641708,2021-03-05,Pending,245579.47,,25600.73
C2020-0122,777325,2020-06-26,Pending,18221.22,,2292.48
C2020-0123,872608,2021-03-19,Settled,216911.26,2021-06-27,13860.65
C2020-0124,158444,2021-06-11,Settled,92018.85,2021-11-16,3226.78
C2020-0125,548323,2021-09-30,Pending,22842.38,,3987.03
C2020-0126,604169,2020-11-09,Settled,156168.58,2021-11-09,3445.08
C2020-0127,856431,2020-08-23,Pending,221086.48,,18097.47
C2020-0128,112989,2021-03-25,Settled,738024.82,2021-06-24,17439.06
C2020-0129,305679,2021-05-21,Pending,265188.24,,9411.49
C2020-0130,444965,2021-08-30,Settled,186841.17,2022-08-30,8989.37
C2020-0131,956932,2020-03-28,Pending,417956.41,,17735.26
C2020-0132,189066,2021-04-02,Pending,136706.25,,5355.29
C2020-0133,993351,2021-06-15,Settled,131659.01,2021-11-20,6682.48
C2020-0134,487792,2021-01-17,Pending,225633.54,,27444.4
C2020-0135,743095,2020-05-28,Pending,238609.93,,23159.61
C2020-0136,120204,2020-12-10,Settled,25782.41,2021-04-26,662.0
C2020-0137,294117,2020-10-10,Settled,135805.52,2020-11-10,7236.74
C2020-0138,490607,2021-08-25,Pending,150849.19,,7506.05
C2020-0139,938281,2021-06-12,Pending,611501.66,,32744.84
C2020-0140,923921,2020-05-08,Settled,311677.57,2020-09-09,11785.98
C2020-0141,641763,2020-05-24,Settled,245678.61,2020-09-05,11216.37
C2020-0142,812963,2020-07-31,Pending,427124.22,,35217.94
C2020-0143,398618,2021-06-23,Settled,71923.93,2021-07-27,6577.07
C2020-0144,599650,2021-01-24,Settled,40830.12,2021-06-27,2777.81
C2020-0145,833372,2021-02-16,Settled,53493.67,2022-02-16,5471.74
C2020-0146,697977,2020-10-05,Settled,26314.73,2020-11-21,1344.56
C2020-0147,592435,2020-05-17,Pending,133873.61,,25301.4
C2020-0148,633725,2021-09-06,Pending,1197758.22,,9641.35
C2020-0149,125363,2020-06-15,Pending,27201.12,,2520.89
C2020-0150,588319,2021-01-07,Settled,709949.66,2021-05-06,30871.8
C2020-0151,504458,2021-01-23,Settled,26520.28,2021-05-12,1166.11
C2020-0152,463061,2020-08-04,Settled,169536.42,2020-12-15,8631.02
C2020-0153,692208,2020-12-16,Pending,150628.62,,7385.44
C2020-0154,598108,2020-06-23,Settled,12146.97,2020-11-19,1340.81
C2020-0155,106018,2021-04-21,Settled,108761.2,2022-04-21,2215.46
C2020-0156,449604,2021-02-05,Pending,38474.32,,2155.93
C2020-0157,411916,2021-01-19,Pending,963241.64,,12876.96
C2020-0158,937414,2021-03-04,Pending,174471.69,,17981.42
C2020-0159,703017,2020-06-12,Settled,24641.43,2020-11-26,1784.48
C2020-0160,125864,2021-04-10,Settled,132904.58,2021-07-14,3554.45
C2020-0161,477541,2021-02-04,Settled,571891.71,2021-06-24,14479.2
C2020-0162,525338,2021-06-22,Pending,143576.9,,5859.92
C2020-0163,413836,2021-10-30,Pending,112501.74,,6311.56
C2020-0164,975964,2020-12-17,Settled,272556.09,2021-03-24,17752.45
C2020-0165,562310,2020-12-23,Settled,333619.32,2021-04-03,8080.99
C2020-0166,803021,2020-03-31,Pending,15851.87,,2581.55
C2020-0167,872421,2020-12-08,Settled,27739.77,2021-03-04,2940.31
C2020-0168,594502,2021-05-30,Pending,154505.32,,18160.23
C2020-0169,831964,2021-10-18,Settled,112737.0,2021-12-29,4525.25
C2020-0170,273131,2021-07-17,Settled,38925.1,2022-07-17,895.88
C2020-0171,309648,2020-10-11,Pending,112525.11,,1292.15
C2020-0172,229827,2021-06-04,Settled,20904.28,2021-11-22,1022.14
C2020-0173,233412,2021-09-14,Pending,347822.96,,33562.17
C2020-0174,616497,2021-04-07,Pending,108890.73,,21823.97
C2020-0175,946654,2020-07-27,Pending,104371.95,,1665.92
C2020-0176,635250,2020-06-15,Pending,603194.37,,19852.23
C2020-0177,105111,2021-01-28,Settled,72615.2,2021-03-21,5365.75
C2020-0178,433245,2020-09-13,Pending,419151.47,,14611.49
C2020-0179,967589,2020-11-24,Settled,159682.16,2021-11-24,4964.78
C2020-0180,746800,2021-06-13,Pending,174334.49,,24327.19
C2020-0181,584127,2021-02-11,Settled,49720.95,2021-05-20,2601.96
C2020-0182,314152,2021-08-25,Pending,56549.77,,6165.57
C2020-0183,634277,2021-02-28,Pending,1199144.76,,22190.68
C2020-0184,212111,2020-06-02,Pending,86176.9,,4223.94
C2020-0185,363510,2020-07-04,Pending,192936.94,,23681.09
C2020-0186,221770,2020-09-14,Settled,73424.22,2021-03-12,13972.13
C2020-0187,961784,2021-01-08,Settled,16096.11,2021-05-17,1968.15
C2020-0188,148316,2021-02-12,Settled,123766.67,2021-07-25,25613.61
C2020-0189,379921,2020-05-21,Settled,49940.56,2020-10-08,6444.46
C2020-0190,379967,2021-05-19,Settled,29030.64,2021-08-22,1636.09
C2020-0191,490258,2021-05-10,Pending,90664.24,,4158.64
C2020-0192,427258,2020-11-30,Pending,15876.9,,3352.75
C2020-0193,396206,2021-02-16,Pending,109696.72,,2076.54
C2020-0194,518934,2021-09-17,Pending,477075.97,,9927.32
C2020-0195,757340,2020-10-11,Settled,575039.69,2021-03-25,14718.86
C2020-0196,689072,2020-12-12,Pending,422024.85,,24961.88
C2020-0197,903275,2021-01-30,Pending,33133.45,,2338.96
C2020-0198,943217,2020-12-14,Pending,22291.32,,5065.24
C2020-0199,260521,2021-05-25,Pending,17054.34,,2169.27
C2020-0200,751250,2020-11-08,Pending,149556.34,,1202.63
C2020-0201,216590,2020-10-14,Settled,149470.38,2021-01-28,10139.32
C2020-0202,132352,2020-04-25,Pending,56629.6,,2105.61
C2020-0203,155469,2021-07-28,Settled,147721.11,2021-10-26,7248.65
C2020-0204,754446,2020-11-07,Pending,41764.22,,5779.4
C2020-0205,777944,2021-09-14,Pending,54515.32,,2167.37
C2020-0206,715198,2021-03-27,Pending,45719.37,,5994.65
C2020-0207,673759,2020-12-24,Settled,339982.89,2021-12-24,32457.19
C2020-0208,978992,2021-05-02,Settled,893023.65,2021-09-30,6924.03
C2020-0209,307588,2021-08-14,Settled,418970.38,2021-11-02,26050.42
C2020-0210,906051,2021-08-10,Settled,230874.43,2021-11-11,17401.23
C2020-0211,896071,2020-12-21,Pending,259622.85,,16512.66
C2020-0212,210198,2021-03-25,Pending,155898.88,,4867.27
C2020-0213,644520,2021-02-07,Pending,118782.22,,23767.64
C2020-0214,274867,2020-06-06,Settled,1153498.91,2020-10-13,16849.7
C2020-0215,401293,2021-06-09,Pending,1121088.77,,25273.15
C2020-0216,129774,2021-07-12,Pending,215355.8,,10162.8
C2020-0217,404218,2020-10-20,Pending,183521.26,,6154.53
C2020-0218,376001,2021-08-30,Settled,103376.45,2022-08-30,6021.27
C2020-0219,202670,2020-07-13,Pending,23199.66,,2261.48
C2020-0220,203168,2021-10-29,Settled,26621.64,2022-02-08,2295.31
C2020-0221,317799,2020-09-10,Pending,150355.19,,3818.98
C2020-0222,335789,2020-07-11,Settled,14714.14,2020-12-05,2007.84
C2020-0223,810303,2021-03-16,Pending,338438.42,,14666.61
C2020-0224,150914,2020-11-13,Pending,37266.05,,7691.91
C2020-0225,956411,2021-08-09,Pending,26498.36,,1758.5
C2020-0226,756361,2021-06-10,Settled,302660.42,2021-07-23,21522.51
C2020-0227,136265,2021-05-25,Settled,16270.63,2021-11-09,1942.47
C2020-0228,780495,2021-05-07,Pending,25622.01,,2595.79
C2020-0229,129741,2021-03-02,Settled,68503.9,2021-05-07,1951.93
C2020-0230,648177,2020-11-29,Settled,1222601.81,2021-01-16,30719.19
C2020-0231,117860,2021-06-02,Settled,113210.66,2022-06-02,4731.29
C2020-0232,894804,2021-11-18,Pending,567137.81,,11575.61
C2020-0233,180660,2021-02-12,Pending,39835.05,,3381.23
C2020-0234,382150,2021-07-22,Pending,775933.94,,8182.06
C2020-0235,275120,2021-11-06,Pending,40985.56,,4918.82
C2020-0236,809888,2021-02-27,Pending,1124062.2,,9272.78
C2020-0237,374123,2020-12-15,Pending,541088.98,,18655.5
C2020-0238,515963,2021-01-25,Pending,79710.22,,4121.29
C2020-0239,748941,2020-10-21,Pending,29492.92,,3315.29
C2020-0240,471423,2020-07-07,Pending,31205.42,,2957.48
C2020-0241,559265,2020-05-30,Pending,113532.72,,3161.51
C2020-0242,377186,2021-06-15,Settled,382678.99,2021-08-16,15609.82
C2020-0243,849700,2021-01-10,Settled,137046.25,2022-01-10,15694.2
C2020-0244,472623,2020-11-24,Pending,117067.49,,1981.92
C2020-0245,675054,2020-10-01,Pending,285811.32,,20686.12
C2020-0246,737595,2020-11-27,Pending,30567.45,,3773.44
C2020-0247,890820,2020-08-11,Pending,137593.64,,22166.88
C2020-0248,121788,2020-11-15,Pending,26533.71,,2253.31
C2020-0249,120668,2021-04-08,Pending,300512.0,,26069.3
C2020-0250,689936,2020-11-01,Settled,170341.44,2021-01-07,8455.42
C2020-0251,126063,2021-02-05,Settled,107623.27,2021-07-18,2661.82
C2020-0252,909905,2020-12-10,Settled,19851.62,2021-06-08,1767.76
C2020-0253,862684,2021-06-13,Pending,16088.16,,3095.8
C2020-0254,745739,2020-11-24,Settled,737792.22,2021-01-18,25059.64
C2020-0255,873130,2020-05-22,Settled,138550.89,2020-10-11,17899.61
C2020-0256,929487,2021-11-23,Pending,18878.05,,650.55
C2020-0257,452949,2020-12-28,Settled,60563.87,2021-12-28,1616.74
C2020-0258,338644,2020-11-15,Pending,201808.28,,26004.62
C2020-0259,957705,2021-05-18,Pending,31222.59,,766.56
C2020-0260,808158,2021-08-03,Pending,29706.65,,3482.47
C2020-0261,659276,2021-08-31,Settled,114620.7,2022-08-31,1354.06
C2020-0262,449133,2021-01-07,Pending,482972.13,,37000.12
C2020-0263,396867,2020-07-13,Settled,107047.47,2020-12-15,3230.92
C2020-0264,916027,2021-08-24,Pending,232289.74,,26661.53
C2020-0265,418285,2021-03-23,Pending,66225.51,,5151.13
C2020-0266,708105,2021-08-01,Pending,12491.94,,2840.25
C2020-0267,634825,2021-09-06,Settled,271063.91,2022-02-28,15243.95
C2020-0268,299623,2021-05-24,Pending,172135.06,,8606.76
C2020-0269,186662,2021-07-11,Pending,715343.94,,37874.12
C2020-0270,545488,2020-12-09,Settled,124157.99,2021-12-09,1364.9
C2020-0271,382738,2021-01-30,Settled,124203.14,2021-05-08,15721.08
C2020-0272,938617,2021-02-11,Settled,196092.98,2021-07-18,25749.73
C2020-0273,598611,2020-10-26,Pending,95325.79,,26828.1
C2020-0274,519982,2020-04-15,Pending,16446.82,,1713.49
C2020-0275,643980,2021-05-05,Settled,76411.84,2021-08-16,2210.49
C2020-0276,554228,2020-09-07,Pending,94159.03,,17079.76
C2020-0277,558687,2021-01-16,Pending,143423.7,,2304.39
C2020-0278,161582,2021-03-18,Settled,144879.81,2021-04-27,5316.01
C2020-0279,598091,2021-01-13,Pending,236161.63,,22460.39
C2020-0280,360311,2021-06-10,Pending,61410.53,,26339.11
C2020-0281,117672,2020-09-21,Settled,365097.75,2021-09-21,12621.97
C2020-0282,765874,2020-09-13,Pending,190914.8,,11742.73
C2020-0283,262115,2021-10-06,Settled,39568.74,2022-03-21,1276.87
C2020-0284,678262,2021-02-24,Pending,76569.84,,2899.34
C2020-0285,508953,2020-06-13,Pending,124576.22,,2155.24
C2020-0286,594725,2020-02-03,Pending,22025.34,,1617.65
C2020-0287,882229,2021-01-26,Pending,96581.31,,6928.38
C2020-0288,318284,2020-02-23,Settled,12253.66,2021-02-22,4892.79
C2020-0289,660994,2021-04-17,Settled,32209.63,2021-06-01,4505.48
C2020-0290,764810,2021-04-02,Pending,23833.74,,5605.34
C2020-0291,200647,2021-02-25,Settled,255943.76,2022-02-25,9783.41
C2020-0292,747272,2020-10-23,Settled,564018.61,2020-12-29,7787.18
C2020-0293,150674,2020-12-04,Settled,155690.48,2021-12-04,3101.64
C2020-0294,345333,2021-01-14,Settled,152558.33,2021-06-01,3671.12
C2020-0295,103568,2021-01-22,Settled,56983.7,2021-02-26,2483.14
C2020-0296,909530,2021-01-12,Settled,100587.0,2022-01-12,2467.28
C2020-0297,284286,2021-06-12,Pending,21885.65,,1279.12
C2020-0298,633157,2020-07-20,Pending,138807.57,,21322.37
C2020-0299,610107,2021-02-16,Settled,1214972.6,2022-02-16,31213.13
C2020-0300,225616,2020-08-01,Pending,115030.34,,6392.77
C2020-0301,409390,2020-08-23,Settled,30294.09,2020-12-20,1818.87
C2020-0302,520650,2020-08-23,Settled,103949.76,2020-10-19,4891.03
C2020-0303,174351,2020-10-20,Settled,20457.69,2020-12-12,941.82
C2020-0304,508988,2021-01-29,Settled,63523.33,2021-07-28,4988.08
C2020-0305,386012,2021-02-14,Settled,26316.41,2021-05-27,2404.04
C2020-0306,507261,2020-10-21,Settled,26997.63,2021-02-02,2417.95
C2020-0307,310935,2020-09-23,Pending,265328.71,,27229.17
C2020-0308,536279,2020-11-03,Settled,31557.59,2021-02-14,6964.54
C2020-0309,119889,2020-12-12,Settled,95269.99,2021-06-07,4224.35
C2020-0310,861077,2021-05-18,Pending,70390.4,,7560.11
C2020-0311,499367,2020-11-03,Pending,381971.04,,7287.88
C2020-0312,618483,2021-04-13,Settled,151609.63,2022-04-13,6037.38
C2020-0313,165378,2020-08-18,Pending,14047.95,,3063.78
C2020-0314,556963,2020-07-29,Pending,144693.85,,26082.7
C2020-0315,423922,2020-06-14,Settled,24372.87,2020-09-26,1703.64
C2020-0316,679940,2020-06-25,Settled,31599.87,2020-09-09,2281.23
C2020-0317,807200,2021-04-09,Pending,107255.8,,2318.82
C2020-0318,152878,2021-03-31,Settled,208621.39,2021-05-24,24048.77
C2020-0319,480627,2020-11-08,Pending,268274.22,,8308.39
C2020-0320,186548,2020-09-22,Settled,189796.23,2021-09-22,31119.87
C2020-0321,576070,2020-12-28,Pending,143299.37,,4050.22
C2020-0322,271975,2021-04-08,Pending,19516.87,,7746.8
C2020-0323,360209,2021-04-23,Pending,260600.55,,26062.6
C2020-0324,714639,2020-10-25,Pending,170121.14,,8554.37
C2020-0325,322436,2021-01-17,Pending,143748.62,,6045.72
C2020-0326,151878,2020-10-18,Settled,202154.75,2021-10-18,15111.55
C2020-0327,626430,2020-12-08,Pending,67646.77,,7923.78
C2020-0328,107217,2021-01-21,Pending,181284.39,,21733.96
C2020-0329,365067,2020-04-05,Pending,118671.95,,9451.64
C2020-0330,921272,2020-09-17,Pending,22303.12,,3815.95
C2020-0331,389161,2020-08-05,Pending,645862.84,,22110.29
C2020-0332,343732,2020-11-17,Settled,131604.82,2021-11-17,5845.63
C2020-0333,992642,2021-01-31,Pending,169092.9,,14975.66
C2020-0334,476350,2021-08-31,Settled,1167153.43,2022-01-17,20911.76
C2020-0335,534876,2021-02-17,Pending,226442.8,,18866.87
C2020-0336,393204,2020-10-11,Pending,134147.57,,3084.5
C2020-0337,860152,2020-12-24,Pending,49671.08,,4053.63
C2020-0338,691635,2020-12-04,Pending,16161.0,,2672.29
C2020-0339,287802,2021-09-05,Pending,168949.9,,15069.72
C2020-0340,501266,2021-04-11,Settled,109647.37,2021-06-17,2741.23
C2020-0341,385320,2021-03-16,Settled,112883.25,2021-07-12,4120.34
C2020-0342,127330,2021-02-11,Pending,126107.53,,3642.67
C2020-0343,996650,2021-07-10,Pending,34610.35,,872.33
C2020-0344,389535,2020-11-29,Pending,144350.06,,10934.28
C2020-0345,812261,2020-06-28,Pending,43679.77,,4367.99
C2020-0346,327403,2021-09-06,Pending,156509.2,,7578.63
C2020-0347,966985,2021-11-06,Pending,19436.09,,2699.41
C2020-0348,704228,2020-11-01,Pending,84068.55,,6405.27
C2020-0349,612886,2020-09-26,Pending,25406.62,,2671.02
C2020-0350,914922,2020-09-22,Settled,1348829.82,2020-12-29,30247.7
C2020-0351,273994,2020-07-03,Pending,26248.68,,1366.58
C2020-0352,786325,2020-08-26,Pending,29521.36,,1753.29
C2020-0353,672944,2020-11-19,Pending,112718.64,,6641.05
C2020-0354,432337,2020-10-19,Pending,265367.08,,20935.53
C2020-0355,296645,2021-02-03,Pending,74685.06,,4444.92
C2020-0356,509177,2020-07-22,Pending,102610.38,,7744.6
C2020-0357,727746,2020-11-10,Settled,99865.84,2021-04-29,5840.89
C2020-0358,826237,2020-12-30,Pending,107723.4,,1287.16
C2020-0359,350478,2020-06-19,Pending,92120.91,,7306.27
C2020-0360,744152,2021-01-07,Pending,1153706.01,,23590.05
C2020-0361,401062,2020-09-19,Pending,233121.71,,25629.27
C2020-0362,499194,2020-12-28,Settled,470407.02,2021-02-16,24123.33
C2020-0363,949519,2021-03-17,Pending,90393.75,,7966.78
C2020-0364,566842,2020-04-13,Pending,149369.21,,6100.71
C2020-0365,812339,2020-12-27,Pending,141017.42,,3476.46
C2020-0366,701572,2021-09-28,Pending,26388.42,,2792.32
C2020-0367,621526,2020-09-14,Pending,602575.44,,15785.4
C2020-0368,195925,2021-04-18,Pending,119140.18,,7248.37
C2020-0369,550928,2020-08-19,Settled,1210832.98,2021-01-18,34188.72
C2020-0370,164036,2020-06-07,Pending,39500.63,,818.39
C2020-0371,318610,2021-07-21,Settled,85640.47,2021-11-22,1350.94
C2020-0372,561531,2020-05-17,Settled,14065.08,2021-05-17,1920.62
C2020-0373,833487,2021-03-30,Pending,38851.68,,1194.26
C2020-0374,159843,2021-07-26,Settled,303230.14,2022-07-26,28771.89
C2020-0375,160707,2020-12-08,Pending,156500.35,,4076.83
C2020-0376,235772,2020-09-09,Settled,168883.27,2020-12-22,8601.39
C2020-0377,193781,2020-06-05,Settled,896008.67,2021-06-05,42436.02
C2020-0378,122518,2021-01-07,Pending,401218.21,,10396.35
C2020-0379,617592,2021-01-15,Settled,175735.91,2021-02-22,9348.76
C2020-0380,524421,2020-08-18,Pending,144103.55,,2572.27
C2020-0381,610072,2020-09-06,Pending,29937.43,,7132.22
C2020-0382,508678,2021-04-22,Pending,231139.21,,25951.23
C2020-0383,127890,2021-02-26,Pending,199858.32,,8886.69
C2020-0384,189709,2020-11-29,Pending,849912.23,,44251.21
C2020-0385,490783,2021-06-14,Pending,81886.01,,13252.98
C2020-0386,722947,2021-05-08,Pending,209079.14,,23158.58
C2020-0387,706017,2021-02-17,Settled,24445.85,2021-07-09,1757.19
C2020-0388,110594,2021-04-29,Settled,13604.81,2021-07-12,1606.89
C2020-0389,500908,2021-08-24,Pending,997746.53,,19097.24
C2020-0390,148030,2021-04-04,Settled,14696.5,2022-04-04,2621.44
C2020-0391,765363,2020-09-26,Pending,101980.91,,1482.81
C2020-0392,208699,2021-02-07,Settled,42735.75,2021-07-12,6489.95
C2020-0393,490486,2020-07-10,Pending,49429.15,,4023.19
C2020-0394,585556,2021-08-11,Pending,46988.09,,7917.72
C2020-0395,591637,2021-05-12,Settled,87373.18,2021-10-30,1727.0
C2020-0396,726911,2021-02-08,Pending,168537.69,,8408.4
C2020-0397,444297,2020-11-24,Settled,72540.74,2021-01-06,5807.67
C2020-0398,632723,2021-07-12,Settled,16853.54,2021-08-16,3811.56
C2020-0399,180991,2020-10-03,Pending,67756.75,,6982.2
C2020-0400,912740,2020-12-15,Settled,34032.62,2021-04-08,3580.36
C2020-0401,849070,2020-06-22,Pending,125755.6,,16129.78
C2020-0402,646638,2021-06-10,Pending,24910.04,,2000.19
C2020-0403,685953,2020-06-03,Pending,135598.1,,6348.56
